times_secs,[O2Hb],[HHb],[deltaHb],stimulus1
1180.88,-0.00453434405058002,0.001474653445437572,-0.006008997496017591,LSL RunningTrial 12_A7_C_NSI_R180z
1180.92,-0.004467880322008591,0.0014628159254375715,-0.005930696247446163,LSL RunningTrial 12_A7_C_NSI_R180z
1180.96,-0.004414665564865734,0.001450834992580429,-0.005865500557446163,LSL RunningTrial 12_A7_C_NSI_R180z
1181.0,-0.004375503179151448,0.0014388844811518576,-0.005814387660303305,LSL RunningTrial 12_A7_C_NSI_R180z
1181.04,-0.004349738036294306,0.0014271442811518574,-0.005776882317446163,LSL RunningTrial 12_A7_C_NSI_R180z
1181.08,-0.004335204164865734,0.0014157830668661432,-0.005750987231731877,LSL RunningTrial 12_A7_C_NSI_R180z
1181.12,-0.004328266207722877,0.0014049425954375718,-0.005733208803160449,LSL RunningTrial 12_A7_C_NSI_R180z
1181.16,-0.004323913622008592,0.0013947235382947146,-0.005718637160303305,LSL RunningTrial 12_A7_C_NSI_R180z
1181.2,-0.004315949150580019,0.001385175095437572,-0.005701124246017592,LSL RunningTrial 12_A7_C_NSI_R180z
1181.24,-0.004297240393437163,0.0013762897525804293,-0.005673530146017591,LSL RunningTrial 12_A7_C_NSI_R180z
1181.28,-0.004260043636294305,0.0013680039525804288,-0.0056280475888747334,LSL RunningTrial 12_A7_C_NSI_R180z
1181.32,-0.004196360564865735,0.0013602009525804288,-0.005556561517446163,LSL RunningTrial 12_A7_C_NSI_R180z
1181.36,-0.004098317064865734,0.001352720995437572,-0.005451038060303307,LSL RunningTrial 12_A7_C_NSI_R180z
1181.4,-0.003958564764865734,0.0013453716382947148,-0.005303936403160449,LSL RunningTrial 12_A7_C_NSI_R180z
1181.44,-0.0037706463934371625,0.001337943495437572,-0.0051085898888747336,LSL RunningTrial 12_A7_C_NSI_R180z
1181.48,-0.003529325822008591,0.0013302245240090003,-0.004859550346017592,LSL RunningTrial 12_A7_C_NSI_R180z
1181.52,-0.0032308624505800196,0.0013220142811518575,-0.0045528767317318765,LSL RunningTrial 12_A7_C_NSI_R180z
1181.56,-0.0028732056648657343,0.001313135795437572,-0.0041863414603033056,LSL RunningTrial 12_A7_C_NSI_R180z
1181.6,-0.002456104179151448,0.0013034444811518575,-0.003759548660303306,LSL RunningTrial 12_A7_C_NSI_R180z
1181.64,-0.0019811133362943054,0.0012928340782947148,-0.00327394741458902,LSL RunningTrial 12_A7_C_NSI_R180z
1181.68,-0.0014515322362943053,0.0012812361711518577,-0.002732768407446163,LSL RunningTrial 12_A7_C_NSI_R180z
1181.72,-0.0008722287077228767,0.001268616695437572,-0.0021408454031604488,LSL RunningTrial 12_A7_C_NSI_R180z
1181.76,-0.000249413936294305,0.0012549671382947147,-0.00150438107458902,LSL RunningTrial 12_A7_C_NSI_R180z
1181.8,0.0004096557779914091,0.0012402938025804291,-0.0008306380245890199,LSL RunningTrial 12_A7_C_NSI_R180z
1181.84,0.0010970093779914094,0.0012246028240090003,-0.00012759344601759147,LSL RunningTrial 12_A7_C_NSI_R180z
1181.88,0.0018043050637056956,0.001207885662580429,0.0005964194011252659,LSL RunningTrial 12_A7_C_NSI_R180z
1181.92,0.002523167520848552,0.0011901035357804288,0.0013330639850681232,LSL RunningTrial 12_A7_C_NSI_R180z
1181.96,0.003245501092277124,0.0011711739482947144,0.0020743271439824084,LSL RunningTrial 12_A7_C_NSI_R180z
1182.0,0.003963755563705694,0.0011509613168661434,0.0028127942468395514,LSL RunningTrial 12_A7_C_NSI_R180z
1182.04,0.004671130263705694,0.001129268769723286,0.0035418614939824074,LSL RunningTrial 12_A7_C_NSI_R180z
1182.08,0.005361709277991408,0.0011058386625804292,0.00425587061541098,LSL RunningTrial 12_A7_C_NSI_R180z
1182.12,0.006030522002277124,0.0010803541768661432,0.00495016782541098,LSL RunningTrial 12_A7_C_NSI_R180z
1182.16,0.006673544735134265,0.0010524501640090005,0.005621094571125265,LSL RunningTrial 12_A7_C_NSI_R180z
1182.2,0.0072876271637056945,0.0010217249582947147,0.006265902205410979,LSL RunningTrial 12_A7_C_NSI_R180z
1182.24,0.007870369049419979,0.0009877599440090005,0.006882609105410981,LSL RunningTrial 12_A7_C_NSI_R180z
1182.28,0.008419980292277123,0.0009501391182947146,0.007469841173982409,LSL RunningTrial 12_A7_C_NSI_R180z
1182.32,0.008935099435134267,0.0009084719421518577,0.008026627492982408,LSL RunningTrial 12_A7_C_NSI_R180z
1182.36,0.009414639292277123,0.0008624158382947148,0.008552223453982407,LSL RunningTrial 12_A7_C_NSI_R180z
1182.4,0.00985763414941998,0.0008116968311518575,0.009045937318268122,LSL RunningTrial 12_A7_C_NSI_R180z
1182.44,0.010263136006562838,0.0007561283368661434,0.009507007669696695,LSL RunningTrial 12_A7_C_NSI_R180z
1182.48,0.01063013872084855,0.0006956254868661433,0.009934513233982409,LSL RunningTrial 12_A7_C_NSI_R180z
1182.52,0.010957570720848553,0.000630214665580429,0.010327356055268123,LSL RunningTrial 12_A7_C_NSI_R180z
1182.56,0.01124432514941998,0.0005600375682947147,0.010684287581125268,LSL RunningTrial 12_A7_C_NSI_R180z
1182.6,0.011489340435134264,0.00048535080400900044,0.011003989631125267,LSL RunningTrial 12_A7_C_NSI_R180z
1182.64,0.011691730435134265,0.0004065188968661433,0.01128521153826812,LSL RunningTrial 12_A7_C_NSI_R180z
1182.68,0.011850912577991408,0.0003240040911518575,0.011526908486839548,LSL RunningTrial 12_A7_C_NSI_R180z
1182.72,0.011966775292277123,0.000238351502580429,0.011728423789696695,LSL RunningTrial 12_A7_C_NSI_R180z
1182.76,0.012039826720848554,0.00015017379900900043,0.011889652921839553,LSL RunningTrial 12_A7_C_NSI_R180z
1182.8,0.012071313006562836,6.013105829471469e-05,0.012011181948268121,LSL RunningTrial 12_A7_C_NSI_R180z
1182.84,0.012063307720848552,-3.1085540276713855e-05,0.012094393261125264,LSL RunningTrial 12_A7_C_NSI_R180z
1182.88,0.012018761463705696,-0.00012277159027671388,0.01214153305398241,LSL RunningTrial 12_A7_C_NSI_R180z
1182.92,0.011941474949419979,-0.00021422503313385676,0.012155699982553836,LSL RunningTrial 12_A7_C_NSI_R180z
1182.96,0.01183602932084855,-0.0003047593045624281,0.012140788625410983,LSL RunningTrial 12_A7_C_NSI_R180z
1183.0,0.011707664720848552,-0.000393712747419571,0.012101377468268126,LSL RunningTrial 12_A7_C_NSI_R180z
1183.04,0.011562092292277124,-0.00048045769027671377,0.01204254998255384,LSL RunningTrial 12_A7_C_NSI_R180z
1183.08,0.011405277863705696,-0.0005644049331338565,0.01196968279683955,LSL RunningTrial 12_A7_C_NSI_R180z
1183.12,0.011243214863705695,-0.0006450072188481423,0.011888222082553837,LSL RunningTrial 12_A7_C_NSI_R180z
1183.16,0.01108165457799141,-0.0007217623331338565,0.011803416911125266,LSL RunningTrial 12_A7_C_NSI_R180z
1183.2,0.010925879006562837,-0.0007942139902767138,0.011720092996839552,LSL RunningTrial 12_A7_C_NSI_R180z
1183.24,0.010780465577991408,-0.0008619546731338567,0.011642420251125265,LSL RunningTrial 12_A7_C_NSI_R180z
1183.28,0.010649111863705693,-0.0009246271931338567,0.011573739056839552,LSL RunningTrial 12_A7_C_NSI_R180z
1183.32,0.010534470577991409,-0.0009819278488481422,0.01151639842683955,LSL RunningTrial 12_A7_C_NSI_R180z
1183.36,0.01043807572084855,-0.0010336112188481423,0.011471686939696694,LSL RunningTrial 12_A7_C_NSI_R180z
1183.4,0.010360278720848552,-0.0010794940331338566,0.011439772753982409,LSL RunningTrial 12_A7_C_NSI_R180z
1183.44,0.010300273577991407,-0.0011194603188481422,0.011419733896839554,LSL RunningTrial 12_A7_C_NSI_R180z
1183.48,0.010256140720848553,-0.001153466561705285,0.01140960728255384,LSL RunningTrial 12_A7_C_NSI_R180z
