times_secs,[O2Hb],[HHb],[deltaHb],stimulus1
1272.2,-0.0014629952791514495,-0.002052997475991,0.0005900021968395523,LSL RunningTrial 16_A9_C_NSI_R180y
1272.24,-0.0016222429934371636,-0.0020607054188481427,0.00043846242541098035,LSL RunningTrial 16_A9_C_NSI_R180y
1272.28,-0.0017579154648657339,-0.0020688601617052855,0.00031094469683955135,LSL RunningTrial 16_A9_C_NSI_R180y
1272.32,-0.0018708482934371626,-0.0020775441188481424,0.00020669582541097995,LSL RunningTrial 16_A9_C_NSI_R180y
1272.36,-0.001961799222008592,-0.0020868180759909994,0.00012501885398240816,LSL RunningTrial 16_A9_C_NSI_R180y
1272.4,-0.002031346922008592,-0.0020967128331338568,6.536591112526528e-05,LSL RunningTrial 16_A9_C_NSI_R180y
1272.44,-0.0020798023791514476,-0.002107218247419571,2.7415868268124443e-05,LSL RunningTrial 16_A9_C_NSI_R180y
1272.48,-0.002107143364865735,-0.002118275833133857,1.1132468268123194e-05,LSL RunningTrial 16_A9_C_NSI_R180y
1272.52,-0.002112952229151448,-0.002129769047419571,1.681681826812375e-05,LSL RunningTrial 16_A9_C_NSI_R180y
1272.56,-0.002096410733437162,-0.0021415169331338566,4.51061996966963e-05,LSL RunningTrial 16_A9_C_NSI_R180y
1272.6,-0.002056270793437162,-0.002153270818848142,9.700002541098122e-05,LSL RunningTrial 16_A9_C_NSI_R180y
1272.64,-0.001990927079151448,-0.002164711461705285,0.00017378438255383856,LSL RunningTrial 16_A9_C_NSI_R180y
1272.68,-0.0018984594077228756,-0.002175454104562428,0.0002769946968395525,LSL RunningTrial 16_A9_C_NSI_R180y
1272.72,-0.0017767432220085928,-0.0021850534902767135,0.00040831026826812153,LSL RunningTrial 16_A9_C_NSI_R180y
1272.76,-0.0016235780648657353,-0.002193016104562428,0.0005694380396966943,LSL RunningTrial 16_A9_C_NSI_R180y
1272.8,-0.0014368263505800205,-0.0021988177902767135,0.0007619914396966948,LSL RunningTrial 16_A9_C_NSI_R180y
1272.84,-0.0012145948220085906,-0.0022019225759909995,0.0009873277539824098,LSL RunningTrial 16_A9_C_NSI_R180y
1272.88,-0.0009553992220085912,-0.0022018063331338566,0.0012464071111252647,LSL RunningTrial 16_A9_C_NSI_R180y
1272.92,-0.0006583520934371632,-0.0021979909188481425,0.0015396388254109805,LSL RunningTrial 16_A9_C_NSI_R180y
1272.96,-0.0003233287362943065,-0.002190067547419571,0.0018667388111252654,LSL RunningTrial 16_A9_C_NSI_R180y
1273.0,4.885987799140756e-05,-0.0021777289045624283,0.002226588782553838,LSL RunningTrial 16_A9_C_NSI_R180y
1273.04,0.0004563410637056945,-0.0021608080759909997,0.002617149139696694,LSL RunningTrial 16_A9_C_NSI_R180y
1273.08,0.0008960585951342649,-0.0021392944617052855,0.003035353056839551,LSL RunningTrial 16_A9_C_NSI_R180y
1273.12,0.001363692220848552,-0.0021133690759909994,0.0034770612968395517,LSL RunningTrial 16_A9_C_NSI_R180y
1273.16,0.0018536362494199795,-0.002083422300276714,0.003937058549696694,LSL RunningTrial 16_A9_C_NSI_R180y
1273.2,0.0023589957637056938,-0.002050060847662428,0.0044090566113681225,LSL RunningTrial 16_A9_C_NSI_R180y
1273.24,0.002871653163705694,-0.0020141234988481425,0.004885776662553838,LSL RunningTrial 16_A9_C_NSI_R180y
1273.28,0.003382382477991408,-0.0019766693645624283,0.005359051842553836,LSL RunningTrial 16_A9_C_NSI_R180y
1273.32,0.0038810157922771226,-0.0019389677902767139,0.005819983582553835,LSL RunningTrial 16_A9_C_NSI_R180y
1273.36,0.004356655677991409,-0.0019024810188481426,0.006259136696839551,LSL RunningTrial 16_A9_C_NSI_R180y
1273.4,0.004797962603705694,-0.0018688228302767135,0.006666785433982408,LSL RunningTrial 16_A9_C_NSI_R180y
1273.44,0.005193450792277123,-0.0018397259575624284,0.007033176749839551,LSL RunningTrial 16_A9_C_NSI_R180y
1273.48,0.005531843820848551,-0.0018169868217052852,0.007348830642553836,LSL RunningTrial 16_A9_C_NSI_R180y
1273.52,0.005802449820848551,-0.001802411404562428,0.00760486122541098,LSL RunningTrial 16_A9_C_NSI_R180y
1273.56,0.005995539463705695,-0.0017977534188481424,0.007793292882553837,LSL RunningTrial 16_A9_C_NSI_R180y
1273.6,0.006102743977991409,-0.0018046409617052857,0.007907384939696694,LSL RunningTrial 16_A9_C_NSI_R180y
1273.64,0.006117411063705695,-0.0018245167188481425,0.007941927782553837,LSL RunningTrial 16_A9_C_NSI_R180y
1273.68,0.0060349467637056935,-0.0018585588045624281,0.00789350556826812,LSL RunningTrial 16_A9_C_NSI_R180y
1273.72,0.0058531158637056945,-0.0019076180759909995,0.007760733939696693,LSL RunningTrial 16_A9_C_NSI_R180y
1273.76,0.005572267106562838,-0.0019721573188481423,0.007544424425410979,LSL RunningTrial 16_A9_C_NSI_R180y
1273.8,0.005195504777991409,-0.002052189764562428,0.007247694542553836,LSL RunningTrial 16_A9_C_NSI_R180y
1273.84,0.0047287743351342665,-0.0021472376031338564,0.006876011938268123,LSL RunningTrial 16_A9_C_NSI_R180y
1273.88,0.004180859263705696,-0.0022562984531338567,0.006437157716839551,LSL RunningTrial 16_A9_C_NSI_R180y
1273.92,0.0035632933065628375,-0.002377827290276714,0.005941120596839551,LSL RunningTrial 16_A9_C_NSI_R180y
1273.96,0.0028901803494199804,-0.0025097324902767135,0.005399912839696694,LSL RunningTrial 16_A9_C_NSI_R180y
1274.0,0.0021779082779914095,-0.0026493975188481424,0.0048273057968395506,LSL RunningTrial 16_A9_C_NSI_R180y
1274.04,0.001444810627991409,-0.0027937079759909997,0.0042385186039824085,LSL RunningTrial 16_A9_C_NSI_R180y
1274.08,0.0007107042494199802,-0.002939113647419571,0.003649817896839549,LSL RunningTrial 16_A9_C_NSI_R180y
1274.12,-3.6106791514494855e-06,-0.003081693161705285,0.003078082482553836,LSL RunningTrial 16_A9_C_NSI_R180y
1274.16,-0.0006769275505800208,-0.0032172540902767137,0.0025403265396966948,LSL RunningTrial 16_A9_C_NSI_R180y
1274.2,-0.0012882462934371622,-0.003341424204562428,0.0020531779111252657,LSL RunningTrial 16_A9_C_NSI_R180y
1274.24,-0.0018174178462943042,-0.0034497818804195704,0.0016323640341252663,LSL RunningTrial 16_A9_C_NSI_R180y
1274.28,-0.002245804222008593,-0.003537969675990999,0.0012921654539824062,LSL RunningTrial 16_A9_C_NSI_R180y
1274.32,-0.002556911936294307,-0.0036018354359909992,0.0010449234996966939,LSL RunningTrial 16_A9_C_NSI_R180y
1274.36,-0.002737006393437163,-0.003637549401705285,0.0009005430082681219,LSL RunningTrial 16_A9_C_NSI_R180y
1274.4,-0.0027756362791514478,-0.0036417433865624277,0.0008661071074109798,LSL RunningTrial 16_A9_C_NSI_R180y
