TimeShown,TimeAnswered,TimeDiff,IsCorrect,CurrentTrial,StimulusQuestion,TimeoutCounter
1117.794,1153.847,36.05298,True,0,_A1_CI_NSI_R180x,0
1155.885,1166.75,10.8645,True,1,_B1_CI_NSI_R0,0
1168.796,1180.688,11.89172,True,2,_A2_AC_SI_R180z,0
1182.984,1192.969,9.984985,False,3,_B2_AC_SI_R180x,0
1210.694,1224.59,13.89587,True,4,_A3_CI_NSI_R120z,0
1226.636,1236.276,9.640137,True,5,_B3_AC_SI_R180y,0
1238.307,1251.967,13.6604,True,6,_A4_AC_SI_R180x,0
1254.005,1264.825,10.82056,True,7,_B4_C_SI_R180y,0
1271.122,1293.847,22.72461,True,8,_A5_AC_SI_R180y,0
1295.904,1319.433,23.52905,True,9,_B5_C_SI_R120z,0
1321.499,1330.717,9.21814,True,10,_A6_AC_SI_R180z,0
1332.815,1340.495,7.679932,True,11,_B6_CI_NSI_R180x,0
1347.598,1364.772,17.17456,False,12,_A7_C_NSI_R180z,0
1366.845,1383.538,16.69324,True,13,_B7_AC_SI_R90z,0
1385.903,1406.665,20.76135,True,14,_A8_C_SI_R180y,0
1408.96,1421.598,12.63733,True,15,_B8_AC_SI_R60z,0
1427.605,1443.961,16.35608,True,16,_A9_C_NSI_R180y,0
1446.057,1467.116,21.05847,True,17,_B9_C_NSI_R90z,0
1469.175,1488.447,19.27173,True,18,_A10_C_SI_R180x,0
1490.532,1509.658,19.12549,True,19,_B10_C_NSI_R180x,0
1515.082,1530.351,15.26917,True,20,_A11_AC_SI_R180y,0
1532.44,1551.066,18.62634,True,21,_B11_CI_NSI_R120z,0
1553.481,1564.033,10.55212,True,22,_A12_C_NSI_R180x,0
1566.091,1581.547,15.45605,False,23,_B12_C_SI_R180x,0
1587.122,1614.655,27.53369,True,24,_A13_CI_NSI_R180x,0
1616.747,1636.222,19.47559,True,25,_B13_AC_SI_R180x,0
1638.269,1668.562,30.29333,True,26,_A14_AC_SI_R180x,0
1670.628,1687.146,16.51807,True,27,_B14_AC_SI_R180y,0
1694.516,1710.75,16.23303,True,28,_A15_C_SI_R120z,0
1712.835,1733.149,20.3147,True,29,_B15_CI_NSI_R180y,0
1735.242,1761.254,26.01196,True,30,_A16_CI_NSI_R0,0
1763.335,1789.23,25.89526,True,31,_B16_C_NSI_R180y,0
