square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 100
,,,,,,,,,,,,,,,,,0.0013829000527039,0.0037592999869957,0.0037592999869957,0.0037592999869957,2456.0932807000354,space,2456.0729149000254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,2458.11282889999,,,,,,,,,,2456.093328200048,2456.108208699967,2456.108208699967,2456.108208699967,2456.108208699967,2456.108208699967,2456.108208699967,2456.108208699967,2456.108208699967,2456.108208699967,2456.108208699967,2456.108208699967,2456.108208699967,2457.0918616000563,2457.091874100035,2457.108135599992,2458.11282889999,2458.0923856999725,2458.111002900056,2458.11282889999,2458.11282889999,2458.5916430000216,2458.6249904000438,2461.091484399978,2461.108645900036,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,2461.1249899000395,,,,,,,,,,,,,,,,,,,,,,,,,,,,2461.1097689999733,2461.1249899000395,2461.1249899000395,2461.591488700011,2461.6250265999697,2464.091444800026,2464.10830610001,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,2464.124899300048,,,,,,,,,,,,,,,,,,,,,,,,,,,,2464.1090521999868,2464.124899300048,2464.124899300048,2464.5914994999766,2464.6248920999933,2467.091335600009,2467.10840919998,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,2467.124781099963,,,,,,,,,,,,,,,,,,,,,,,,,,,,2467.1092133000493,2467.124781099963,2467.124781099963,2467.5914517999627,2467.624935299973,2470.091492400039,2470.1081700000213,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,2470.124901100062,,,,,,,,,,,,,,,,,,,,,,,,,,,,2470.10889839998,2470.124901100062,2470.124901100062,2470.591429400025,2470.6249017000664,2473.0912749000126,2473.1082236999646,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,2473.1247040999588,,,,,,,,,,,,,,,,,,,,,,,,,,,,2473.108904600027,2473.1247040999588,2473.1247040999588,2473.591316599981,2473.6248148999875,2476.091441700002,2476.108409599983,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,2476.1246658000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,2476.1092286000494,2476.1246658000164,2476.1246658000164,2476.591239899979,2476.624709399999,2479.091262800037,2479.108202100033,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,2479.12484579999,,,,,,,,,,,,,,,,,,,,,,,,,,,,2479.109021399985,2479.12484579999,2479.12484579999,2479.591210399987,2479.624586299993,2482.0911458999617,2482.1080799000338,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,2482.124538299977,,,,,,,,,,,,,,,,,,,,,,,,,,,,2482.1088166000554,2482.124538299977,2482.124538299977,2482.591177699971,2482.624398099957,2485.091231000028,2485.10805010004,space,1.0,0.4649179000407457,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
9.0,"[0.2, -0.1]",None,0.0,9.0,9.0,9.0,,,,,,,,,2485.1245685999747,,,,,,,,,,,,,,,,,,,,,,,,,,,,2485.109162900015,2485.1245685999747,2485.1245685999747,2485.5909106000327,2485.6244373000227,2488.0908855999587,2488.108048300026,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
8.0,"[-0.2, -0.1]",None,0.0,10.0,10.0,10.0,,,,,,,,,2488.124613299966,,,,,,,,,,,,,,,,,,,,,,,,,,,,2488.108786300057,2488.124613299966,2488.124613299966,2488.59111290006,2488.6243689999683,2491.0910382999573,2491.1078325000126,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
9.0,"[0.2, -0.1]",None,0.0,11.0,11.0,11.0,,,,,,,,,2491.12433520006,,,,,,,,,,,,,,,,,,,,,,,,,,,,2491.108520800015,2491.12433520006,2491.12433520006,2491.5912328000413,2491.6244415000547,2494.090928800055,2494.1077494999627,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
6.0,"[-0.3, 0]",None,0.0,12.0,12.0,12.0,,,,,,,,,2494.1243309000274,,,,,,,,,,,,,,,,,,,,,,,,,,,,2494.108136499999,2494.1243309000274,2494.1243309000274,2494.591122800018,2494.62439630006,2497.0908736999845,2497.1076613999903,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
9.0,"[0.2, -0.1]",None,0.0,13.0,13.0,13.0,,,,,,,,,2497.124300800031,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497.108278700034,2497.124300800031,2497.124300800031,2497.5911193999927,2497.6243022000417,2500.0908961000387,2500.107864700025,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
7.0,"[0.3, 0]",None,0.0,14.0,14.0,14.0,,,,,,,,,2500.124231899972,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.108656299999,2500.124231899972,2500.124231899972,2500.590782399988,2500.624198699952,2503.0909200999886,2503.1077750000404,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
2.0,"[0.64, 0.4]",None,0.0,15.0,15.0,15.0,,,,,,,,,2503.124278699979,,,,,,,,,,,,,,,,,,,,,,,,,,,,2503.1086412000004,2503.124278699979,2503.124278699979,2503.5910461000167,2503.624159400002,2506.0908554999623,2506.1077392000007,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
2.0,"[0.64, 0.4]",None,0.0,16.0,16.0,16.0,,,,,,,,,2506.124200799968,,,,,,,,,,,,,,,,,,,,,,,,,,,,2506.1085461999755,2506.124200799968,2506.124200799968,2506.6073791000526,2506.6240860000253,2509.107469700044,2509.107913100044,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
11.0,"[-0.64, -0.4]",space,0.0,17.0,17.0,17.0,,,,,,,,,2509.1241489000386,,,,,,,,,,,,,,,,,,,,,,,,,,,,2509.1086961999536,2509.1241489000386,2509.1241489000386,2509.590717999963,2509.6239956000354,2512.0905260000145,2512.107603500015,space,1.0,0.3903268999420106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
11.0,"[-0.64, -0.4]",space,0.0,18.0,18.0,18.0,,,,,,,,,2512.1240015999647,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512.108394099981,2512.1240015999647,2512.1240015999647,2512.607328700018,2512.6239675000543,2515.1074048000155,2515.107605300029,space,1.0,0.4636191000463441,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
7.0,"[0.3, 0]",None,0.0,19.0,19.0,19.0,,,,,,,,,2515.12390919996,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515.108643200016,2515.12390919996,2515.12390919996,2515.6071875999914,2515.6239236999536,2518.1074462999823,2518.107642599964,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
3.0,"[0, 0.2]",None,0.0,20.0,20.0,20.0,,,,,,,,,2518.1239875999745,,,,,,,,,,,,,,,,,,,,,,,,,,,,2518.1084289000137,2518.1239875999745,2518.1239875999745,2518.607269900036,2518.624024400022,2521.1073996999767,2521.107610399951,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback15,1.0,2023-12-11_14h03.28.052,untitled,2023.2.3,59.984835829765245,2023-12-11 14h03.43.173533 -0500,
