Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
318.5246,,EndofStart,99,
318.5246,Calibration,,99,
340.0125,,EndofCalibration,99,
340.0125,Tutorial,,99,
697.7122,,EndofTutorial,99,
697.7122,Rest,,99,
997.7131,,EndofRest,99,
997.7502,Feedback,,99,
1010.379,Experimental,,99,
1034.68,Experimental,,0,_A1_CI_NSI_R180x
1068.884,Experimental,,1,_B1_CI_NSI_R0
1097.726,Experimental,,2,_A2_AC_SI_R180z
1124.866,Experimental,,3,_B2_AC_SI_R180x
1134.473,Feedback,,99,
1148.934,Experimental,,99,
1148.934,Experimental,,4,_A3_CI_NSI_R120z
1169.501,Experimental,,5,_B3_AC_SI_R180y
1181.196,Experimental,,6,_A4_AC_SI_R180x
1193.484,Experimental,,7,_B4_C_SI_R180y
1227.435,Feedback,,99,
1231.618,Experimental,,99,
1231.618,Experimental,,8,_A5_AC_SI_R180y
1263.719,Experimental,,9,_B5_C_SI_R120z
1295.113,Experimental,,10,_A6_AC_SI_R180z
1327.203,Experimental,,11,_B6_CI_NSI_R180x
1341.727,Feedback,,99,
1344.865,Experimental,,99,
1344.865,Experimental,,12,_A7_C_NSI_R180z
1378.05,Experimental,,13,_B7_AC_SI_R90z
1396.333,Experimental,,14,_A8_C_SI_R180y
1423.685,Experimental,,15,_B8_AC_SI_R60z
1449.228,Feedback,,99,
1461.8,Experimental,,99,
1461.8,Experimental,,16,_A9_C_NSI_R180y
1491.993,Experimental,,17,_B9_C_NSI_R90z
1539.959,Experimental,,18,_A10_C_SI_R180x
1559.305,Experimental,,19,_B10_C_NSI_R180x
1589.591,Feedback,,99,
1592.078,Experimental,,99,
1592.078,Experimental,,20,_A11_AC_SI_R180y
1613.353,Experimental,,21,_B11_CI_NSI_R120z
1641.023,Experimental,,22,_A12_C_NSI_R180x
1663.711,Experimental,,23,_B12_C_SI_R180x
1693.266,Feedback,,99,
1698.625,Experimental,,99,
1698.625,Experimental,,24,_A13_CI_NSI_R180x
1720.848,Experimental,,25,_B13_AC_SI_R180x
1744.672,Experimental,,26,_A14_AC_SI_R180x
1783.623,Experimental,,27,_B14_AC_SI_R180y
1802.311,Feedback,,99,
1804.981,Experimental,,99,
1804.981,Experimental,,28,_A15_C_SI_R120z
1823.137,Experimental,,29,_B15_CI_NSI_R180y
1843.128,Experimental,,30,_A16_CI_NSI_R0
1874.46,Experimental,,31,_B16_C_NSI_R180y
1908.018,Feedback,,99,
1911.006,,EndofExperiment,99,
