square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
9,"[0.2, -0.1]",None,0,9,9,9,,,,,,,,,1628.5068594000186,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.4920229000272,1628.5068594000186,1628.5068594000186,1628.9900014000013,1629.0066398000345,1631.4899996999884,1631.5065858000307,1631.4909204000141,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
8,"[-0.2, -0.1]",None,0,10,10,10,,,,,,,,,1631.5065858000307,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.4915694000083,1631.5065858000307,1631.5065858000307,1631.9900833999855,1632.0068184999982,1634.4901410000166,1634.5067605000222,1634.4911036000121,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
9,"[0.2, -0.1]",None,0,11,11,11,,,,,,,,,1634.5067605000222,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.4918516000034,1634.5067605000222,1634.5067605000222,1634.9900963000255,1635.0067459000275,1637.4900333000114,1637.506678100035,1637.4910237999866,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
6,"[-0.3, 0]",None,0,12,12,12,,,,,,,,,1637.506678100035,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.4918278999976,1637.506678100035,1637.506678100035,1637.9899379999842,1638.0064832000062,1640.4900403000065,1640.5065890999977,1640.49093119998,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
9,"[0.2, -0.1]",None,0,13,13,13,,,,,,,,,1640.5065890999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.4915943000233,1640.5065890999977,1640.5065890999977,1640.99001389998,1641.0065158000216,1643.48987390002,1643.506263600022,1643.4907365000108,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
7,"[0.3, 0]",None,0,14,14,14,,,,,,,,,1643.506263600022,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643.4915000000037,1643.506263600022,1643.506263600022,1643.9899163999944,1644.0064478000277,1646.48983700003,1646.506433200033,1646.4907930000336,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
2,"[0.64, 0.4]",None,0,15,15,15,,,,,,,,,1646.506433200033,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646.4914727000287,1646.506433200033,1646.506433200033,1647.0062742999871,1647.0062742999871,1649.5063688000082,1649.5063688000082,1649.4903872000286,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
2,"[0.64, 0.4]",None,0,16,16,16,,,,,,,,,1649.5063688000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649.4910899000242,1649.5063688000082,1649.5063688000082,1649.9897536999779,1650.0062494000304,1652.4896024999907,1652.5063279999886,1652.4905622000224,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
11,"[-0.64, -0.4]",space,0,17,17,17,,,,,,,,,1652.5063279999886,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652.4912310999935,1652.5063279999886,1652.5063279999886,1653.0060658000293,1653.0060658000293,1655.5062329000211,1655.5062329000211,1655.4903827999951,space,1,0.3835020000115037,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
11,"[-0.64, -0.4]",space,0,18,18,18,,,,,,,,,1655.5062329000211,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.4911457999842,1655.5062329000211,1655.5062329000211,1656.0062332000234,1656.0062332000234,1658.5062246000161,1658.5062246000161,1658.4903650000342,space,1,0.4861765000387095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
7,"[0.3, 0]",None,0,19,19,19,,,,,,,,,1658.5062246000161,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.4907637999859,1658.5062246000161,1658.5062246000161,1659.0061955000274,1659.0061955000274,1661.5062245000154,1661.5062245000154,1661.4904722999781,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
3,"[0, 0.2]",None,0,20,20,20,,,,,,,,,1661.5062245000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661.4911942000035,1661.5062245000154,1661.5062245000154,1662.006325400027,1662.006325400027,1664.5061490000226,1664.5061490000226,1664.4901816000347,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
10,"[0, -0.2]",None,0,21,21,21,,,,,,,,,1664.5061490000226,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664.4908531000256,1664.5061490000226,1664.5061490000226,1665.0060743999784,1665.0060743999784,1667.5063770000124,1667.5063770000124,1667.4903625000152,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
1,"[-0.64, 0.4]",None,0,22,22,22,,,,,,,,,1667.5063770000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.491070899996,1667.5063770000124,1667.5063770000124,1668.0061904999893,1668.0061904999893,1670.5061390000046,1670.5061390000046,1670.4906166000292,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
2,"[0.64, 0.4]",None,0,23,23,23,,,,,,,,,1670.5061390000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670.4914287999854,1670.5061390000046,1670.5061390000046,1671.0060768999974,1671.0060768999974,1673.506121399987,1673.506121399987,1673.4902857000125,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
6,"[-0.3, 0]",None,0,24,24,24,,,,,,,,,1673.506121399987,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.4910460999818,1673.506121399987,1673.506121399987,1674.0059473000001,1674.0059473000001,1676.5058165999944,1676.5058165999944,1676.4901449999888,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
3,"[0, 0.2]",None,0,25,25,25,,,,,,,,,1676.5058165999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676.4908572999993,1676.5058165999944,1676.5058165999944,1677.0058025000035,1677.0058025000035,1679.5058204000234,1679.5058204000234,1679.4899370000348,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
11,"[-0.64, -0.4]",space,0,26,26,26,,,,,,,,,1679.5058204000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679.4905431999941,1679.5058204000234,1679.5058204000234,1680.00579570001,1680.00579570001,1682.5056508000125,1682.5056508000125,1682.4898218000308,space,1,0.3900323999696411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
1,"[-0.64, 0.4]",None,0,27,27,27,,,,,,,,,1682.5056508000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682.4905757000088,1682.5056508000125,1682.5056508000125,1683.0057854999905,1683.0057854999905,1685.5056343000033,1685.5056343000033,1685.490172800026,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
3,"[0, 0.2]",None,0,28,28,28,,,,,,,,,1685.5056343000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685.4908607000252,1685.5056343000033,1685.5056343000033,1686.005832099996,1686.005832099996,1688.5056412999984,1688.5056412999984,1688.489899599983,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
9,"[0.2, -0.1]",None,0,29,29,29,,,,,,,,,1688.5056412999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688.4905716999783,1688.5056412999984,1688.5056412999984,1689.005659700022,1689.005659700022,1691.5056070000282,1691.5056070000282,1691.4897592000198,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
8,"[-0.2, -0.1]",None,0,30,30,30,,,,,,,,,1691.5056070000282,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691.4903345999774,1691.5056070000282,1691.5056070000282,1692.0055976000149,1692.0055976000149,1694.505642300006,1694.505642300006,1694.4898568000062,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
12,"[0.64, -0.4]",None,0,31,31,31,,,,,,,,,1694.505642300006,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694.4905631000292,1694.505642300006,1694.505642300006,1695.0057348000119,1695.0057348000119,1697.5056182999979,1697.5056182999979,1697.4900652000215,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
9,"[0.2, -0.1]",None,0,32,32,32,,,,,,,,,1697.5056182999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697.4908209000132,1697.5056182999979,1697.5056182999979,1698.0054742000066,1698.0054742000066,1700.5053017000319,1700.5053017000319,1700.4899656000198,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
11,"[-0.64, -0.4]",space,0,33,33,33,,,,,,,,,1700.5053017000319,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.4907026999863,1700.5053017000319,1700.5053017000319,1701.005499300023,1701.005499300023,1703.505558200006,1703.505558200006,1703.4898708999972,space,1,0.3913097999757156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
7,"[0.3, 0]",None,0,34,34,34,,,,,,,,,1703.505558200006,,,,,,,,,,,,,,,,,,,,,,,,,,,,1703.4907806999981,1703.505558200006,1703.505558200006,1704.005272099981,1704.005272099981,1706.505358800001,1706.505358800001,1706.4897589000175,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
11,"[-0.64, -0.4]",space,0,35,35,35,,,,,,,,,1706.505358800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706.490523000015,1706.505358800001,1706.505358800001,1707.0053788999794,1707.0053788999794,1709.5053788999794,1709.5053788999794,1709.4894061000086,space,1,0.5324458999675699,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
4,"[-0.2, 0.1]",None,0,36,36,36,,,,,,,,,1709.5053788999794,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709.4901343000238,1709.5053788999794,1709.5053788999794,1710.0054713999853,1710.0054713999853,1712.5051801999798,1712.5051801999798,1712.4897132000187,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
5,"[0.2, 0.1]",None,0,37,37,37,,,,,,,,,1712.5051801999798,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712.4905501999892,1712.5051801999798,1712.5051801999798,1713.005357099988,1713.005357099988,1715.5052102000336,1715.5052102000336,1715.4897473999881,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
6,"[-0.3, 0]",None,0,38,38,38,,,,,,,,,1715.5052102000336,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.490371300024,1715.5052102000336,1715.5052102000336,1716.005286300031,1716.005286300031,1718.5052135000005,1718.5052135000005,1718.4888745999779,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
11,"[-0.64, -0.4]",space,0,39,39,39,,,,,,,,,1718.5052135000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718.4892241000198,1718.5052135000005,1718.5052135000005,1719.005219899991,1719.005219899991,1721.5053454000154,1721.5053454000154,1721.4892150000087,space,1,0.36135530000319704,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721.4897814000142,1721.5053454000154,1721.5053454000154,1735.5233800000278,space,14.007715500018094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
10,"[0, -0.2]",None,,,,,0,0,0,0,,,,,1736.5380757999956,,,,,,,,,,,,,,,,,,,,,,,,1735.5234182000277,1735.5382723999792,1736.5380757999956,1736.5224645999842,,,,,,,,,,,,,,,,,,,,1736.5320749999955,1736.5380757999956,1736.5380757999956,1737.0382721999777,1737.0382721999777,1739.5380859000143,1739.5380859000143,1739.5223131999956,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
5,"[0.2, 0.1]",None,,,,,0,1,1,1,,,,,1739.5380859000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739.523064900015,1739.5380859000143,1739.5380859000143,1740.0382491999771,1740.0382491999771,1742.53802789998,1742.53802789998,1742.5220402000123,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
6,"[-0.3, 0]",None,,,,,0,2,2,2,,,,,1742.53802789998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.5225694000255,1742.53802789998,1742.53802789998,1743.038056600024,1743.038056600024,1745.5381385000073,1745.5381385000073,1745.5224183999817,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
6,"[-0.3, 0]",space,,,,,0,3,3,3,,,,,1745.5381385000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.5231788000092,1745.5381385000073,1745.5381385000073,1746.0382768000127,1746.0382768000127,1748.5379312000005,1748.5379312000005,1748.5223144000047,space,1,0.651228100003209,None,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
12,"[0.64, -0.4]",None,,,,,0,4,4,4,,,,,1748.5379312000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.5235774000175,1748.5379312000005,1748.5379312000005,1749.0381571000325,1749.0381571000325,1751.5381450999994,1751.5381450999994,1751.5224677000078,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
10,"[0, -0.2]",None,,,,,0,5,5,5,,,,,1751.5381450999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751.5232345000259,1751.5381450999994,1751.5381450999994,1752.0379964000313,1752.0379964000313,1754.538028799987,1754.538028799987,1754.5223316000192,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
2,"[0.64, 0.4]",None,,,,,0,6,6,6,,,,,1754.538028799987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754.5231579000247,1754.538028799987,1754.538028799987,1755.0376974000246,1755.0376974000246,1757.5379084000015,1757.5379084000015,1757.5222798000323,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback36,001,2023-12-18_18h19.26.486,untitled,2023.2.3,59.90298113221297,2023-12-18 18h34.21.711158 -0500,
