TimeShown,TimeAnswered,TimeDiff,IsCorrect,CurrentTrial,StimulusQuestion,TimeoutCounter
1215.266,1263.275,48.00928,False,0,_A1_CI_NSI_R180x,0
1265.323,1296.42,31.09692,True,1,_B1_CI_NSI_R0,1
1298.492,1335.931,37.43921,True,2,_A2_AC_SI_R180z,1
1338.024,1347.217,9.192749,False,3,_B2_AC_SI_R180x,1
1356.704,1384.869,28.16541,True,4,_A3_CI_NSI_R120z,1
1386.965,1408.642,21.67664,True,5,_B3_AC_SI_R180y,1
1410.688,1427.315,16.62756,True,6,_A4_AC_SI_R180x,1
1429.654,1447.817,18.16309,True,7,_B4_C_SI_R180y,1
1475.478,1500.505,25.02747,True,8,_A5_AC_SI_R180y,1
1502.581,1539.405,36.82349,True,9,_B5_C_SI_R120z,1
1541.47,1552.324,10.85486,True,10,_A6_AC_SI_R180z,1
1554.38,1567.35,12.9696,False,11,_B6_CI_NSI_R180x,1
1574.179,1617.016,42.83691,True,12,_A7_C_NSI_R180z,1
1619.09,1639.829,20.73938,True,13,_B7_AC_SI_R90z,1
1641.949,1672.132,30.18323,True,14,_A8_C_SI_R180y,1
1674.225,1682.395,8.169189,True,15,_B8_AC_SI_R60z,1
1689.08,1713.395,24.3158,False,16,_A9_C_NSI_R180y,1
1715.479,1747.309,31.82971,True,17,_B9_C_NSI_R90z,1
1749.364,1764.037,14.67297,True,18,_A10_C_SI_R180x,1
1766.156,1787.241,21.08545,True,19,_B10_C_NSI_R180x,1
1792.758,1810.852,18.09424,True,20,_A11_AC_SI_R180y,1
1812.935,1839.958,27.02271,False,21,_B11_CI_NSI_R120z,1
1842.022,1859.273,17.25122,True,22,_A12_C_NSI_R180x,1
1861.369,1875.052,13.68384,False,23,_B12_C_SI_R180x,1
1880.32,1902.971,22.65173,True,24,_A13_CI_NSI_R180x,1
1905.05,1928.785,23.73474,True,25,_B13_AC_SI_R180x,1
1930.872,1955.238,24.36658,False,26,_A14_AC_SI_R180x,1
1957.315,1974.399,17.08337,True,27,_B14_AC_SI_R180y,1
1980.646,2006.615,25.96838,False,28,_A15_C_SI_R120z,1
2008.723,2022.43,13.7074,False,29,_B15_CI_NSI_R180y,1
2024.548,2053.305,28.75647,True,30,_A16_CI_NSI_R0,1
2055.401,2085.461,30.0603,True,31,_B16_C_NSI_R180y,1
