TimeShown,TimeAnswered,TimeDiff,IsCorrect,CurrentTrial,StimulusQuestion,TimeoutCounter
1902.702,1950.53,47.82764,True,0,_A1_CI_NSI_R180x,0
1952.795,1984.736,31.9408,True,1,_B1_CI_NSI_R0,0
1986.802,2029.894,43.09241,False,2,_A2_AC_SI_R180z,0
2031.987,2074.354,42.36768,True,3,_B2_AC_SI_R180x,0
2115.354,2159.992,44.63843,True,4,_A3_CI_NSI_R120z,0
2162.102,2184.927,22.8252,True,5,_B3_AC_SI_R180y,0
2187.024,2213.811,26.78662,False,6,_A4_AC_SI_R180x,0
2215.9,2259.137,43.23682,True,7,_B4_C_SI_R180y,0
2265.045,2308.199,43.1543,True,8,_A5_AC_SI_R180y,0
2310.256,2352.713,42.45679,True,9,_B5_C_SI_R120z,0
2354.778,2394.639,39.86108,False,10,_A6_AC_SI_R180z,0
2396.741,2442.638,45.89673,False,11,_B6_CI_NSI_R180x,0
2448.524,2485.429,36.90527,True,12,_A7_C_NSI_R180z,1
2487.82,2517.141,29.32178,True,13,_B7_AC_SI_R90z,1
2519.237,2548.227,28.99023,True,14,_A8_C_SI_R180y,1
2550.333,2587.028,36.69507,True,15,_B8_AC_SI_R60z,1
2592.702,2637.345,44.64331,True,16,_A9_C_NSI_R180y,1
2639.717,2685.343,45.62573,False,17,_B9_C_NSI_R90z,1
2687.43,2726.597,39.1665,True,18,_A10_C_SI_R180x,2
2728.707,2770.055,41.34814,True,19,_B10_C_NSI_R180x,2
2774.852,2803.577,28.72559,True,20,_A11_AC_SI_R180y,2
2805.694,2837.269,31.57471,True,21,_B11_CI_NSI_R120z,2
2839.467,2864.414,24.94629,True,22,_A12_C_NSI_R180x,2
2866.526,2904.682,38.15625,False,23,_B12_C_SI_R180x,2
2909.084,2952.942,43.8584,True,24,_A13_CI_NSI_R180x,2
2955.058,2996.939,41.8811,True,25,_B13_AC_SI_R180x,2
2999.053,3041.197,42.14453,False,26,_A14_AC_SI_R180x,2
3043.3,3079.468,36.16797,True,27,_B14_AC_SI_R180y,2
3084.123,3128.04,43.91772,True,28,_A15_C_SI_R120z,2
3130.183,3168.75,38.56689,True,29,_B15_CI_NSI_R180y,2
3170.859,3214.663,43.80347,False,30,_A16_CI_NSI_R0,2
3216.765,3259.146,42.38086,True,31,_B16_C_NSI_R180y,2
