Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
358.9561,,EndofStart,99,
358.9561,Calibration,,99,
374.4748,,EndofCalibration,99,
374.4748,Tutorial,,99,
834.4669,,EndofTutorial,99,
834.4669,Rest,,99,
1134.474,,EndofRest,99,
1134.521,Feedback,,99,
1141.311,Experimental,,99,
1217.514,Experimental,,0,_A1_CI_NSI_R180x
1231.603,Experimental,,1,_B1_CI_NSI_R0
1241.288,Experimental,,2,_A2_AC_SI_R180z
1263.537,Experimental,,3,_B2_AC_SI_R180x
1268.708,Feedback,,99,
1275.471,Experimental,,99,
1275.471,Experimental,,4,_A3_CI_NSI_R120z
1294.833,Experimental,,5,_B3_AC_SI_R180y
1305.928,Experimental,,6,_A4_AC_SI_R180x
1314.398,Experimental,,7,_B4_C_SI_R180y
1323.176,Feedback,,99,
1325.209,Experimental,,99,
1325.209,Experimental,,8,_A5_AC_SI_R180y
1339.055,Experimental,,9,_B5_C_SI_R120z
1356.814,Experimental,,10,_A6_AC_SI_R180z
1367.253,Experimental,,11,_B6_CI_NSI_R180x
1379.628,Feedback,,99,
1388.842,Experimental,,99,
1388.842,Experimental,,12,_A7_C_NSI_R180z
1405.492,Experimental,,13,_B7_AC_SI_R90z
1422.226,Experimental,,14,_A8_C_SI_R180y
1448.741,Experimental,,15,_B8_AC_SI_R60z
1458.414,Feedback,,99,
1463.72,Experimental,,99,
1463.72,Experimental,,16,_A9_C_NSI_R180y
1474.292,Experimental,,17,_B9_C_NSI_R90z
1500.891,Experimental,,18,_A10_C_SI_R180x
1514.196,Experimental,,19,_B10_C_NSI_R180x
1540.572,Feedback,,99,
1542.327,Experimental,,99,
1542.327,Experimental,,20,_A11_AC_SI_R180y
1552.403,Experimental,,21,_B11_CI_NSI_R120z
1572.88,Experimental,,22,_A12_C_NSI_R180x
1591.271,Experimental,,23,_B12_C_SI_R180x
1616.527,Feedback,,99,
1618.195,Experimental,,99,
1618.195,Experimental,,24,_A13_CI_NSI_R180x
1628.855,Experimental,,25,_B13_AC_SI_R180x
1644.98,Experimental,,26,_A14_AC_SI_R180x
1673.382,Experimental,,27,_B14_AC_SI_R180y
1699.666,Feedback,,99,
1701.188,Experimental,,99,
1701.188,Experimental,,28,_A15_C_SI_R120z
1716.208,Experimental,,29,_B15_CI_NSI_R180y
1736.627,Experimental,,30,_A16_CI_NSI_R0
1746.824,Experimental,,31,_B16_C_NSI_R180y
1758.942,Feedback,,99,
1760.393,,EndofExperiment,99,
