Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
563.3018,,EndofStart,99,
563.3018,Calibration,,99,
593.384,,EndofCalibration,99,
593.384,Tutorial,,99,
1142.161,,EndofTutorial,99,
1142.161,Rest,,99,
1442.169,,EndofRest,99,
1442.222,Feedback,,99,
1446.786,Experimental,,99,
1453.554,Experimental,,0,_A1_CI_NSI_R180x
1475.163,Experimental,,1,_B1_CI_NSI_R0
1487.135,Experimental,,2,_A2_AC_SI_R180z
1507.798,Experimental,,3,_B2_AC_SI_R180x
1518.084,Feedback,,99,
1524.059,Experimental,,99,
1524.059,Experimental,,4,_A3_CI_NSI_R120z
1548.096,Experimental,,5,_B3_AC_SI_R180y
1560.246,Experimental,,6,_A4_AC_SI_R180x
1571.339,Experimental,,7,_B4_C_SI_R180y
1587.54,Feedback,,99,
1590.761,Experimental,,99,
1590.761,Experimental,,8,_A5_AC_SI_R180y
1607.841,Experimental,,9,_B5_C_SI_R120z
1633.465,Experimental,,10,_A6_AC_SI_R180z
1652.498,Experimental,,11,_B6_CI_NSI_R180x
1665.661,Feedback,,99,
1669.238,Experimental,,99,
1669.238,Experimental,,12,_A7_C_NSI_R180z
1686.799,Experimental,,13,_B7_AC_SI_R90z
1701.024,Experimental,,14,_A8_C_SI_R180y
1718.159,Experimental,,15,_B8_AC_SI_R60z
1725.654,Feedback,,99,
1728.686,Experimental,,99,
1728.686,Experimental,,16,_A9_C_NSI_R180y
1743.734,Experimental,,17,_B9_C_NSI_R90z
1770.213,Experimental,,18,_A10_C_SI_R180x
1788.53,Experimental,,19,_B10_C_NSI_R180x
1803.677,Feedback,,99,
1807.917,Experimental,,99,
1807.917,Experimental,,20,_A11_AC_SI_R180y
1817.068,Experimental,,21,_B11_CI_NSI_R120z
1839.28,Experimental,,22,_A12_C_NSI_R180x
1861.863,Experimental,,23,_B12_C_SI_R180x
1873.89,Feedback,,99,
1881.31,Experimental,,99,
1881.31,Experimental,,24,_A13_CI_NSI_R180x
1893.055,Experimental,,25,_B13_AC_SI_R180x
1903.23,Experimental,,26,_A14_AC_SI_R180x
1937.834,Experimental,,27,_B14_AC_SI_R180y
1955.087,Feedback,,99,
1957.592,Experimental,,99,
1957.592,Experimental,,28,_A15_C_SI_R120z
1975.156,Experimental,,29,_B15_CI_NSI_R180y
1993.22,Experimental,,30,_A16_CI_NSI_R0
2013.891,Experimental,,31,_B16_C_NSI_R180y
2044.723,Feedback,,99,
2052.254,,EndofExperiment,99,
