square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,"[0.2, 0.1]",space,,,,,,,,,0,13,13,13,750.4823866999941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.4675149999966,750.4823866999941,750.4823866999941,750.9823331999942,750.9823331999942,753.4822751999891,753.4822751999891,753.4665667999943,space,1,0.5791155000042636,None,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,14,14,14,753.4822751999891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.4675959000015,753.4822751999891,753.4822751999891,753.9822321999818,753.9822321999818,756.4821757999889,756.4821757999889,756.4662689999968,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0, 0.2]",None,,,,,,,,,0,15,15,15,756.4821757999889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.4668609999935,756.4821757999889,756.4821757999889,756.9823495000019,756.9823495000019,759.4821745999798,759.4821745999798,759.4665956999816,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[-0.3, 0]",space,,,,,,,,,0,16,16,16,759.4821745999798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.46735609998,759.4821745999798,759.4821745999798,759.9822926999768,759.9822926999768,762.4822035999969,762.4822035999969,762.4663409999921,space,1,0.4483211000042502,None,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0,17,17,17,762.4822035999969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.4670842999767,762.4822035999969,762.4822035999969,762.9822095999843,762.9822095999843,765.4821992999932,765.4821992999932,765.4662233999989,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[-0.2, -0.1]",None,,,,,,,,,0,18,18,18,765.4821992999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.4668775000027,765.4821992999932,765.4821992999932,765.9819403000001,765.9819403000001,768.4820516000036,768.4820516000036,768.4664954999753,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,19,19,19,768.4820516000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.4673313999956,768.4820516000036,768.4820516000036,768.9821410999866,768.9821410999866,771.4819530999812,771.4819530999812,771.4661675999814,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,20,20,20,771.4819530999812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.4667979999795,771.4819530999812,771.4819530999812,771.9819997999875,771.9819997999875,774.48254669999,774.48254669999,774.4662805999978,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0,21,21,21,774.48254669999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.4671099999978,774.48254669999,774.48254669999,774.9819062000024,774.9819062000024,777.4819450999785,777.4819450999785,777.4661314999976,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0, 0.2]",None,,,,,,,,,0,22,22,22,777.4819450999785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.4668056999799,777.4819450999785,777.4819450999785,777.9818736999878,777.9818736999878,780.4819755999779,780.4819755999779,780.4660356999957,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0,23,23,23,780.4819755999779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.4667290999787,780.4819755999779,780.4819755999779,780.9819584999932,780.9819584999932,783.4817776999844,783.4817776999844,783.4657692000037,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0, 0.2]",space,,,,,,,,,0,24,24,24,783.4817776999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.466445099999,783.4817776999844,783.4817776999844,783.98170199999,783.98170199999,786.4817043999792,786.4817043999792,786.4655131999752,space,1,0.7542440999823157,None,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0,25,25,25,786.4817043999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.4662060999835,786.4817043999792,786.4817043999792,786.9816804000002,786.9816804000002,789.4814850999974,789.4814850999974,789.4669572999992,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.3, 0]",None,,,,,,,,,0,26,26,26,789.4814850999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.467521899991,789.4814850999974,789.4814850999974,789.9814873999858,789.9814873999858,792.4815836999915,792.4815836999915,792.4659673999995,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[-0.2, 0.1]",space,,,,,,,,,0,27,27,27,792.4815836999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.4667619999964,792.4815836999915,792.4815836999915,792.9817091999867,792.9817091999867,795.4814630000037,795.4814630000037,795.465409299999,space,1,0.4801785000017844,None,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0,28,28,28,795.4814630000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.4659817999927,795.4814630000037,795.4814630000037,795.9815690999967,795.9815690999967,798.4814941999794,798.4814941999794,798.4658594999928,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,29,29,29,798.4814941999794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.4666056999995,798.4814941999794,798.4814941999794,798.9813272999891,798.9813272999891,801.4813031999802,801.4813031999802,801.4656979999854,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0,30,30,30,801.4813031999802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.4664189000032,801.4813031999802,801.4813031999802,801.9814216999803,801.9814216999803,804.4816127999802,804.4816127999802,804.465793499985,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0, -0.2]",None,,,,,,,,,0,31,31,31,804.4816127999802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.4665663999913,804.4816127999802,804.4816127999802,804.9813128999958,804.9813128999958,807.4813368000032,807.4813368000032,807.4655831999844,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[-0.64, -0.4]",space,,,,,,,,,0,32,32,32,807.4813368000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.466290899989,807.4813368000032,807.4813368000032,807.9811160999816,807.9811160999816,810.4812375999754,810.4812375999754,810.4654931999976,space,1,0.5793617999879643,None,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0,33,33,33,810.4812375999754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.466340199986,810.4812375999754,810.4812375999754,810.9811612999765,810.9811612999765,813.4812577999837,813.4812577999837,813.4653935999959,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,34,34,34,813.4812577999837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.4660138999752,813.4812577999837,813.4812577999837,813.9813718999794,813.9813718999794,816.4811086999835,816.4811086999835,816.4650356999773,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.3, 0]",None,,,,,,,,,0,35,35,35,816.4811086999835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.4655909999856,816.4811086999835,816.4811086999835,816.9810660999792,816.9810660999792,819.481308699993,819.481308699993,819.4655300999875,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[-0.3, 0]",space,,,,,,,,,0,36,36,36,819.481308699993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.4663064999913,819.481308699993,819.481308699993,819.9811707999907,819.9811707999907,822.4811375999998,822.4811375999998,822.4650344999973,space,1,0.3509208000032231,None,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0, -0.2]",None,,,,,,,,,0,37,37,37,822.4811375999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.4658488999994,822.4811375999998,822.4811375999998,822.9811100999941,822.9811100999941,825.4811963999819,825.4811963999819,825.4651607999986,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.3, 0]",None,,,,,,,,,0,38,38,38,825.4811963999819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.4658217999968,825.4811963999819,825.4811963999819,825.9810248999856,825.9810248999856,828.4809540999995,828.4809540999995,828.4652398999897,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,39,39,39,828.4809540999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.4659706999955,828.4809540999995,828.4809540999995,828.9810221999942,828.9810221999942,831.481049199996,831.481049199996,831.4650989999936,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.4655142999836,831.481049199996,834.480829099979,834.4651786999893,,,,,,,,
