square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
11,"[-0.64, -0.4]",space,0,39,39,39,,,,,,,,,524.1695483999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.1539087999845,524.1695483999792,524.1695483999792,524.6528820999956,524.6695922999934,527.1528757999768,527.153049399989,space,1,0.3280220000015106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.15368269998,527.169571699982,527.169571699982,567.320479099988,space,40.142544599977555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
10,"[0, -0.2]",None,,,,,0,0,0,0,,,,,568.3386732999934,,,,,,,,,,,,,,,,,,,,,,,,567.3205254999921,567.3353500999801,568.3386732999934,568.3197484999837,,,,,,,,,,,,,,,,,,,568.3368239999982,568.3386732999934,568.3386732999934,568.835425199999,568.8521673999785,571.3351854999783,571.3353170999908,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
5,"[0.2, 0.1]",None,,,,,0,1,1,1,,,,,571.3518709999917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.3359193999786,571.3518709999917,571.3518709999917,571.8351495999959,571.8518654999789,574.335305799992,574.3354815999919,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
6,"[-0.3, 0]",None,,,,,0,2,2,2,,,,,574.3519450000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.3361791999778,574.3519450000022,574.3519450000022,574.8351861999836,574.8519677000004,577.3352482999908,577.3354572999815,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
6,"[-0.3, 0]",space,,,,,0,3,3,3,,,,,577.3519593999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.3362554999767,577.3519593999954,577.3519593999954,577.8351287999831,577.8517780999828,580.3352023999905,580.3353739999875,space,1,0.4264365000126418,None,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
12,"[0.64, -0.4]",None,,,,,0,4,4,4,,,,,580.351748999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.3363431000034,580.351748999994,580.351748999994,580.8352255999926,580.8518516999902,583.3351231999986,583.3353002999793,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
10,"[0, -0.2]",None,,,,,0,5,5,5,,,,,583.3516879999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.3360214999993,583.3516879999952,583.3516879999952,583.8352123999794,583.8517360999831,586.3350845999958,586.3352283999848,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
2,"[0.64, 0.4]",None,,,,,0,6,6,6,,,,,586.351717499987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.3357579000003,586.351717499987,586.351717499987,586.8351607999939,586.8518102999951,589.3350925999985,589.3353113999765,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
9,"[0.2, -0.1]",None,,,,,0,7,7,7,,,,,589.3516390000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.3359872000001,589.3516390000004,589.3516390000004,589.8351343999966,589.8516316000023,592.3349858000001,592.3350887999986,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
9,"[0.2, -0.1]",space,,,,,0,8,8,8,,,,,592.3515942999802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.3354787999997,592.3515942999802,592.3515942999802,592.8348986999772,592.8515872999851,595.3350018999772,595.3351604999916,space,1,0.3242587999848183,None,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
6,"[-0.3, 0]",None,,,,,0,9,9,9,,,,,595.3516893999767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.3360481999989,595.3516893999767,595.3516893999767,595.8348249999981,595.8514289000013,598.3349095000012,598.335087799991,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
11,"[-0.64, -0.4]",None,,,,,0,10,10,10,,,,,598.351573699998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.3358376999968,598.351573699998,598.351573699998,598.8350294999836,598.8517530999961,601.3349462999904,601.3351543000026,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
11,"[-0.64, -0.4]",space,,,,,0,11,11,11,,,,,601.3515534999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.336000499985,601.3515534999897,601.3515534999897,601.8349059000029,601.8514732999902,604.334683299996,604.3348678000038,space,1,0.6898623000015505,None,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
4,"[-0.2, 0.1]",None,,,,,0,12,12,12,,,,,604.3513905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.3358189999999,604.3513905,604.3513905,604.834774899995,604.8515337999852,607.3347953999764,607.3349801999866,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
3,"[0, 0.2]",None,,,,,0,13,13,13,,,,,607.3513542999863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.3356938999787,607.3513542999863,607.3513542999863,607.8346444999916,607.8513975999958,610.3346910999971,610.3348779999942,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
3,"[0, 0.2]",space,,,,,0,14,14,14,,,,,610.3516506000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.3356643999869,610.3516506000014,610.3516506000014,610.8346949999977,610.8513961999852,613.3345887000032,613.3347472999885,space,1,0.45863729997654445,None,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
8,"[-0.2, -0.1]",None,,,,,0,15,15,15,,,,,613.3514445999754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.3356422999932,613.3514445999754,613.3514445999754,613.8346582999802,613.8513379999786,616.334701499989,616.3349639999797,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
1,"[-0.64, 0.4]",None,,,,,0,16,16,16,,,,,616.3511559999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.3357437999803,616.3511559999897,616.3511559999897,616.8347254999971,616.8512907999975,619.3344836999895,619.3346506999806,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
2,"[0.64, 0.4]",None,,,,,0,17,17,17,,,,,619.3511452999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.3353776999866,619.3511452999956,619.3511452999956,619.8344246999768,619.8512322999886,622.3345275000029,622.3347315999854,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
4,"[-0.2, 0.1]",None,,,,,0,18,18,18,,,,,622.351205599989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.3355677999789,622.351205599989,622.351205599989,622.8344194999954,622.8511714999913,625.3342402999988,625.3343449999811,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
4,"[-0.2, 0.1]",space,,,,,0,19,19,19,,,,,625.3508489999804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.3347119999817,625.3508489999804,625.3508489999804,625.8343435999996,625.8511574000004,628.334466500004,628.3346527999965,space,1,0.501909800019348,None,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
8,"[-0.2, -0.1]",None,,,,,0,20,20,20,,,,,628.3510342999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.3356251999794,628.3510342999944,628.3510342999944,628.8343762999866,628.8510130999784,631.3344222999876,631.3346288999892,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
5,"[0.2, 0.1]",None,,,,,0,21,21,21,,,,,631.3508759999822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.3354739999922,631.3508759999822,631.3508759999822,631.8344989999896,631.851242499979,634.334199999983,634.3343198999937,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
5,"[0.2, 0.1]",space,,,,,0,22,22,22,,,,,634.3510505000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.3346995000029,634.3510505000013,634.3510505000013,634.8343021000037,634.8509822999767,637.3341657999845,637.3343447999796,space,1,0.45954209999763407,None,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
1,"[-0.64, 0.4]",None,,,,,0,23,23,23,,,,,637.3509018999757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.3352548999828,637.3509018999757,637.3509018999757,637.8342429999902,637.8510583000025,640.3341670999944,640.3343538999907,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
3,"[0, 0.2]",None,,,,,0,24,24,24,,,,,640.3509740000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.335116799979,640.3509740000009,640.3509740000009,640.8341647999769,640.8509051000001,643.334053300001,643.3342094999971,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
6,"[-0.3, 0]",None,,,,,0,25,25,25,,,,,643.3507941999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.3348515999969,643.3507941999997,643.3507941999997,643.8341145000013,643.8508757999807,646.3340735999809,646.334236499999,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
1,"[-0.64, 0.4]",None,,,,,0,26,26,26,,,,,646.3508709000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.3349658999941,646.3508709000016,646.3508709000016,646.833954599977,646.8507341999793,649.3342183999775,649.3344375999877,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
1,"[-0.64, 0.4]",space,,,,,0,27,27,27,,,,,649.350712399988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.3353834000009,649.350712399988,649.350712399988,649.8340235999785,649.8506813999848,652.3340170999872,652.3341889999865,space,1,0.5351526000013109,None,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
1,"[-0.64, 0.4]",space,,,,,0,28,28,28,,,,,652.3506216999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.3350094999769,652.3506216999958,652.3506216999958,652.8339699999779,652.8506799000024,655.3339242999791,655.3341233999818,space,1,0.5340337000088766,None,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
3,"[0, 0.2]",None,,,,,0,29,29,29,,,,,655.3505174999882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.3351199000026,655.3505174999882,655.3505174999882,655.8340706999879,655.8505849999783,658.334064900002,658.3342860999983,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
12,"[0.64, -0.4]",None,,,,,0,30,30,30,,,,,658.3505864999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.3351353000035,658.3505864999897,658.3505864999897,658.8340099999914,658.8504513999796,661.3340144999966,661.3342009999906,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
12,"[0.64, -0.4]",space,,,,,0,31,31,31,,,,,661.3504746999824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.3349575999891,661.3504746999824,661.3504746999824,661.8338298999879,661.8504417999939,664.3338230999943,664.3339962000027,space,1,0.761466299998574,None,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
2,"[0.64, 0.4]",None,,,,,0,32,32,32,,,,,664.35039159999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.334879699978,664.35039159999,664.35039159999,664.8339886000031,664.8504236000008,667.3337909999827,667.3339978999866,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
1,"[-0.64, 0.4]",None,,,,,0,33,33,33,,,,,667.350454999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.3349166999978,667.350454999978,667.350454999978,667.833598600002,667.8502401000005,670.333656599978,670.333825299982,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
7,"[0.3, 0]",None,,,,,0,34,34,34,,,,,670.3504225999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.3345545999764,670.3504225999932,670.3504225999932,670.8336185999797,670.8502974000003,673.333725000004,673.3339418999967,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
7,"[0.3, 0]",space,,,,,0,35,35,35,,,,,673.3504850000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.3348441999988,673.3504850000027,673.3504850000027,673.8336911999795,673.8504779999785,676.3336601999763,676.3338458999933,space,1,0.6278368000057526,None,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
11,"[-0.64, -0.4]",None,,,,,0,36,36,36,,,,,676.3502151999855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.3348072999797,676.3502151999855,676.3502151999855,676.8335061999969,676.8502151999855,679.3335710999963,679.3337849999953,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
2,"[0.64, 0.4]",None,,,,,0,37,37,37,,,,,679.3502114999865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.3346060999902,679.3502114999865,679.3502114999865,679.833478399989,679.8502380999853,682.3335518999957,682.3337312999938,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
6,"[-0.3, 0]",None,,,,,0,38,38,38,,,,,682.3502390999929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.3344176999817,682.3502390999929,682.3502390999929,682.833452299994,682.8501305999816,685.3332815000031,685.3333970999811,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
10,"[0, -0.2]",None,,,,,0,39,39,39,,,,,685.3500015999889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.3338768999965,685.3500015999889,685.3500015999889,685.8334006999794,685.8499680999957,688.3334228000022,688.3336096999992,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.3341358999896,688.3502216999768,688.3502216999768,710.4686137999815,space,22.116579499997897,None,,,,,,,,,,,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,0,0,0,711.4838271999906,,,,,,,,,,,,,,,,,,,,,,,,710.4686739000026,710.4829075000016,711.4838271999906,711.4673658999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.4818741999916,711.4838271999906,711.4838271999906,711.983124499995,711.983124499995,714.4828961000021,714.4828961000021,714.4672009999922,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0,1,1,1,714.4828961000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.468220699986,714.4828961000021,714.4828961000021,714.9830002999806,714.9830002999806,717.4828959000006,717.4828959000006,717.4672541999898,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,2,2,2,717.4828959000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.467985299998,717.4828959000006,717.4828959000006,717.9830508999876,717.9830508999876,720.4828340999957,720.4828340999957,720.4667821000039,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,3,3,3,720.4828340999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.4673234999937,720.4828340999957,720.4828340999957,720.9828598999884,720.9828598999884,723.4827674999833,723.4827674999833,723.4668649999949,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0, 0.2]",None,,,,,,,,,0,4,4,4,723.4827674999833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.46759689998,723.4827674999833,723.4827674999833,723.9829120999784,723.9829120999784,726.4828605999937,726.4828605999937,726.4669873999956,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.2, -0.1]",space,,,,,,,,,0,5,5,5,726.4828605999937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.4677109999757,726.4828605999937,726.4828605999937,726.9828051999793,726.9828051999793,729.4825287999993,729.4825287999993,729.4667738999997,space,1,0.6095987999869976,None,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0, -0.2]",None,,,,,,,,,0,6,6,6,729.4825287999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.4677643000032,729.4825287999993,729.4825287999993,729.9827570999914,729.9827570999914,732.4824503999844,732.4824503999844,732.4667932000011,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0,7,7,7,732.4824503999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.4674111999921,732.4824503999844,732.4824503999844,732.9825772999902,732.9825772999902,735.4826294999802,735.4826294999802,735.4670134999906,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.3, 0]",None,,,,,,,,,0,8,8,8,735.4826294999802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.4677241999889,735.4826294999802,735.4826294999802,735.982691799989,735.982691799989,738.4827071999898,738.4827071999898,738.4667642999848,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.64, -0.4]",space,,,,,,,,,0,9,9,9,738.4827071999898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.4674473999767,738.4827071999898,738.4827071999898,738.9825790000032,738.9825790000032,741.4823852999834,741.4823852999834,741.4664636999951,space,1,0.7382854000024963,None,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0,10,10,10,741.4823852999834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.4671397999919,741.4823852999834,741.4823852999834,741.9823958999768,741.9823958999768,744.4824528000026,744.4824528000026,744.4663881000015,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,11,11,11,744.4824528000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.4670596999931,744.4824528000026,744.4824528000026,744.982571200002,744.982571200002,747.4824117999815,747.4824117999815,747.4666764999856,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
,"[0.3, 0]",None,,,,,,,,,0,12,12,12,747.4824117999815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.4673574999906,747.4824117999815,747.4824117999815,747.9824385999818,747.9824385999818,750.4823866999941,750.4823866999941,750.4667279999994,None,1,,,,,,,nback30,001,2023-12-15_13h21.04.144,untitled,2023.2.3,60.04776199356334,2023-12-15 14h00.34.977556 -0500,
