square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 103
,,,,,,,,,,,,,,,,,0.0014959999971324,0.0040447999926982,0.0040447999926982,0.0040447999926982,19.774712799990084,space,19.764144700006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback26,1.0,2023-12-14_14h15.22.840,untitled,2023.2.3,59.89254080255971,2023-12-14 14h55.16.524565 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,21.794931899989024,,,,,,,,,,19.77475319999212,19.789463099994464,19.789463099994464,19.789463099994464,19.789463099994464,19.789463099994464,19.789463099994464,19.789463099994464,19.789463099994464,19.789463099994464,19.789463099994464,19.789463099994464,19.789463099994464,20.773634400000446,20.77366209999309,20.789644199991017,21.794931899989024,21.7739489999949,21.79307410000183,21.794931899989024,21.794931899989024,22.28939309999987,22.30611629999476,24.78941019999911,24.78960930000176,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback26,1.0,2023-12-14_14h15.22.840,untitled,2023.2.3,59.89254080255971,2023-12-14 14h55.16.524565 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,24.806192099989858,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.790576400002465,24.806192099989858,24.806192099989858,25.272890699998243,25.30620269999781,27.77263179999136,27.789529699992272,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback26,1.0,2023-12-14_14h15.22.840,untitled,2023.2.3,59.89254080255971,2023-12-14 14h55.16.524565 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,27.80594759999076,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.790155599999707,27.80594759999076,27.80594759999076,28.27272129998892,28.30607149998832,30.772562599988305,30.78981109999586,space,1.0,1.875501300004544,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback26,1.0,2023-12-14_14h15.22.840,untitled,2023.2.3,59.89254080255971,2023-12-14 14h55.16.524565 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,30.80608389999543,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.79097119999642,30.80608389999543,30.80608389999543,31.27268399999593,31.306173299992224,33.772421799993026,33.789418000000296,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback26,1.0,2023-12-14_14h15.22.840,untitled,2023.2.3,59.89254080255971,2023-12-14 14h55.16.524565 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,33.80589479999617,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.78989039998851,33.80589479999617,33.80589479999617,34.28928269998869,34.305798399989726,36.789262399994186,36.78943969999091,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback26,1.0,2023-12-14_14h15.22.840,untitled,2023.2.3,59.89254080255971,2023-12-14 14h55.16.524565 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,36.80606129999797,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.79015109999455,36.80606129999797,36.80606129999797,37.28906749999442,37.305799699999625,39.78933439998946,39.78951029999007,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback26,1.0,2023-12-14_14h15.22.840,untitled,2023.2.3,59.89254080255971,2023-12-14 14h55.16.524565 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,39.80572229999234,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7900942999986,39.80572229999234,39.80572229999234,40.289137799991295,40.306014799993136,42.789294299989706,42.78949919999286,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback26,1.0,2023-12-14_14h15.22.840,untitled,2023.2.3,59.89254080255971,2023-12-14 14h55.16.524565 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,42.80581279999751,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.79027739999583,42.80581279999751,42.80581279999751,43.28913530000136,43.30589180000243,45.78900659999636,45.789177899991046,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback26,1.0,2023-12-14_14h15.22.840,untitled,2023.2.3,59.89254080255971,2023-12-14 14h55.16.524565 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,45.8058139999921,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.78991649999807,45.8058139999921,45.8058139999921,46.289255499999854,46.305818199994974,48.78911569999764,48.7893153999903,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback26,1.0,2023-12-14_14h15.22.840,untitled,2023.2.3,59.89254080255971,2023-12-14 14h55.16.524565 -0500,
