TimeShown, TimeAnswered, TimeDiff, IsCorrect, CurrentTrial, StimulusQuestion, TimeoutCounter
1526.43,1567.236,40.80566,True,0,_A1_CI_NSI_R180x,0
1569.33,1588.137,18.8075,True,1,_B1_CI_NSI_R0,0
1590.231,1612.091,21.85986,False,2,_A2_AC_SI_R180z,0
1614.435,1646.487,32.052,True,3,_B2_AC_SI_R180x,0
1654.247,1680.094,25.84717,True,4,_A3_CI_NSI_R120z,0
1682.161,1698.964,16.80322,True,5,_B3_AC_SI_R180y,0
1701.041,1719.817,18.77563,True,6,_A4_AC_SI_R180x,0
1721.887,1746.827,24.94031,True,7,_B4_C_SI_R180y,0
1753.717,1772.353,18.63635,True,8,_A5_AC_SI_R180y,0
1774.43,1805.028,30.5979,True,9,_B5_C_SI_R120z,0
1807.087,1823.881,16.79321,True,10,_A6_AC_SI_R180z,0
1825.936,1832.814,6.87793,True,11,_B6_CI_NSI_R180x,0
1837.085,1853.761,16.6759,True,12,_A7_C_NSI_R180z,0
1855.821,1869.617,13.79565,True,13,_B7_AC_SI_R90z,0
1871.705,1900.681,28.97607,True,14,_A8_C_SI_R180y,0
1902.759,1912.73,9.971558,True,15,_B8_AC_SI_R60z,0
1916.374,1954.337,37.96289,True,16,_A9_C_NSI_R180y,0
1956.421,1988.75,32.32849,True,17,_B9_C_NSI_R90z,0
1990.814,2016.181,25.36707,True,18,_A10_C_SI_R180x,0
2018.285,2044.525,26.24084,True,19,_B10_C_NSI_R180x,0
2049.344,2060.675,11.33032,True,20,_A11_AC_SI_R180y,0
2062.742,2094.781,32.03833,True,21,_B11_CI_NSI_R120z,0
2096.869,2108.451,11.58154,True,22,_A12_C_NSI_R180x,0
2110.531,2123.733,13.20215,False,23,_B12_C_SI_R180x,0
2127.463,2140.784,13.32129,True,24,_A13_CI_NSI_R180x,0
2142.87,2154.136,11.26636,True,25,_B13_AC_SI_R180x,0
2156.211,2191.294,35.08325,False,26,_A14_AC_SI_R180x,0
2193.378,2203.067,9.689209,True,27,_B14_AC_SI_R180y,0
2206.372,2219.197,12.8252,False,28,_A15_C_SI_R120z,0
2221.29,2239.313,18.02295,True,29,_B15_CI_NSI_R180y,0
2241.461,2255.267,13.80591,True,30,_A16_CI_NSI_R0,0
2257.36,2263.695,6.334717,True,31,_B16_C_NSI_R180y,0
