Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
508.2229,,EndofStart,99,
508.2229,Calibration,,99,
514.4464,,EndofCalibration,99,
514.4464,Tutorial,,99,
982.6691,,EndofTutorial,99,
982.6691,Rest,,99,
1282.677,,EndofRest,99,
1282.726,Feedback,,99,
1299.953,Experimental,,99,
1324.393,Experimental,,0,_A1_CI_NSI_R180x
1369.155,Experimental,,1,_B1_CI_NSI_R0
1380.872,Experimental,,2,_A2_AC_SI_R180z
1395.202,Experimental,,3,_B2_AC_SI_R180x
1404.094,Feedback,,99,
1412.851,Experimental,,99,
1412.851,Experimental,,4,_A3_CI_NSI_R120z
1422.01,Experimental,,5,_B3_AC_SI_R180y
1441.446,Experimental,,6,_A4_AC_SI_R180x
1449.001,Experimental,,7,_B4_C_SI_R180y
1466.301,Feedback,,99,
1468.476,Experimental,,99,
1468.476,Experimental,,8,_A5_AC_SI_R180y
1489.936,Experimental,,9,_B5_C_SI_R120z
1515.36,Experimental,,10,_A6_AC_SI_R180z
1546.995,Experimental,,11,_B6_CI_NSI_R180x
1561.567,Feedback,,99,
1564.612,Experimental,,99,
1564.612,Experimental,,12,_A7_C_NSI_R180z
1588.604,Experimental,,13,_B7_AC_SI_R90z
1611.9,Experimental,,14,_A8_C_SI_R180y
1629.315,Experimental,,15,_B8_AC_SI_R60z
1640.358,Feedback,,99,
1643.578,Experimental,,99,
1643.578,Experimental,,16,_A9_C_NSI_R180y
1676.583,Experimental,,17,_B9_C_NSI_R90z
1709.926,Experimental,,18,_A10_C_SI_R180x
1739.176,Experimental,,19,_B10_C_NSI_R180x
1764.741,Feedback,,99,
1766.955,Experimental,,99,
1766.955,Experimental,,20,_A11_AC_SI_R180y
1785.914,Experimental,,21,_B11_CI_NSI_R120z
1814.254,Experimental,,22,_A12_C_NSI_R180x
1826.328,Experimental,,23,_B12_C_SI_R180x
1848.36,Feedback,,99,
1850.279,Experimental,,99,
1850.279,Experimental,,24,_A13_CI_NSI_R180x
1861.212,Experimental,,25,_B13_AC_SI_R180x
1890.931,Experimental,,26,_A14_AC_SI_R180x
1908.198,Experimental,,27,_B14_AC_SI_R180y
1926.256,Feedback,,99,
1927.879,Experimental,,99,
1927.879,Experimental,,28,_A15_C_SI_R120z
1941.473,Experimental,,29,_B15_CI_NSI_R180y
1958.868,Experimental,,30,_A16_CI_NSI_R0
1972.847,Experimental,,31,_B16_C_NSI_R180y
1982.086,Feedback,,99,
1987.966,,EndofExperiment,99,
