TimeShown, TimeAnswered, TimeDiff, IsCorrect, CurrentTrial, StimulusQuestion, TimeoutCounter
1428.724,1448.668,19.94336,True,0,_A1_CI_NSI_R180x,0
1450.738,1466.411,15.67273,True,1,_B1_CI_NSI_R0,0
1468.484,1505.515,37.03052,False,2,_A2_AC_SI_R180z,0
1507.577,1513.971,6.394165,True,3,_B2_AC_SI_R180x,0
1526.581,1544.514,17.93298,True,4,_A3_CI_NSI_R120z,0
1546.594,1553.742,7.147705,True,5,_B3_AC_SI_R180y,0
1555.807,1566.163,10.35657,True,6,_A4_AC_SI_R180x,0
1568.217,1579.12,10.90271,True,7,_B4_C_SI_R180y,0
1585.819,1595.661,9.842773,True,8,_A5_AC_SI_R180y,0
1597.737,1618.54,20.8031,False,9,_B5_C_SI_R120z,0
1620.877,1645.236,24.35938,True,10,_A6_AC_SI_R180z,0
1647.298,1655.814,8.515747,True,11,_B6_CI_NSI_R180x,0
1661.196,1678.852,17.65613,True,12,_A7_C_NSI_R180z,0
1680.951,1700.024,19.07312,True,13,_B7_AC_SI_R90z,0
1702.129,1727.006,24.87769,False,14,_A8_C_SI_R180y,0
1729.066,1736.491,7.425293,True,15,_B8_AC_SI_R60z,0
1742.232,1764.55,22.31799,True,16,_A9_C_NSI_R180y,0
1766.623,1792.016,25.39343,False,17,_B9_C_NSI_R90z,0
1794.076,1808.799,14.72314,True,18,_A10_C_SI_R180x,0
1810.868,1822.075,11.20667,True,19,_B10_C_NSI_R180x,0
1826.815,1838.523,11.70837,True,20,_A11_AC_SI_R180y,0
1840.602,1857.397,16.79456,True,21,_B11_CI_NSI_R120z,0
1859.479,1872.533,13.05469,True,22,_A12_C_NSI_R180x,0
1874.61,1885.338,10.72766,False,23,_B12_C_SI_R180x,0
1891.786,1898.961,7.175049,True,24,_A13_CI_NSI_R180x,0
1901.008,1910.301,9.292847,True,25,_B13_AC_SI_R180x,0
1912.637,1935.611,22.97363,True,26,_A14_AC_SI_R180x,0
1937.692,1948.572,10.87964,False,27,_B14_AC_SI_R180y,0
1953.216,1975.071,21.85425,False,28,_A15_C_SI_R120z,0
1977.138,1979.196,2.057983,False,29,_B15_CI_NSI_R180y,0
1981.345,1988.49,7.145386,False,30,_A16_CI_NSI_R0,0
1990.563,2012.937,22.37439,False,31,_B16_C_NSI_R180y,0
