Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
642.7874,,EndofStart,99,
642.7874,Calibration,,99,
650.6641,,EndofCalibration,99,
650.6641,Tutorial,,99,
1112.764,,EndofTutorial,99,
1112.764,Rest,,99,
1412.767,,EndofRest,99,
1412.828,Feedback,,99,
1427.52,Experimental,,99,
1443.367,Experimental,,0,_A1_CI_NSI_R180x
1480.172,Experimental,,1,_B1_CI_NSI_R0
1500.95,Experimental,,2,_A2_AC_SI_R180z
1528.941,Experimental,,3,_B2_AC_SI_R180x
1553.342,Feedback,,99,
1557.145,Experimental,,99,
1557.145,Experimental,,4,_A3_CI_NSI_R120z
1604.896,Experimental,,5,_B3_AC_SI_R180y
1626.984,Experimental,,6,_A4_AC_SI_R180x
1639.753,Experimental,,7,_B4_C_SI_R180y
1659.759,Feedback,,99,
1662.388,Experimental,,99,
1662.388,Experimental,,8,_A5_AC_SI_R180y
1694.632,Experimental,,9,_B5_C_SI_R120z
1719.032,Experimental,,10,_A6_AC_SI_R180z
1744.25,Experimental,,11,_B6_CI_NSI_R180x
1764.098,Feedback,,99,
1767.216,Experimental,,99,
1767.216,Experimental,,12,_A7_C_NSI_R180z
1784.624,Experimental,,13,_B7_AC_SI_R90z
1807.457,Experimental,,14,_A8_C_SI_R180y
1833.457,Experimental,,15,_B8_AC_SI_R60z
1845.269,Feedback,,99,
1848.083,Experimental,,99,
1848.083,Experimental,,16,_A9_C_NSI_R180y
1877.259,Experimental,,17,_B9_C_NSI_R90z
1907.479,Experimental,,18,_A10_C_SI_R180x
1930.719,Experimental,,19,_B10_C_NSI_R180x
1941.617,Feedback,,99,
1943.973,Experimental,,99,
1943.973,Experimental,,20,_A11_AC_SI_R180y
1962.515,Experimental,,21,_B11_CI_NSI_R120z
2003.245,Experimental,,22,_A12_C_NSI_R180x
2031.484,Experimental,,23,_B12_C_SI_R180x
2073.631,Feedback,,99,
2076.71,Experimental,,99,
2076.71,Experimental,,24,_A13_CI_NSI_R180x
2097.713,Experimental,,25,_B13_AC_SI_R180x
2115.179,Experimental,,26,_A14_AC_SI_R180x
2150.356,Experimental,,27,_B14_AC_SI_R180y
2169.481,Feedback,,99,
2173.741,Experimental,,99,
2173.741,Experimental,,28,_A15_C_SI_R120z
2208.238,Experimental,,29,_B15_CI_NSI_R180y
2222.107,Experimental,,30,_A16_CI_NSI_R0
2246.41,Experimental,,31,_B16_C_NSI_R180y
2265.692,Feedback,,99,
2268.711,,EndofExperiment,99,
