square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 104
11.0,"[-0.64, -0.4]",space,0.0,35.0,35.0,35.0,,,,,,,,,1759.8486600000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759.8328750999935,1759.8486600000033,1759.8486600000033,1760.3485976999946,1760.3485976999946,1762.8485419000062,1762.8485419000062,1762.8325167000005,space,1.0,0.4502953000046545,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
4.0,"[-0.2, 0.1]",None,0.0,36.0,36.0,36.0,,,,,,,,,1762.8485419000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.8328951000003,1762.8485419000062,1762.8485419000062,1763.3484345000031,1763.3484345000031,1765.8485470000014,1765.8485470000014,1765.832443399995,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
5.0,"[0.2, 0.1]",None,0.0,37.0,37.0,37.0,,,,,,,,,1765.8485470000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765.8327870999929,1765.8485470000014,1765.8485470000014,1766.348484999995,1766.348484999995,1768.848643499994,1768.848643499994,1768.832488800006,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
6.0,"[-0.3, 0]",None,0.0,38.0,38.0,38.0,,,,,,,,,1768.848643499994,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768.8330280999944,1768.848643499994,1768.848643499994,1769.3486483000015,1769.3486483000015,1771.8485553999926,1771.8485553999926,1771.8322797,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
11.0,"[-0.64, -0.4]",space,0.0,39.0,39.0,39.0,,,,,,,,,1771.8485553999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771.8326199000005,1771.8485553999926,1771.8485553999926,1772.3484954000014,1772.3484954000014,1774.8485404999956,1774.8485404999956,1774.832313699997,space,1.0,0.3937224999972386,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1774.832638199994,1774.8485404999956,1774.8485404999956,1811.0486311999996,space,36.19514739999431,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,0.0,0.0,0.0,,,,,1812.0644848999943,,,,,,,,,,,,,,,,,,,,,,,,1811.0486510000048,1811.0645054000047,1812.0644848999943,1812.0483295000013,,,,,,,,,,,,,,,,,,,,1812.0553196999967,1812.0644848999943,1812.0644848999943,1812.5477474999932,1812.5645225000044,1815.0479597999947,1815.0645303000056,1815.0484036999987,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
5.0,"[0.2, 0.1]",None,,,,,0.0,1.0,1.0,1.0,,,,,1815.0645303000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815.048890399994,1815.0645303000056,1815.0645303000056,1815.547656099996,1815.5644439000023,1818.047851299998,1818.0643756000063,1818.0483097999968,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,2.0,2.0,2.0,,,,,1818.0643756000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818.0486769999989,1818.0643756000063,1818.0643756000063,1818.5476065999972,1818.564318100005,1821.0476449999987,1821.0643545000055,1821.0481383000008,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
6.0,"[-0.3, 0]",space,,,,,0.0,3.0,3.0,3.0,,,,,1821.0643545000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821.048459800004,1821.0643545000055,1821.0643545000055,1821.5477195999997,1821.5644455,1824.0474522000004,1824.0643731000016,1824.0478507999944,space,1.0,0.4624402999907033,None,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
12.0,"[0.64, -0.4]",None,,,,,0.0,4.0,4.0,4.0,,,,,1824.0643731000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824.0487192,1824.0643731000016,1824.0643731000016,1824.5478311000045,1824.5643143000048,1827.0475875999985,1827.0642460999952,1827.047961499993,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,5.0,5.0,5.0,,,,,1827.0642460999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1827.0483028000017,1827.0642460999952,1827.0642460999952,1827.5643421999996,1827.5643421999996,1830.0642353000003,1830.0642353000003,1830.047922800004,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,6.0,6.0,6.0,,,,,1830.0642353000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830.048244599995,1830.0642353000003,1830.0642353000003,1830.5642291999973,1830.5642291999973,1833.0641738999984,1833.0641738999984,1833.047867400004,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
9.0,"[0.2, -0.1]",None,,,,,0.0,7.0,7.0,7.0,,,,,1833.0641738999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833.048192599992,1833.0641738999984,1833.0641738999984,1833.5641901000051,1833.5641901000051,1836.064168099998,1836.064168099998,1836.047834500001,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
9.0,"[0.2, -0.1]",space,,,,,0.0,8.0,8.0,8.0,,,,,1836.064168099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836.0481647999984,1836.064168099998,1836.064168099998,1836.5641106999972,1836.5641106999972,1839.064060699995,1839.064060699995,1839.0479138999945,space,1.0,0.6472345999936806,None,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,9.0,9.0,9.0,,,,,1839.064060699995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1839.0483053000064,1839.064060699995,1839.064060699995,1839.564054500006,1839.564054500006,1842.0639771999995,1842.0639771999995,1842.047698099996,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
11.0,"[-0.64, -0.4]",None,,,,,0.0,10.0,10.0,10.0,,,,,1842.0639771999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842.0480610999948,1842.0639771999995,1842.0639771999995,1842.5641771999944,1842.5641771999944,1845.064071400004,1845.064071400004,1845.0475582999932,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
11.0,"[-0.64, -0.4]",space,,,,,0.0,11.0,11.0,11.0,,,,,1845.064071400004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1845.047944100006,1845.064071400004,1845.064071400004,1845.5639898999943,1845.5639898999943,1848.0639836000048,1848.0639836000048,1848.0477116999973,space,1.0,0.4112137000047369,None,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
4.0,"[-0.2, 0.1]",None,,,,,0.0,12.0,12.0,12.0,,,,,1848.0639836000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848.0481085999927,1848.0639836000048,1848.0639836000048,1848.563888699995,1848.563888699995,1851.0638347000056,1851.0638347000056,1851.047815900005,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
3.0,"[0, 0.2]",None,,,,,0.0,13.0,13.0,13.0,,,,,1851.0638347000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851.0481470999948,1851.0638347000056,1851.0638347000056,1851.5638431999976,1851.5638431999976,1854.0638439000031,1854.0638439000031,1854.047533399993,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
3.0,"[0, 0.2]",space,,,,,0.0,14.0,14.0,14.0,,,,,1854.0638439000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1854.047916800002,1854.0638439000031,1854.0638439000031,1854.563785099992,1854.563785099992,1857.0637581000049,1857.0637581000049,1857.0474541000003,space,1.0,0.4697239000088302,None,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
8.0,"[-0.2, -0.1]",None,,,,,0.0,15.0,15.0,15.0,,,,,1857.0637581000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857.047888000001,1857.0637581000049,1857.0637581000049,1857.5637690000003,1857.5637690000003,1860.0637680999932,1860.0637680999932,1860.047338599994,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
1.0,"[-0.64, 0.4]",None,,,,,0.0,16.0,16.0,16.0,,,,,1860.0637680999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860.0476612000057,1860.0637680999932,1860.0637680999932,1860.563767899992,1860.563767899992,1863.063806399994,1863.063806399994,1863.047456100001,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,17.0,17.0,17.0,,,,,1863.063806399994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863.047786199997,1863.063806399994,1863.063806399994,1863.5637515999988,1863.5637515999988,1866.0635621999968,1866.0635621999968,1866.0474055999948,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
4.0,"[-0.2, 0.1]",None,,,,,0.0,18.0,18.0,18.0,,,,,1866.0635621999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866.0477333000017,1866.0635621999968,1866.0635621999968,1866.563708300004,1866.563708300004,1869.0635397000003,1869.0635397000003,1869.047314299998,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
4.0,"[-0.2, 0.1]",space,,,,,0.0,19.0,19.0,19.0,,,,,1869.0635397000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869.047684799996,1869.0635397000003,1869.0635397000003,1869.563527499995,1869.563527499995,1872.063595300002,1872.063595300002,1872.0471939999989,space,1.0,0.3847807999991346,None,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
8.0,"[-0.2, -0.1]",None,,,,,0.0,20.0,20.0,20.0,,,,,1872.063595300002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872.047569000002,1872.063595300002,1872.063595300002,1872.5635727000044,1872.5635727000044,1875.063793399997,1875.063793399997,1875.047376200004,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
5.0,"[0.2, 0.1]",None,,,,,0.0,21.0,21.0,21.0,,,,,1875.063793399997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875.0477022999985,1875.063793399997,1875.063793399997,1875.563387599992,1875.563387599992,1878.0634044000035,1878.0634044000035,1878.047204200004,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
5.0,"[0.2, 0.1]",space,,,,,0.0,22.0,22.0,22.0,,,,,1878.0634044000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878.047555199999,1878.0634044000035,1878.0634044000035,1878.5633797000048,1878.5633797000048,1881.063344299997,1881.063344299997,1881.046990499992,space,1.0,0.4568119000032311,None,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
1.0,"[-0.64, 0.4]",None,,,,,0.0,23.0,23.0,23.0,,,,,1881.063344299997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881.0473586000007,1881.063344299997,1881.063344299997,1881.563429400005,1881.563429400005,1884.0633903999988,1884.0633903999988,1884.0469561999928,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
3.0,"[0, 0.2]",None,,,,,0.0,24.0,24.0,24.0,,,,,1884.0633903999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884.0472849999933,1884.0633903999988,1884.0633903999988,1884.5633134999955,1884.5633134999955,1887.0632207000017,1887.0632207000017,1887.046998299993,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,25.0,25.0,25.0,,,,,1887.0632207000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.0473309999943,1887.0632207000017,1887.0632207000017,1887.5631918,1887.5631918,1890.0631594000008,1890.0631594000008,1890.046743400002,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
1.0,"[-0.64, 0.4]",None,,,,,0.0,26.0,26.0,26.0,,,,,1890.0631594000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.047076999996,1890.0631594000008,1890.0631594000008,1890.563201099998,1890.563201099998,1893.063236799993,1893.063236799993,1893.0469903000048,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
1.0,"[-0.64, 0.4]",space,,,,,0.0,27.0,27.0,27.0,,,,,1893.063236799993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893.047326899992,1893.063236799993,1893.063236799993,1893.563085799993,1893.563085799993,1896.0631106999936,1896.0631106999936,1896.0470295999985,space,1.0,0.4893991999997524,None,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
1.0,"[-0.64, 0.4]",space,,,,,0.0,28.0,28.0,28.0,,,,,1896.0631106999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896.0474363999965,1896.0631106999936,1896.0631106999936,1896.563154699994,1896.563154699994,1899.0630179,1899.0630179,1899.0469843000028,space,1.0,0.5603040999994846,None,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
3.0,"[0, 0.2]",None,,,,,0.0,29.0,29.0,29.0,,,,,1899.0630179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899.047374300004,1899.0630179,1899.0630179,1899.5630728999968,1899.5630728999968,1902.062965799996,1902.062965799996,1902.0466273000056,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
12.0,"[0.64, -0.4]",None,,,,,0.0,30.0,30.0,30.0,,,,,1902.062965799996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1902.046946699993,1902.062965799996,1902.062965799996,1902.562966800004,1902.562966800004,1905.062931499997,1905.062931499997,1905.0465352000028,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
12.0,"[0.64, -0.4]",space,,,,,0.0,31.0,31.0,31.0,,,,,1905.062931499997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905.0468961000008,1905.062931499997,1905.062931499997,1905.5628913999967,1905.5628913999967,1908.0629061999932,1908.0629061999932,1908.046487400003,space,1.0,0.5195505000010598,None,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,32.0,32.0,32.0,,,,,1908.0629061999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1908.0470012000003,1908.0629061999932,1908.0629061999932,1908.5629131000023,1908.5629131000023,1911.0628574,1911.0628574,1911.0463973000003,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
1.0,"[-0.64, 0.4]",None,,,,,0.0,33.0,33.0,33.0,,,,,1911.0628574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911.0467455000037,1911.0628574,1911.0628574,1911.5629696999968,1911.5629696999968,1914.062822799999,1914.062822799999,1914.0466335999956,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
7.0,"[0.3, 0]",None,,,,,0.0,34.0,34.0,34.0,,,,,1914.062822799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914.0469608999992,1914.062822799999,1914.062822799999,1914.5627198,1914.5627198,1917.062720899994,1917.062720899994,1917.0463774999955,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
7.0,"[0.3, 0]",space,,,,,0.0,35.0,35.0,35.0,,,,,1917.062720899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1917.0467202,1917.062720899994,1917.062720899994,1917.562758,1917.562758,1920.0627064,1920.0627064,1920.046605099997,space,1.0,0.5318204000068363,None,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
11.0,"[-0.64, -0.4]",None,,,,,0.0,36.0,36.0,36.0,,,,,1920.0627064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.047013999996,1920.0627064,1920.0627064,1920.5627718000032,1920.5627718000032,1923.0627190999949,1923.0627190999949,1923.0463065999936,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,37.0,37.0,37.0,,,,,1923.0627190999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923.046641299996,1923.0627190999949,1923.0627190999949,1923.5626202999997,1923.5626202999997,1926.0624858999945,1926.0624858999945,1926.0464402999933,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,38.0,38.0,38.0,,,,,1926.0624858999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1926.0467977999945,1926.0624858999945,1926.0624858999945,1926.562474499995,1926.562474499995,1929.0625772000055,1929.0625772000055,1929.0462383999984,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,39.0,39.0,39.0,,,,,1929.0625772000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.046583000003,1929.0625772000055,1929.0625772000055,1929.5625946999933,1929.5625946999933,1932.062744099996,1932.062744099996,1932.0462742999955,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932.0465391000037,1932.062744099996,1932.062744099996,1963.0638725000024,space,30.99270010000328,None,,,,,,,,,,,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,0.0,0.0,0.0,1964.0786920999965,,,,,,,,,,,,,,,,,,,,,,,,1963.063903599992,1963.078752500005,1964.0786920999965,1964.0625793999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964.0692203999931,1964.0786920999965,1964.0786920999965,1964.5786361999928,1964.5786361999928,1967.0785854999997,1967.0785854999997,1967.0623487999983,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0.0,1.0,1.0,1.0,1967.0785854999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967.062755699997,1967.0785854999997,1967.0785854999997,1967.578614099999,1967.578614099999,1970.078475000002,1970.078475000002,1970.0623769999947,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,2.0,2.0,2.0,1970.078475000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.062697500005,1970.078475000002,1970.078475000002,1970.5786258000007,1970.5786258000007,1973.0784292000023,1973.0784292000023,1973.0623858000035,None,1.0,,,,,,,nback80,1.0,2024-02-02_12h51.56.838,untitled,2023.2.3,60.127771512658455,2024-02-02 13h13.19.386916 -0500,
