square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 104
,,,,,,,,,,,,,,,,,0.0013911999994888,0.0039973000020836,0.0039973000020836,0.0039973000020836,27.5780565999994,space,27.56925549999869,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback23,1.0,2023-12-12_17h51.46.199,untitled,2023.2.3,60.03856877583442,2023-12-12 18h35.23.882538 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,29.592600799998763,,,,,,,,,,27.578102899999067,27.59280439999929,27.59280439999929,27.59280439999929,27.59280439999929,27.59280439999929,27.59280439999929,27.59280439999929,27.59280439999929,27.59280439999929,27.59280439999929,27.59280439999929,27.59280439999929,28.576564800001503,28.57658110000193,28.592715400001907,29.592600799998763,29.577122900002,29.59060959999988,29.592600799998763,29.592600799998763,30.07620329999918,30.092819000001327,32.576177999999345,32.59293239999897,32.577297499999986,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback23,1.0,2023-12-12_17h51.46.199,untitled,2023.2.3,60.03856877583442,2023-12-12 18h35.23.882538 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,32.59293239999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.578357599999435,32.59293239999897,32.59293239999897,33.07607110000026,33.09281370000099,35.57605700000204,35.59283789999972,35.57715610000014,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback23,1.0,2023-12-12_17h51.46.199,untitled,2023.2.3,60.03856877583442,2023-12-12 18h35.23.882538 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,35.59283789999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57797589999973,35.59283789999972,35.59283789999972,36.07608410000103,36.09265310000046,38.57599349999873,38.5924672000001,38.57705260000148,space,1.0,0.4286413000008906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback23,1.0,2023-12-12_17h51.46.199,untitled,2023.2.3,60.03856877583442,2023-12-12 18h35.23.882538 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,38.5924672000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.578089999999065,38.5924672000001,38.5924672000001,39.07608980000077,39.09276700000191,41.575938800000586,41.59271689999878,41.57694679999986,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback23,1.0,2023-12-12_17h51.46.199,untitled,2023.2.3,60.03856877583442,2023-12-12 18h35.23.882538 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,41.59271689999878,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.57776889999877,41.59271689999878,41.59271689999878,42.07584960000168,42.09269250000216,44.57593590000033,44.59259179999936,44.57680280000204,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback23,1.0,2023-12-12_17h51.46.199,untitled,2023.2.3,60.03856877583442,2023-12-12 18h35.23.882538 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,44.59259179999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5775579000001,44.59259179999936,44.59259179999936,45.07581990000108,45.09276410000166,47.57589110000117,47.59252120000019,47.5768433000012,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback23,1.0,2023-12-12_17h51.46.199,untitled,2023.2.3,60.03856877583442,2023-12-12 18h35.23.882538 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,47.59252120000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.577668699999776,47.59252120000019,47.59252120000019,48.07595660000152,48.09256540000206,50.575786600002175,50.59234170000127,50.57681660000162,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback23,1.0,2023-12-12_17h51.46.199,untitled,2023.2.3,60.03856877583442,2023-12-12 18h35.23.882538 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,50.59234170000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.57755520000137,50.59234170000127,50.59234170000127,51.075544700001046,51.09243150000111,53.57566260000021,53.59249660000205,53.576532700000826,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback23,1.0,2023-12-12_17h51.46.199,untitled,2023.2.3,60.03856877583442,2023-12-12 18h35.23.882538 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,53.59249660000205,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57734700000219,53.59249660000205,53.59249660000205,54.07577020000099,54.09226670000135,56.57569729999887,56.592321700001776,56.57657780000227,space,1.0,0.3851936999999452,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback23,1.0,2023-12-12_17h51.46.199,untitled,2023.2.3,60.03856877583442,2023-12-12 18h35.23.882538 -0500,
