Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
251.6684,,EndofStart,99,
251.6684,Calibration,,99,
281.822,,EndofCalibration,99,
281.822,Tutorial,,99,
869.4828,,EndofTutorial,99,
869.4828,Rest,,99,
1169.488,,EndofRest,99,
1169.535,Feedback,,99,
1177.501,Experimental,,99,
1210.497,Experimental,,0,_A1_CI_NSI_R180x
1225.942,Experimental,,1,_B1_CI_NSI_R0
1235.281,Experimental,,2,_A2_AC_SI_R180z
1261.469,Experimental,,3,_B2_AC_SI_R180x
1270.209,Feedback,,99,
1276.541,Experimental,,99,
1276.541,Experimental,,4,_A3_CI_NSI_R120z
1289.058,Experimental,,5,_B3_AC_SI_R180y
1296.208,Experimental,,6,_A4_AC_SI_R180x
1306.125,Experimental,,7,_B4_C_SI_R180y
1312.845,Feedback,,99,
1317.37,Experimental,,99,
1317.37,Experimental,,8,_A5_AC_SI_R180y
1324.741,Experimental,,9,_B5_C_SI_R120z
1329.141,Experimental,,10,_A6_AC_SI_R180z
1333.585,Experimental,,11,_B6_CI_NSI_R180x
1338.1,Feedback,,99,
1344.625,Experimental,,99,
1344.625,Experimental,,12,_A7_C_NSI_R180z
1355.714,Experimental,,13,_B7_AC_SI_R90z
1359.036,Experimental,,14,_A8_C_SI_R180y
1365.826,Experimental,,15,_B8_AC_SI_R60z
1374.373,Feedback,,99,
1378.864,Experimental,,99,
1378.864,Experimental,,16,_A9_C_NSI_R180y
1385.579,Experimental,,17,_B9_C_NSI_R90z
1389.588,Experimental,,18,_A10_C_SI_R180x
1392.498,Experimental,,19,_B10_C_NSI_R180x
1398.443,Feedback,,99,
1407.19,Experimental,,99,
1407.19,Experimental,,20,_A11_AC_SI_R180y
1428.297,Experimental,,21,_B11_CI_NSI_R120z
1433.395,Experimental,,22,_A12_C_NSI_R180x
1437.643,Experimental,,23,_B12_C_SI_R180x
1442.397,Feedback,,99,
1446.63,Experimental,,99,
1446.63,Experimental,,24,_A13_CI_NSI_R180x
1456.316,Experimental,,25,_B13_AC_SI_R180x
1459.261,Experimental,,26,_A14_AC_SI_R180x
1467.12,Experimental,,27,_B14_AC_SI_R180y
1471.306,Feedback,,99,
1474.439,Experimental,,99,
1474.439,Experimental,,28,_A15_C_SI_R120z
1481.595,Experimental,,29,_B15_CI_NSI_R180y
1484.638,Experimental,,30,_A16_CI_NSI_R0
1488.059,Experimental,,31,_B16_C_NSI_R180y
1491.468,Feedback,,99,
1497.089,,EndofExperiment,99,
