Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
549.1163,,EndofStart,99,
549.1163,Calibration,,99,
553.0118,,EndofCalibration,99,
553.0118,Tutorial,,99,
937.7621,,EndofTutorial,99,
937.7621,Rest,,99,
1237.767,,EndofRest,99,
1237.824,Feedback,,99,
1245.651,Experimental,,99,
1272.945,Experimental,,0,_A1_CI_NSI_R180x
1299.301,Experimental,,1,_B1_CI_NSI_R0
1312.91,Experimental,,2,_A2_AC_SI_R180z
1340.279,Experimental,,3,_B2_AC_SI_R180x
1359.494,Feedback,,99,
1362.987,Experimental,,99,
1362.987,Experimental,,4,_A3_CI_NSI_R120z
1397.226,Experimental,,5,_B3_AC_SI_R180y
1421.873,Experimental,,6,_A4_AC_SI_R180x
1447.483,Experimental,,7,_B4_C_SI_R180y
1482.213,Feedback,,99,
1484.858,Experimental,,99,
1484.858,Experimental,,8,_A5_AC_SI_R180y
1525.857,Experimental,,9,_B5_C_SI_R120z
1546.439,Experimental,,10,_A6_AC_SI_R180z
1581.343,Experimental,,11,_B6_CI_NSI_R180x
1601.549,Feedback,,99,
1604.758,Experimental,,99,
1604.758,Experimental,,12,_A7_C_NSI_R180z
1634.655,Experimental,,13,_B7_AC_SI_R90z
1652.844,Experimental,,14,_A8_C_SI_R180y
1673.516,Experimental,,15,_B8_AC_SI_R60z
1684.506,Feedback,,99,
1686.549,Experimental,,99,
1686.549,Experimental,,16,_A9_C_NSI_R180y
1708.323,Experimental,,17,_B9_C_NSI_R90z
1720.817,Experimental,,18,_A10_C_SI_R180x
1741.517,Experimental,,19,_B10_C_NSI_R180x
1773.832,Feedback,,99,
1776.157,Experimental,,99,
1776.157,Experimental,,20,_A11_AC_SI_R180y
1788.305,Experimental,,21,_B11_CI_NSI_R120z
1814.025,Experimental,,22,_A12_C_NSI_R180x
1827.141,Experimental,,23,_B12_C_SI_R180x
1853.378,Feedback,,99,
1855.176,Experimental,,99,
1855.176,Experimental,,24,_A13_CI_NSI_R180x
1879.877,Experimental,,25,_B13_AC_SI_R180x
1903.928,Experimental,,26,_A14_AC_SI_R180x
1927.089,Experimental,,27,_B14_AC_SI_R180y
1950.073,Feedback,,99,
1951.81,Experimental,,99,
1951.81,Experimental,,28,_A15_C_SI_R120z
1978.099,Experimental,,29,_B15_CI_NSI_R180y
1992.282,Experimental,,30,_A16_CI_NSI_R0
2016.143,Experimental,,31,_B16_C_NSI_R180y
2039.91,Feedback,,99,
2043.109,,EndofExperiment,99,
