TimeShown,TimeAnswered,TimeDiff,IsCorrect,CurrentTrial,StimulusQuestion,TimeoutCounter
1207.312,1255.886,48.57446,True,0,_A1_CI_NSI_R180x,0
1257.931,1274.645,16.71338,True,1,_B1_CI_NSI_R0,1
1276.732,1314.594,37.86145,False,2,_A2_AC_SI_R180z,1
1316.648,1342.136,25.48816,True,3,_B2_AC_SI_R180x,1
1353.866,1401.858,47.99182,False,4,_A3_CI_NSI_R120z,1
1403.951,1415.219,11.26721,False,5,_B3_AC_SI_R180y,2
1417.279,1432.319,15.04016,True,6,_A4_AC_SI_R180x,2
1434.382,1456.95,22.5686,True,7,_B4_C_SI_R180y,2
1466.545,1511.73,45.18469,False,8,_A5_AC_SI_R180y,2
1513.812,1542.892,29.07971,True,9,_B5_C_SI_R120z,2
1544.966,1585.937,40.97119,True,10,_A6_AC_SI_R180z,2
1588.016,1632.252,44.23608,True,11,_B6_CI_NSI_R180x,2
1638.236,1675.362,37.12524,True,12,_A7_C_NSI_R180z,2
1677.457,1717.546,40.08899,True,13,_B7_AC_SI_R90z,2
1719.656,1748.475,28.81909,True,14,_A8_C_SI_R180y,2
1750.859,1763.232,12.37244,True,15,_B8_AC_SI_R60z,2
1769.968,1817.907,47.93945,False,16,_A9_C_NSI_R180y,2
1820.205,1850.671,30.46521,True,17,_B9_C_NSI_R90z,3
1852.738,1881.807,29.06934,True,18,_A10_C_SI_R180x,3
1883.891,1919.593,35.70264,True,19,_B10_C_NSI_R180x,3
1924.784,1933.99,9.206299,False,20,_A11_AC_SI_R180y,3
1936.107,1970.626,34.51855,True,21,_B11_CI_NSI_R120z,3
1972.706,1996.236,23.53052,True,22,_A12_C_NSI_R180x,3
1998.312,2044.68,46.36853,False,23,_B12_C_SI_R180x,3
2049.315,2068.292,18.97632,True,24,_A13_CI_NSI_R180x,4
2070.373,2111.416,41.04321,False,25,_B13_AC_SI_R180x,4
2113.5,2142.692,29.19287,False,26,_A14_AC_SI_R180x,4
2145.038,2176.643,31.60498,False,27,_B14_AC_SI_R180y,4
2180.619,2195.971,15.35278,True,28,_A15_C_SI_R120z,4
2198.08,2229.14,31.06079,False,29,_B15_CI_NSI_R180y,4
2231.232,2266.274,35.04224,True,30,_A16_CI_NSI_R0,4
2268.345,2304.762,36.41724,False,31,_B16_C_NSI_R180y,4
