square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 104
,,,,,,,,,,,,,,,,,0.0013562000822275,0.0039258999750018,0.0039258999750018,0.0039258999750018,1540.158772900002,space,1540.1423588001635,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback78,1.0,2024-01-30_17h50.17.682,untitled,2023.2.3,60.0611783486012,2024-01-30 18h14.22.215861 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,1542.173599800095,,,,,,,,,,1540.1588169001045,1540.173856700072,1540.173856700072,1540.173856700072,1540.173856700072,1540.173856700072,1540.173856700072,1540.173856700072,1540.173856700072,1540.173856700072,1540.173856700072,1540.173856700072,1540.173856700072,1541.1577139999715,1541.1577286999673,1541.1738052000292,1542.173599800095,1542.1580394001212,1542.171436100034,1542.173599800095,1542.173599800095,1542.6570359999314,1542.673674999969,1545.1570892001037,1545.1737977000885,1545.1580396001227,space,0.0,0.0501526000443846,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback78,1.0,2024-01-30_17h50.17.682,untitled,2023.2.3,60.0611783486012,2024-01-30 18h14.22.215861 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,1545.1737977000885,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545.159161899937,1545.1737977000885,1545.1737977000885,1545.6570516000502,1545.67367119994,1548.1569950000849,1548.1743711000308,1548.157892700052,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback78,1.0,2024-01-30_17h50.17.682,untitled,2023.2.3,60.0611783486012,2024-01-30 18h14.22.215861 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,1548.1743711000308,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548.1586426000576,1548.1743711000308,1548.1743711000308,1548.6568209000395,1548.6736646001227,1551.1571064000018,1551.1736580999568,1551.1579712000675,space,1.0,0.6498229000717402,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback78,1.0,2024-01-30_17h50.17.682,untitled,2023.2.3,60.0611783486012,2024-01-30 18h14.22.215861 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,1551.1736580999568,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551.158854200039,1551.1736580999568,1551.1736580999568,1551.656838099938,1551.673677999992,1554.156930899946,1554.1736294000875,1554.1579498001374,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback78,1.0,2024-01-30_17h50.17.682,untitled,2023.2.3,60.0611783486012,2024-01-30 18h14.22.215861 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,1554.1736294000875,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554.1586710999254,1554.1736294000875,1554.1736294000875,1554.673687899951,1554.673687899951,1557.1735648999456,1557.1735648999456,1557.1576257999986,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback78,1.0,2024-01-30_17h50.17.682,untitled,2023.2.3,60.0611783486012,2024-01-30 18h14.22.215861 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,1557.1735648999456,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.1582969001029,1557.1735648999456,1557.1735648999456,1557.656714499928,1557.6735102999955,1560.1567321999464,1560.173360500019,1560.1576892000155,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback78,1.0,2024-01-30_17h50.17.682,untitled,2023.2.3,60.0611783486012,2024-01-30 18h14.22.215861 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,1560.173360500019,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560.1584795999806,1560.173360500019,1560.173360500019,1560.6566490000114,1560.673463300103,1563.1566886999644,1563.1735533999745,1563.157494700048,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback78,1.0,2024-01-30_17h50.17.682,untitled,2023.2.3,60.0611783486012,2024-01-30 18h14.22.215861 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,1563.1735533999745,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563.1581296001095,1563.1735533999745,1563.1735533999745,1563.6567091001198,1563.673309100093,1566.1568394999483,1566.173471499933,1566.1577842000406,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback78,1.0,2024-01-30_17h50.17.682,untitled,2023.2.3,60.0611783486012,2024-01-30 18h14.22.215861 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,1566.173471499933,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566.15855069994,1566.173471499933,1566.173471499933,1566.6565688000992,1566.6731933001429,1569.1567075001076,1569.1735201000702,1569.1577081999276,space,1.0,0.5108990999870002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback78,1.0,2024-01-30_17h50.17.682,untitled,2023.2.3,60.0611783486012,2024-01-30 18h14.22.215861 -0500,
