TimeShown,TimeAnswered,TimeDiff,IsCorrect,CurrentTrial,StimulusQuestion,TimeoutCounter
1440.922,1454.905,13.98242,True,0,_A1_CI_NSI_R180x,0
1456.971,1468.175,11.20422,True,1,_B1_CI_NSI_R0,0
1470.23,1478.345,8.115479,True,2,_A2_AC_SI_R180z,0
1480.4,1490.778,10.37817,True,3,_B2_AC_SI_R180x,0
1497.314,1506.322,9.007202,True,4,_A3_CI_NSI_R120z,0
1508.387,1518.119,9.731689,True,5,_B3_AC_SI_R180y,0
1520.186,1528.645,8.458496,True,6,_A4_AC_SI_R180x,0
1530.71,1545.048,14.3385,True,7,_B4_C_SI_R180y,0
1551.039,1566.006,14.96704,True,8,_A5_AC_SI_R180y,0
1568.063,1586.123,18.05957,True,9,_B5_C_SI_R120z,0
1588.206,1595.38,7.174683,True,10,_A6_AC_SI_R180z,0
1597.436,1614.863,17.42639,True,11,_B6_CI_NSI_R180x,0
1620.991,1632.87,11.87903,True,12,_A7_C_NSI_R180z,0
1634.921,1651.888,16.96692,True,13,_B7_AC_SI_R90z,0
1653.956,1672.904,18.94751,True,14,_A8_C_SI_R180y,0
1674.959,1683.845,8.885864,True,15,_B8_AC_SI_R60z,0
1689.475,1703.778,14.30249,True,16,_A9_C_NSI_R180y,0
1705.855,1718.197,12.34167,True,17,_B9_C_NSI_R90z,0
1720.25,1732.731,12.48108,True,18,_A10_C_SI_R180x,0
1734.776,1744.694,9.917358,True,19,_B10_C_NSI_R180x,0
1749.255,1760.553,11.29797,True,20,_A11_AC_SI_R180y,0
1762.604,1771.035,8.431519,True,21,_B11_CI_NSI_R120z,0
1773.099,1779.086,5.986816,True,22,_A12_C_NSI_R180x,0
1781.162,1795.203,14.0415,False,23,_B12_C_SI_R180x,0
1801.657,1816.547,14.89001,True,24,_A13_CI_NSI_R180x,0
1818.616,1831.574,12.95776,True,25,_B13_AC_SI_R180x,0
1833.641,1847.687,14.04614,False,26,_A14_AC_SI_R180x,0
1849.764,1862.215,12.45093,True,27,_B14_AC_SI_R180y,0
1868.37,1878.145,9.775146,True,28,_A15_C_SI_R120z,0
1880.205,1894.769,14.56372,True,29,_B15_CI_NSI_R180y,0
1896.857,1911.873,15.01624,True,30,_A16_CI_NSI_R0,0
1913.946,1921.827,7.880371,True,31,_B16_C_NSI_R180y,0
