square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,target_square_0.stopped,fixation_0.started,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 104
11.0,"[-0.64, -0.4]",space,0.0,39.0,39.0,39.0,,,,,,,,,154.7280905000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.71313850000297,154.7280905000007,154.7280905000007,155.2281951000041,155.2281951000041,157.7281951000041,157.7281951000041,157.7123930000016,space,1.0,0.3365412999992259,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.71307040000102,157.7281951000041,157.7281951000041,169.8961347000004,space,12.154051600002276,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,0.0,0.0,0.0,,,,,170.9111527999994,,,,,,,,,,,,,,,,,,,,,,,,169.89617859999998,169.91126760000043,170.9111527999994,170.89532510000572,,,,,,,,,,,,,,,,,,,,170.90445460000046,170.9111527999994,170.9111527999994,171.41133909999917,171.41133909999917,173.91109919999872,173.91109919999872,173.89531960000022,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
5.0,"[0.2, 0.1]",None,,,,,0.0,1.0,1.0,1.0,,,,,173.91109919999872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.89617849999922,173.91109919999872,173.91109919999872,174.4111869000044,174.4111869000044,176.91108420000091,176.91108420000091,176.89510990000417,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,2.0,2.0,2.0,,,,,176.91108420000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.8957847999991,176.91108420000091,176.91108420000091,177.4112322000001,177.4112322000001,179.91111320000346,179.91111320000346,179.89531510000234,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
6.0,"[-0.3, 0]",space,,,,,0.0,3.0,3.0,3.0,,,,,179.91111320000346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.89601380000386,179.91111320000346,179.91111320000346,180.4111355999994,180.4111355999994,182.91094290000183,182.91094290000183,182.8950708000048,space,1.0,0.6004089000052772,None,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
12.0,"[0.64, -0.4]",None,,,,,0.0,4.0,4.0,4.0,,,,,182.91094290000183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.89608710000172,182.91094290000183,182.91094290000183,183.41120429999864,183.41120429999864,185.91083100000105,185.91083100000105,185.8950171000033,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,5.0,5.0,5.0,,,,,185.91083100000105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.8956177,185.91083100000105,185.91083100000105,186.4108443000005,186.4108443000005,188.9107736000005,188.9107736000005,188.89496209999925,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,6.0,6.0,6.0,,,,,188.9107736000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.8955394000004,188.9107736000005,188.9107736000005,189.4108522000024,189.4108522000024,191.91094470000095,191.91094470000095,191.89498170000297,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
9.0,"[0.2, -0.1]",None,,,,,0.0,7.0,7.0,7.0,,,,,191.91094470000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.8956107000049,191.91094470000095,191.91094470000095,192.41087849999892,192.41087849999892,194.9109555000032,194.9109555000032,194.8949872000012,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
9.0,"[0.2, -0.1]",space,,,,,0.0,8.0,8.0,8.0,,,,,194.9109555000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.89566810000545,194.9109555000032,194.9109555000032,195.41091760000563,195.41091760000563,197.91072220000208,197.91072220000208,197.89446580000367,space,1.0,0.4140740000002552,None,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,9.0,9.0,9.0,,,,,197.91072220000208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.89484380000067,197.91072220000208,197.91072220000208,198.41044659999895,198.41044659999895,200.91077930000029,200.91077930000029,200.89465349999955,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
11.0,"[-0.64, -0.4]",None,,,,,0.0,10.0,10.0,10.0,,,,,200.91077930000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8952752000041,200.91077930000029,200.91077930000029,201.41056020000545,201.41056020000545,203.91056599999865,203.91056599999865,203.8946861000004,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
11.0,"[-0.64, -0.4]",space,,,,,0.0,11.0,11.0,11.0,,,,,203.91056599999865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.8952258999998,203.91056599999865,203.91056599999865,204.4106027000016,204.4106027000016,206.91043340000036,206.91043340000036,206.89457470000343,space,1.0,0.4231375000017578,None,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
4.0,"[-0.2, 0.1]",None,,,,,0.0,12.0,12.0,12.0,,,,,206.91043340000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.8952726999996,206.91043340000036,206.91043340000036,207.4106230000034,207.4106230000034,209.9105772000039,209.9105772000039,209.8947128,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
3.0,"[0, 0.2]",None,,,,,0.0,13.0,13.0,13.0,,,,,209.9105772000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.8954365000027,209.9105772000039,209.9105772000039,210.41051130000412,210.41051130000412,212.91029569999955,212.91029569999955,212.8944325000048,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
3.0,"[0, 0.2]",space,,,,,0.0,14.0,14.0,14.0,,,,,212.91029569999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.8950164000053,212.91029569999955,212.91029569999955,213.4106910000046,213.4106910000046,215.91039940000337,215.91039940000337,215.89398150000488,space,1.0,0.63843579999957,None,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
8.0,"[-0.2, -0.1]",None,,,,,0.0,15.0,15.0,15.0,,,,,215.91039940000337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.8943839999993,215.91039940000337,215.91039940000337,216.4106347000052,216.4106347000052,218.91024270000344,218.91024270000344,218.8944838000025,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
1.0,"[-0.64, 0.4]",None,,,,,0.0,16.0,16.0,16.0,,,,,218.91024270000344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.8951698000019,218.91024270000344,218.91024270000344,219.41033489999973,219.41033489999973,221.91013620000007,221.91013620000007,221.8942023999989,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,17.0,17.0,17.0,,,,,221.91013620000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.8947418000025,221.91013620000007,221.91013620000007,222.4103157999998,222.4103157999998,224.91051639999927,224.91051639999927,224.89449389999936,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
4.0,"[-0.2, 0.1]",None,,,,,0.0,18.0,18.0,18.0,,,,,224.91051639999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.8952019999997,224.91051639999927,224.91051639999927,225.41021110000293,225.41021110000293,227.9101563000004,227.9101563000004,227.89434660000552,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
4.0,"[-0.2, 0.1]",space,,,,,0.0,19.0,19.0,19.0,,,,,227.9101563000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.89511520000087,227.9101563000004,227.9101563000004,228.41021900000487,228.41021900000487,230.910206200002,230.910206200002,230.8942896000008,space,1.0,0.3894313999990118,None,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
8.0,"[-0.2, -0.1]",None,,,,,0.0,20.0,20.0,20.0,,,,,230.910206200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.89513029999944,230.910206200002,230.910206200002,231.4101665000053,231.4101665000053,233.91000440000064,233.91000440000064,233.8942845000056,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
5.0,"[0.2, 0.1]",None,,,,,0.0,21.0,21.0,21.0,,,,,233.91000440000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.89499790000264,233.91000440000064,233.91000440000064,234.4100849000024,234.4100849000024,236.9100116000045,236.9100116000045,236.8940406000038,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
5.0,"[0.2, 0.1]",space,,,,,0.0,22.0,22.0,22.0,,,,,236.9100116000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.89466019999963,236.9100116000045,236.9100116000045,237.4101643000031,237.4101643000031,239.9100741000002,239.9100741000002,239.8944296000045,space,1.0,0.538723999998183,None,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
1.0,"[-0.64, 0.4]",None,,,,,0.0,23.0,23.0,23.0,,,,,239.9100741000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.8953760000004,239.9100741000002,239.9100741000002,240.41018550000445,240.41018550000445,242.91007760000505,242.91007760000505,242.8941952000023,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
3.0,"[0, 0.2]",None,,,,,0.0,24.0,24.0,24.0,,,,,242.91007760000505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.89488290000008,242.91007760000505,242.91007760000505,243.4100297000041,243.4100297000041,245.9100669000036,245.9100669000036,245.89415420000296,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,25.0,25.0,25.0,,,,,245.9100669000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.8948154000027,245.9100669000036,245.9100669000036,246.4099325999996,246.4099325999996,248.90980860000127,248.90980860000127,248.8940825000027,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
1.0,"[-0.64, 0.4]",None,,,,,0.0,26.0,26.0,26.0,,,,,248.90980860000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.8946988000025,248.90980860000127,248.90980860000127,249.40986749999863,249.40986749999863,251.90979869999865,251.90979869999865,251.8937007000059,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
1.0,"[-0.64, 0.4]",space,,,,,0.0,27.0,27.0,27.0,,,,,251.90979869999865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.89422950000156,251.90979869999865,251.90979869999865,252.4098879000012,252.4098879000012,254.90966150000168,254.90966150000168,254.8942532000001,space,1.0,0.6560853999981191,None,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
1.0,"[-0.64, 0.4]",space,,,,,0.0,28.0,28.0,28.0,,,,,254.90966150000168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.8950377000001,254.90966150000168,254.90966150000168,255.40972290000357,255.40972290000357,257.90970709999965,257.90970709999965,257.89383900000394,space,1.0,0.8016962999972748,None,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
3.0,"[0, 0.2]",None,,,,,0.0,29.0,29.0,29.0,,,,,257.90970709999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.89458240000386,257.90970709999965,257.90970709999965,258.409793800005,258.409793800005,260.90968789999897,260.90968789999897,260.8942790000001,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
12.0,"[0.64, -0.4]",None,,,,,0.0,30.0,30.0,30.0,,,,,260.90968789999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.89513830000215,260.90968789999897,260.90968789999897,261.40969510000286,261.40969510000286,263.9095688000016,263.9095688000016,263.8936299000052,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
12.0,"[0.64, -0.4]",space,,,,,0.0,31.0,31.0,31.0,,,,,263.9095688000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.89429790000577,263.9095688000016,263.9095688000016,264.40974460000143,264.40974460000143,266.9094624999998,266.9094624999998,266.89367330000096,space,1.0,0.5646353999982239,None,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,32.0,32.0,32.0,,,,,266.9094624999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.89444920000096,266.9094624999998,266.9094624999998,267.40953920000175,267.40953920000175,269.9096991000042,269.9096991000042,269.89398500000243,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
1.0,"[-0.64, 0.4]",None,,,,,0.0,33.0,33.0,33.0,,,,,269.9096991000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.89487799999915,269.9096991000042,269.9096991000042,270.40948919999937,270.40948919999937,272.9094374000051,272.9094374000051,272.89369409999927,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
7.0,"[0.3, 0]",None,,,,,0.0,34.0,34.0,34.0,,,,,272.9094374000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.8943995000009,272.9094374000051,272.9094374000051,273.409533500002,273.409533500002,275.9093706999993,275.9093706999993,275.89304950000223,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
7.0,"[0.3, 0]",space,,,,,0.0,35.0,35.0,35.0,,,,,275.9093706999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.89339050000126,275.9093706999993,275.9093706999993,276.4096085000056,276.4096085000056,278.9094530000002,278.9094530000002,278.893419,space,1.0,0.3664217999976245,None,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
11.0,"[-0.64, -0.4]",None,,,,,0.0,36.0,36.0,36.0,,,,,278.9094530000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.89409590000287,278.9094530000002,278.9094530000002,279.40939459999936,279.40939459999936,281.9092941000053,281.9092941000053,281.89371270000265,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,37.0,37.0,37.0,,,,,281.9092941000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.89468240000133,281.9092941000053,281.9092941000053,282.40954359999887,282.40954359999887,284.90916400000424,284.90916400000424,284.893441500004,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,38.0,38.0,38.0,,,,,284.90916400000424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.89406070000405,284.90916400000424,284.90916400000424,285.4094108999998,285.4094108999998,287.90924449999875,287.90924449999875,287.8934303999995,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,39.0,39.0,39.0,,,,,287.90924449999875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.8941563000044,287.90924449999875,287.90924449999875,288.40931360000104,288.40931360000104,290.909264599999,290.909264599999,290.8932752000037,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.89375490000384,290.909264599999,290.909264599999,306.34449049999967,space,15.433632100000978,None,,,,,,,,,,,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,0.0,0.0,0.0,307.35863280000194,,,,,,,,,,,,,,,,,,,,,,,,306.3445321000036,306.35895059999893,307.35863280000194,307.3432440000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.3555090000009,307.35863280000194,307.35863280000194,307.85899540000537,307.85899540000537,310.3589445000034,310.3589445000034,310.3431421999994,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0.0,1.0,1.0,1.0,310.3589445000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.34415340000123,310.3589445000034,310.3589445000034,310.8590041999996,310.8590041999996,313.3586832000001,313.3586832000001,313.3428356000004,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,2.0,2.0,2.0,313.3586832000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.34344989999954,313.3586832000001,313.3586832000001,313.85896190000494,313.85896190000494,316.3588708000025,316.3588708000025,316.3428161000047,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0.0,3.0,3.0,3.0,316.3588708000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.34347210000124,316.3588708000025,316.3588708000025,316.85868850000406,316.85868850000406,319.3586712000033,319.3586712000033,319.3426829000018,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,4.0,4.0,4.0,319.3586712000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.34325230000104,319.3586712000033,319.3586712000033,319.85882349999883,319.85882349999883,322.35858949999965,322.35858949999965,322.3428561000037,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.2, -0.1]",space,,,,,,,,,0.0,5.0,5.0,5.0,322.35858949999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.3434828000027,322.35858949999965,322.35858949999965,322.85868130000017,322.85868130000017,325.35858920000464,325.35858920000464,325.3427118000036,space,1.0,1.262696199999482,None,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,6.0,6.0,6.0,325.35858920000464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.3436714999989,325.35858920000464,325.35858920000464,325.8587126000057,325.8587126000057,328.3585897000012,328.3585897000012,328.34290670000337,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0.0,7.0,7.0,7.0,328.3585897000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.3436714999989,328.3585897000012,328.3585897000012,328.85866860000533,328.85866860000533,331.35858010000084,331.35858010000084,331.3428715000045,None,1.0,,,,,,,nback25,1.0,2023-12-13_18h22.37.815,untitled,2023.2.3,60.031973030312656,2023-12-13 19h04.52.040410 -0500,
