Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
550.7764,,EndofStart,99,
550.7764,Calibration,,99,
556.3308,,EndofCalibration,99,
556.3308,Tutorial,,99,
1048.189,,EndofTutorial,99,
1048.189,Rest,,99,
1348.195,,EndofRest,99,
1348.248,Feedback,,99,
1357.612,Experimental,,99,
1398.015,Experimental,,0,_A1_CI_NSI_R180x
1420.472,Experimental,,1,_B1_CI_NSI_R0
1435.466,Experimental,,2,_A2_AC_SI_R180z
1458.839,Experimental,,3,_B2_AC_SI_R180x
1473.766,Feedback,,99,
1478.409,Experimental,,99,
1478.409,Experimental,,4,_A3_CI_NSI_R120z
1503.797,Experimental,,5,_B3_AC_SI_R180y
1524.946,Experimental,,6,_A4_AC_SI_R180x
1534.996,Experimental,,7,_B4_C_SI_R180y
1548.598,Feedback,,99,
1551.425,Experimental,,99,
1551.425,Experimental,,8,_A5_AC_SI_R180y
1575.335,Experimental,,9,_B5_C_SI_R120z
1590.636,Experimental,,10,_A6_AC_SI_R180z
1607.174,Experimental,,11,_B6_CI_NSI_R180x
1616.423,Feedback,,99,
1619.035,Experimental,,99,
1619.035,Experimental,,12,_A7_C_NSI_R180z
1636.927,Experimental,,13,_B7_AC_SI_R90z
1653.322,Experimental,,14,_A8_C_SI_R180y
1665.922,Experimental,,15,_B8_AC_SI_R60z
1676.289,Feedback,,99,
1678.796,Experimental,,99,
1678.796,Experimental,,16,_A9_C_NSI_R180y
1687.062,Experimental,,17,_B9_C_NSI_R90z
1708.849,Experimental,,18,_A10_C_SI_R180x
1720.444,Experimental,,19,_B10_C_NSI_R180x
1751.299,Feedback,,99,
1754.571,Experimental,,99,
1754.571,Experimental,,20,_A11_AC_SI_R180y
1763.89,Experimental,,21,_B11_CI_NSI_R120z
1783.984,Experimental,,22,_A12_C_NSI_R180x
1801.143,Experimental,,23,_B12_C_SI_R180x
1820.054,Feedback,,99,
1822.799,Experimental,,99,
1822.799,Experimental,,24,_A13_CI_NSI_R180x
1839.07,Experimental,,25,_B13_AC_SI_R180x
1855.957,Experimental,,26,_A14_AC_SI_R180x
1877.396,Experimental,,27,_B14_AC_SI_R180y
1905.979,Feedback,,99,
1909.055,Experimental,,99,
1909.055,Experimental,,28,_A15_C_SI_R120z
1930.98,Experimental,,29,_B15_CI_NSI_R180y
1946.965,Experimental,,30,_A16_CI_NSI_R0
1965.23,Experimental,,31,_B16_C_NSI_R180y
1996.007,Feedback,,99,
1999.436,,EndofExperiment,99,
