Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
672.3197,,EndofStart,99,
672.3197,Calibration,,99,
675.6951,,EndofCalibration,99,
675.6951,Tutorial,,99,
1212.039,,EndofTutorial,99,
1212.039,Rest,,99,
1512.039,,EndofRest,99,
1512.098,Feedback,,99,
1517.88,Experimental,,99,
1526.43,Experimental,,0,_A1_CI_NSI_R180x
1569.33,Experimental,,1,_B1_CI_NSI_R0
1590.231,Experimental,,2,_A2_AC_SI_R180z
1614.435,Experimental,,3,_B2_AC_SI_R180x
1648.565,Feedback,,99,
1654.247,Experimental,,99,
1654.247,Experimental,,4,_A3_CI_NSI_R120z
1682.161,Experimental,,5,_B3_AC_SI_R180y
1701.041,Experimental,,6,_A4_AC_SI_R180x
1721.887,Experimental,,7,_B4_C_SI_R180y
1748.906,Feedback,,99,
1753.717,Experimental,,99,
1753.717,Experimental,,8,_A5_AC_SI_R180y
1774.43,Experimental,,9,_B5_C_SI_R120z
1807.087,Experimental,,10,_A6_AC_SI_R180z
1825.936,Experimental,,11,_B6_CI_NSI_R180x
1834.897,Feedback,,99,
1837.085,Experimental,,99,
1837.085,Experimental,,12,_A7_C_NSI_R180z
1855.821,Experimental,,13,_B7_AC_SI_R90z
1871.705,Experimental,,14,_A8_C_SI_R180y
1902.759,Experimental,,15,_B8_AC_SI_R60z
1914.818,Feedback,,99,
1916.374,Experimental,,99,
1916.374,Experimental,,16,_A9_C_NSI_R180y
1956.421,Experimental,,17,_B9_C_NSI_R90z
1990.814,Experimental,,18,_A10_C_SI_R180x
2018.285,Experimental,,19,_B10_C_NSI_R180x
2046.625,Feedback,,99,
2049.344,Experimental,,99,
2049.344,Experimental,,20,_A11_AC_SI_R180y
2062.742,Experimental,,21,_B11_CI_NSI_R120z
2096.869,Experimental,,22,_A12_C_NSI_R180x
2110.531,Experimental,,23,_B12_C_SI_R180x
2126.075,Feedback,,99,
2127.463,Experimental,,99,
2127.463,Experimental,,24,_A13_CI_NSI_R180x
2142.87,Experimental,,25,_B13_AC_SI_R180x
2156.211,Experimental,,26,_A14_AC_SI_R180x
2193.378,Experimental,,27,_B14_AC_SI_R180y
2205.144,Feedback,,99,
2206.372,Experimental,,99,
2206.372,Experimental,,28,_A15_C_SI_R120z
2221.29,Experimental,,29,_B15_CI_NSI_R180y
2241.461,Experimental,,30,_A16_CI_NSI_R0
2257.36,Experimental,,31,_B16_C_NSI_R180y
2265.782,Feedback,,99,
2267.304,,EndofExperiment,99,
