square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 104
,,,,,,,,,,,,,,,,,0.001243699924089,0.0036096000112593,0.0036096000112593,0.0036096000112593,2419.2982695000246,space,2419.2919797999784,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback10,1.0,2023-12-07_19h15.11.770,untitled,2023.2.3,60.09593715699712,2023-12-07 19h15.26.445572 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,2421.3130476999795,,,,,,,,,,2419.298321099952,2419.3132768999785,2419.3132768999785,2419.3132768999785,2419.3132768999785,2419.3132768999785,2419.3132768999785,2419.3132768999785,2419.3132768999785,2419.3132768999785,2419.3132768999785,2419.3132768999785,2419.3132768999785,2420.296916799969,2420.2969286999432,2420.313109299983,2421.3130476999795,2421.2969774999656,2421.310751299956,2421.3130476999795,2421.3130476999795,2421.796741800033,2421.813378999941,2424.296516899951,2424.3131839999696,2424.297346599982,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback10,1.0,2023-12-07_19h15.11.770,untitled,2023.2.3,60.09593715699712,2023-12-07 19h15.26.445572 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,2424.3131839999696,,,,,,,,,,,,,,,,,,,,,,,,,,,,2424.298135799938,2424.3131839999696,2424.3131839999696,2424.796500599943,2424.813115200028,2427.296514399932,2427.3134290999733,2427.296929799952,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback10,1.0,2023-12-07_19h15.11.770,untitled,2023.2.3,60.09593715699712,2023-12-07 19h15.26.445572 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,2427.3134290999733,,,,,,,,,,,,,,,,,,,,,,,,,,,,2427.297507099924,2427.3134290999733,2427.3134290999733,2427.7964382999344,2427.812925199978,2430.296397499973,2430.312946800026,2430.297248799936,space,1.0,0.4980205000611022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback10,1.0,2023-12-07_19h15.11.770,untitled,2023.2.3,60.09593715699712,2023-12-07 19h15.26.445572 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,2430.312946800026,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430.2982534000184,2430.312946800026,2430.312946800026,2430.796350399964,2430.8130689000245,2433.296571000013,2433.3130703999195,2433.297436099965,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback10,1.0,2023-12-07_19h15.11.770,untitled,2023.2.3,60.09593715699712,2023-12-07 19h15.26.445572 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,2433.3130703999195,,,,,,,,,,,,,,,,,,,,,,,,,,,,2433.2981179999188,2433.3130703999195,2433.3130703999195,2433.796299599926,2433.812886400032,2436.29633729998,2436.313125199988,2436.297331299982,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback10,1.0,2023-12-07_19h15.11.770,untitled,2023.2.3,60.09593715699712,2023-12-07 19h15.26.445572 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,2436.313125199988,,,,,,,,,,,,,,,,,,,,,,,,,,,,2436.2980958999838,2436.313125199988,2436.313125199988,2436.796295800013,2436.812947999919,2439.296287099947,2439.3128683000105,2439.296885999968,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback10,1.0,2023-12-07_19h15.11.770,untitled,2023.2.3,60.09593715699712,2023-12-07 19h15.26.445572 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,2439.3128683000105,,,,,,,,,,,,,,,,,,,,,,,,,,,,2439.2972752000205,2439.3128683000105,2439.3128683000105,2439.7963440000312,2439.812775700004,2442.29624029994,2442.31278129993,2442.2970487999264,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback10,1.0,2023-12-07_19h15.11.770,untitled,2023.2.3,60.09593715699712,2023-12-07 19h15.26.445572 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,2442.31278129993,,,,,,,,,,,,,,,,,,,,,,,,,,,,2442.297869800008,2442.31278129993,2442.31278129993,2442.796206500032,2442.812875299948,2445.2961109000025,2445.3128559000324,2445.29695540003,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback10,1.0,2023-12-07_19h15.11.770,untitled,2023.2.3,60.09593715699712,2023-12-07 19h15.26.445572 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,2445.3128559000324,,,,,,,,,,,,,,,,,,,,,,,,,,,,2445.2976182999555,2445.3128559000324,2445.3128559000324,2445.812733999919,2445.812733999919,2448.312747900025,2448.312747900025,2448.297109799925,space,1.0,0.3927811000030488,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback10,1.0,2023-12-07_19h15.11.770,untitled,2023.2.3,60.09593715699712,2023-12-07 19h15.26.445572 -0500,
