square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
4,"[-0.2, 0.1]",space,,,,,0,19,19,19,,,,,217.6608555999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.6450840000034,217.6608555999992,217.6608555999992,218.14418870000372,218.16072980000172,220.64404160000413,220.64420880000398,space,1,0.5177106999981334,None,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
8,"[-0.2, -0.1]",None,,,,,0,20,20,20,,,,,220.6606449000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.64494060000288,220.6606449000028,220.6606449000028,221.1440494999988,221.16078389999893,223.6440500000026,223.64422860000195,None,1,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
5,"[0.2, 0.1]",None,,,,,0,21,21,21,,,,,223.6606759999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.64495040000475,223.6606759999995,223.6606759999995,224.1439676000009,224.16058270000212,226.64396750000014,226.64413810000406,None,1,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
5,"[0.2, 0.1]",space,,,,,0,22,22,22,,,,,226.66065489999892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.64489909999975,226.66065489999892,226.66065489999892,227.1438760000019,227.1604626000044,229.6439412000036,229.644120500001,space,1,0.528466000003391,None,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
1,"[-0.64, 0.4]",None,,,,,0,23,23,23,,,,,229.66078630000266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.64509890000045,229.66078630000266,229.66078630000266,230.14380560000427,230.16059479999967,232.64411010000185,232.64434289999917,None,1,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
3,"[0, 0.2]",None,,,,,0,24,24,24,,,,,232.6605772000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.64521439999953,232.6605772000039,232.6605772000039,233.1437145000018,233.1604604000022,235.64367450000282,235.64382450000267,None,1,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
6,"[-0.3, 0]",None,,,,,0,25,25,25,,,,,235.66067399999883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.64448880000418,235.66067399999883,235.66067399999883,236.14370190000045,236.16039399999863,238.6439700999981,238.64418690000457,None,1,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
1,"[-0.64, 0.4]",None,,,,,0,26,26,26,,,,,238.66041309999855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.6450402000046,238.66041309999855,238.66041309999855,239.1438668999981,239.16052460000355,241.64375470000232,241.6439528999981,None,1,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
1,"[-0.64, 0.4]",space,,,,,0,27,27,27,,,,,241.6603247000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.644736000002,241.6603247000021,241.6603247000021,242.14378450000368,242.16032560000167,244.64357949999976,244.64375690000452,space,1,0.74662630000239,None,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
1,"[-0.64, 0.4]",space,,,,,0,28,28,28,,,,,244.6601690000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.6445995000031,244.6601690000025,244.6601690000025,245.1436748000051,245.16045619999932,247.64368030000333,247.6438782000041,None,0,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
3,"[0, 0.2]",None,,,,,0,29,29,29,,,,,247.66046110000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.64463329999853,247.66046110000025,247.66046110000025,248.14358580000408,248.1604066,250.64369489999808,250.64388190000318,None,1,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
12,"[0.64, -0.4]",None,,,,,0,30,30,30,,,,,250.66024760000437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.6446483000036,250.66024760000437,250.66024760000437,251.14354580000509,251.16023110000242,253.64359849999892,253.64378410000063,None,1,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
12,"[0.64, -0.4]",space,,,,,0,31,31,31,,,,,253.66017909999937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.6444946000047,253.66017909999937,253.66017909999937,254.14357870000094,254.1601673000041,256.64351069999975,256.6436889000033,space,1,0.5758542000039597,None,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
2,"[0.64, 0.4]",None,,,,,0,32,32,32,,,,,256.66009950000443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.6446858999989,256.66009950000443,256.66009950000443,257.1435083000033,257.1602536999999,259.6434515000001,259.64363089999824,None,1,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
1,"[-0.64, 0.4]",None,,,,,0,33,33,33,,,,,259.66016360000503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.64439900000434,259.66016360000503,259.66016360000503,260.1434281000038,260.16010780000215,262.64336639999965,262.643542400001,None,1,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
7,"[0.3, 0]",None,,,,,0,34,34,34,,,,,262.66001620000316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.6443245000046,262.66001620000316,262.66001620000316,263.14339910000126,263.15997620000417,265.6432141000041,265.6433984000032,None,1,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
7,"[0.3, 0]",space,,,,,0,35,35,35,,,,,265.6598945000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.64414620000025,265.6598945000005,265.6598945000005,266.1432257999986,266.1599437000041,268.6433204999994,268.6434920000029,space,1,0.49241730000358075,None,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
11,"[-0.64, -0.4]",None,,,,,0,36,36,36,,,,,268.66011190000427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.6444258000047,268.66011190000427,268.66011190000427,269.14317740000115,269.1601303999996,271.643109800003,271.6432760000025,None,1,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
2,"[0.64, 0.4]",None,,,,,0,37,37,37,,,,,271.6599193000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.6440995000012,271.6599193000002,271.6599193000002,272.1433670000042,272.15990240000247,274.64300370000274,274.64315910000005,None,1,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
6,"[-0.3, 0]",None,,,,,0,38,38,38,,,,,274.6596866000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.6437473000042,274.6596866000036,274.6596866000036,275.1430094000025,275.1597858000023,277.64327510000294,277.64347540000017,None,1,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
10,"[0, -0.2]",None,,,,,0,39,39,39,,,,,277.65989529999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.6442922999995,277.65989529999933,277.65989529999933,278.14311610000004,278.159822499998,280.64321349999955,280.6434150999994,None,1,,,,,,,,,,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.6439551000003,280.65984690000187,280.65984690000187,294.1276790000047,space,13.456879899997148,None,,,,,,,,,,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,0,0,0,295.14366000000155,,,,,,,,,,,,,,,,,,,,,,,,294.1277235000016,294.14273780000076,295.14366000000155,295.1273541000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.14169460000267,295.14366000000155,295.14366000000155,295.64278580000246,295.64278580000246,298.1427368000004,298.1429169000039,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0,1,1,1,298.1593208999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.14377320000494,298.1593208999984,298.1593208999984,298.65942010000435,298.6426896999983,301.1428059000027,301.1430058000042,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,2,2,2,301.15954310000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.14382480000495,301.15954310000234,301.15954310000234,301.65939849999995,301.6425578999988,304.1428606000045,304.1430505000026,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,3,3,3,304.15926330000366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.1438315999985,304.15926330000366,304.15926330000366,304.6595024999988,304.6426285999987,307.1425470000031,307.1427315000037,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0, 0.2]",None,,,,,,,,,0,4,4,4,307.1593911000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.1435530000017,307.1593911000018,307.1593911000018,307.65930140000273,307.64263260000007,310.1426758000016,310.14286739999807,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.2, -0.1]",space,,,,,,,,,0,5,5,5,310.1593489000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.14360860000306,310.1593489000006,310.1593489000006,310.65927860000374,310.6426356000011,313.14254240000446,313.1427218000026,space,1,1.498517100000754,None,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0, -0.2]",None,,,,,,,,,0,6,6,6,313.15923199999816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.14376300000004,313.15923199999816,313.15923199999816,313.65905880000355,313.64246670000284,316.14245810000284,316.1426481000017,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0,7,7,7,316.15899280000303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.1433967999983,316.15899280000303,316.15899280000303,316.6591094000032,316.64250020000327,319.14247089999844,319.14264289999846,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.3, 0]",None,,,,,,,,,0,8,8,8,319.15906130000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.14342210000177,319.15906130000076,319.15906130000076,319.6591736000046,319.6423269000006,322.1424005000008,322.14257100000395,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.64, -0.4]",space,,,,,,,,,0,9,9,9,322.15891150000243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.14331870000024,322.15891150000243,322.15891150000243,322.6590834000017,322.6424518999993,325.1423982000051,325.14261709999846,space,1,0.5933084999996936,None,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0,10,10,10,325.15903719999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.14362860000256,325.15903719999915,325.15903719999915,325.65894839999964,325.6423303999982,328.14245810000284,328.142671900001,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,11,11,11,328.15902110000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.14351870000246,328.15902110000025,328.15902110000025,328.6588702000008,328.6422601000013,331.14231460000155,331.1425290000043,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.3, 0]",None,,,,,,,,,0,12,12,12,331.1589462000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.143399200002,331.1589462000047,331.1589462000047,331.65872780000063,331.6421005000011,334.14231429999927,334.1425128000046,space,0,1.4140589000016917,None,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.2, 0.1]",space,,,,,,,,,0,13,13,13,334.1589365000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.14348240000254,334.1589365000036,334.1589365000036,334.6587414000023,334.6420455000043,337.14216090000264,337.14234820000274,None,0,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,14,14,14,337.15897450000193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.1431353000007,337.15897450000193,337.15897450000193,337.6588589000021,337.64215310000145,340.14203439999983,340.142199300004,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0, 0.2]",None,,,,,,,,,0,15,15,15,340.15866749999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.14286300000094,340.15866749999986,340.15866749999986,340.6588611000043,340.6419903999995,343.1421743000028,343.1424010000046,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[-0.3, 0]",space,,,,,,,,,0,16,16,16,343.1588335999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.1432797000016,343.1588335999986,343.1588335999986,343.65867699999944,343.64211449999857,346.1420085999998,346.1421859000038,space,1,0.8449298999985331,None,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0,17,17,17,346.1588048000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.1432311000026,346.1588048000049,346.1588048000049,346.6586779999998,346.64202320000186,349.1420274999982,349.1422146000041,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[-0.2, -0.1]",None,,,,,,,,,0,18,18,18,349.15878460000386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.1429313999979,349.15878460000386,349.15878460000386,349.65853069999866,349.6418655000016,352.1419156999982,352.14207739999983,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,19,19,19,352.1583576999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.1427070999998,352.1583576999983,352.1583576999983,352.65847020000365,352.6420704999982,355.14201490000414,355.14222130000417,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,20,20,20,355.1586136000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.1430541000009,355.1586136000042,355.1586136000042,355.6586223999984,355.64184899999964,358.1417889000004,358.14196770000126,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0,21,21,21,358.1581944999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.14269340000465,358.1581944999998,358.1581944999998,358.6583826999995,358.64180820000183,361.14179430000513,361.14197570000397,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0, 0.2]",None,,,,,,,,,0,22,22,22,361.15857179999875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.1427016000016,361.15857179999875,361.15857179999875,361.65837000000465,361.64164000000164,364.1416484000001,364.1418119000009,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0,23,23,23,364.15833250000287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.14256210000167,364.15833250000287,364.15833250000287,364.6585170000035,364.6417954999997,367.14177510000445,367.1419720999984,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0, 0.2]",space,,,,,,,,,0,24,24,24,367.15833750000456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.14269400000194,367.15833750000456,367.15833750000456,367.658139500003,367.6415219999981,370.14148560000467,370.14164780000283,space,1,0.4455121999999392,None,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0,25,25,25,370.1583344000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.14256079999905,370.1583344000028,370.1583344000028,370.65824180000345,370.6414583000005,373.14161030000105,373.1418242,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.3, 0]",None,,,,,,,,,0,26,26,26,373.1581778000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.1427132000026,373.1581778000036,373.1581778000036,373.658308099999,373.64147629999934,376.1415233000007,376.14171519999945,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[-0.2, 0.1]",space,,,,,,,,,0,27,27,27,376.1582036000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.1424813000049,376.1582036000036,376.1582036000036,376.65805669999827,376.6414445000046,379.1414014000038,379.1415844000003,space,1,0.4943128999948385,None,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0,28,28,28,379.15806220000377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.1424834999998,379.15806220000377,379.15806220000377,379.6580682999993,379.6414186000038,382.1412694000028,382.1414461000022,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,29,29,29,382.1581064999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.1421356999999,382.1581064999991,382.1581064999991,382.65800010000385,382.64128450000135,385.14124340000126,385.14141799999925,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0,30,30,30,385.1580468000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.14209120000305,385.1580468000029,385.1580468000029,385.65795069999876,385.64128840000194,388.14119790000404,388.14137689999916,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0, -0.2]",None,,,,,,,,,0,31,31,31,388.1578451000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.1422529000047,388.1578451000023,388.1578451000023,388.658027999998,388.64147819999926,391.1412105999989,391.1413959999991,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[-0.64, -0.4]",space,,,,,,,,,0,32,32,32,391.1578340999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.14217310000095,391.1578340999986,391.1578340999986,391.65796870000486,391.641197500001,394.1413203999982,394.14151839999977,space,1,0.43668349999643397,None,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0,33,33,33,394.1577423999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.14250020000327,394.1577423999988,394.1577423999988,394.6577852000046,394.64105270000437,397.141277499999,397.1414758000028,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,34,34,34,397.1579000999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.1423164000007,397.1579000999991,397.1579000999991,397.65776500000356,397.6410632000043,400.14118489999964,400.14135109999916,None,1,,,,,,nback24,001,2023-12-13_13h29.05.845,untitled,2023.2.3,60.00247210146506,2023-12-13 14h07.51.588987 -0500,
