square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,response_0.stopped,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
5,"[0.2, 0.1]",None,,,,,0,1,1,1,,,,,2147.794870999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2147.780014000018,2147.794870999991,2147.794870999991,2148.2948154000333,2148.2948154000333,2150.794800600037,2150.794800600037,2150.7790573000093,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
6,"[-0.3, 0]",None,,,,,0,2,2,2,,,,,2150.794800600037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.779858499998,2150.794800600037,2150.794800600037,2151.2947526000207,2151.2947526000207,2153.7947125000064,2153.7947125000064,2153.7791568000102,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
6,"[-0.3, 0]",space,,,,,0,3,3,3,,,,,2153.7947125000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153.77992619999,2153.7947125000064,2153.7947125000064,2154.2947237000335,2154.2947237000335,2156.7945790000376,2156.7945790000376,2156.7786519000074,space,1,0.6871544999885373,None,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
12,"[0.64, -0.4]",None,,,,,0,4,4,4,,,,,2156.7945790000376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2156.779466600041,2156.7945790000376,2156.7945790000376,2157.2947737000068,2157.2947737000068,2159.7947236000327,2159.7947236000327,2159.779003600008,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
10,"[0, -0.2]",None,,,,,0,5,5,5,,,,,2159.7947236000327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159.7797494000406,2159.7947236000327,2159.7947236000327,2160.2945230000187,2160.2945230000187,2162.7944894999964,2162.7944894999964,2162.778817000042,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
2,"[0.64, 0.4]",None,,,,,0,6,6,6,,,,,2162.7944894999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162.779531500011,2162.7944894999964,2162.7944894999964,2163.2945450000116,2163.2945450000116,2165.794563900039,2165.794563900039,2165.7787867000443,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
9,"[0.2, -0.1]",None,,,,,0,7,7,7,,,,,2165.794563900039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2165.7795089000138,2165.794563900039,2165.794563900039,2166.2945056000026,2166.2945056000026,2168.794393100019,2168.794393100019,2168.7784519999987,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
9,"[0.2, -0.1]",space,,,,,0,8,8,8,,,,,2168.794393100019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168.7791137000313,2168.794393100019,2168.794393100019,2169.294476400013,2169.294476400013,2171.7943286999944,2171.7943286999944,2171.7786514000036,space,1,0.39172580000013113,None,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
6,"[-0.3, 0]",None,,,,,0,9,9,9,,,,,2171.7943286999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171.779315299995,2171.7943286999944,2171.7943286999944,2172.2943423000397,2172.2943423000397,2174.7944277999923,2174.7944277999923,2174.778573299991,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
11,"[-0.64, -0.4]",None,,,,,0,10,10,10,,,,,2174.7944277999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174.779312400031,2174.7944277999923,2174.7944277999923,2175.294390700001,2175.294390700001,2177.7941993999993,2177.7941993999993,2177.7784861000255,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
11,"[-0.64, -0.4]",space,,,,,0,11,11,11,,,,,2177.7941993999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2177.7791887000203,2177.7941993999993,2177.7941993999993,2178.2943443999975,2178.2943443999975,2180.7940755000454,2180.7940755000454,2180.778642899997,space,1,0.3606664999970235,None,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
4,"[-0.2, 0.1]",None,,,,,0,12,12,12,,,,,2180.7940755000454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2180.7794726000284,2180.7940755000454,2180.7940755000454,2181.294272100029,2181.294272100029,2183.7941760999965,2183.7941760999965,2183.778453900013,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
3,"[0, 0.2]",None,,,,,0,13,13,13,,,,,2183.7941760999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2183.7791733000195,2183.7941760999965,2183.7941760999965,2184.29421740002,2184.29421740002,2186.794044100039,2186.794044100039,2186.7785768000176,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
3,"[0, 0.2]",space,,,,,0,14,14,14,,,,,2186.794044100039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186.7793950000196,2186.794044100039,2186.794044100039,2187.2941251000157,2187.2941251000157,2189.794028400036,2189.794028400036,2189.778358999989,space,1,0.3219618999864906,None,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
8,"[-0.2, -0.1]",None,,,,,0,15,15,15,,,,,2189.794028400036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2189.7792661000276,2189.794028400036,2189.794028400036,2190.2941374999937,2190.2941374999937,2192.7940883000265,2192.7940883000265,2192.778519399988,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
1,"[-0.64, 0.4]",None,,,,,0,16,16,16,,,,,2192.7940883000265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192.779411000025,2192.7940883000265,2192.7940883000265,2193.2940428000293,2193.2940428000293,2195.7940138000413,2195.7940138000413,2195.778146800003,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
2,"[0.64, 0.4]",None,,,,,0,17,17,17,,,,,2195.7940138000413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195.7788350000046,2195.7940138000413,2195.7940138000413,2196.2940686999937,2196.2940686999937,2198.7939919999917,2198.7939919999917,2198.7781988999923,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
4,"[-0.2, 0.1]",None,,,,,0,18,18,18,,,,,2198.7939919999917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198.7788517000154,2198.7939919999917,2198.7939919999917,2199.2937956000096,2199.2937956000096,2201.793887100008,2201.793887100008,2201.7781814000336,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
4,"[-0.2, 0.1]",space,,,,,0,19,19,19,,,,,2201.793887100008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201.779013000021,2201.793887100008,2201.793887100008,2202.2938184000086,2202.2938184000086,2204.793805000023,2204.793805000023,2204.778066900035,space,1,0.40552650002064183,None,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
8,"[-0.2, -0.1]",None,,,,,0,20,20,20,,,,,2204.793805000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204.779070999997,2204.793805000023,2204.793805000023,2205.2937799000065,2205.2937799000065,2207.793919900025,2207.793919900025,2207.777954799996,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
5,"[0.2, 0.1]",None,,,,,0,21,21,21,,,,,2207.793919900025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2207.778776000021,2207.793919900025,2207.793919900025,2208.2937895000214,2208.2937895000214,2210.7938300000387,2210.7938300000387,2210.7781657000305,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
5,"[0.2, 0.1]",space,,,,,0,22,22,22,,,,,2210.7938300000387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210.7789888000116,2210.7938300000387,2210.7938300000387,2211.2937316999887,2211.2937316999887,2213.7936584000126,2213.7936584000126,2213.7777636999963,space,1,0.3197179000126198,None,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
1,"[-0.64, 0.4]",None,,,,,0,23,23,23,,,,,2213.7936584000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2213.7785769000184,2213.7936584000126,2213.7936584000126,2214.2936540000373,2214.2936540000373,2216.793598600023,2216.793598600023,2216.777962399996,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
3,"[0, 0.2]",None,,,,,0,24,24,24,,,,,2216.793598600023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2216.7787912000204,2216.793598600023,2216.793598600023,2217.2936615000363,2217.2936615000363,2219.793642900011,2219.793642900011,2219.7779589000274,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
6,"[-0.3, 0]",None,,,,,0,25,25,25,,,,,2219.793642900011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219.7787039999967,2219.793642900011,2219.793642900011,2220.293623100035,2220.293623100035,2222.793443500006,2222.793443500006,2222.7776939999894,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
1,"[-0.64, 0.4]",None,,,,,0,26,26,26,,,,,2222.793443500006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2222.7783183000283,2222.793443500006,2222.793443500006,2223.2935291000176,2223.2935291000176,2225.7933244000305,2225.7933244000305,2225.77786490001,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
1,"[-0.64, 0.4]",space,,,,,0,27,27,27,,,,,2225.7933244000305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225.7786793000414,2225.7933244000305,2225.7933244000305,2226.2935905000195,2226.2935905000195,2228.793412900006,2228.793412900006,2228.7778648000094,space,1,0.32209620001958683,None,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
1,"[-0.64, 0.4]",space,,,,,0,28,28,28,,,,,2228.793412900006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2228.7786934000324,2228.793412900006,2228.793412900006,2229.29345430003,2229.29345430003,2231.7933495999896,2231.7933495999896,2231.777654900041,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
3,"[0, 0.2]",None,,,,,0,29,29,29,,,,,2231.7933495999896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231.778366100043,2231.7933495999896,2231.7933495999896,2232.2934577999986,2232.2934577999986,2234.7932280999958,2234.7932280999958,2234.7777607000316,space,0,1.2008396000019275,None,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
12,"[0.64, -0.4]",None,,,,,0,30,30,30,,,,,2234.7932280999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2234.7787727999967,2234.7932280999958,2234.7932280999958,2235.2934247000376,2235.2934247000376,2237.793349899992,2237.793349899992,2237.777476200019,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
12,"[0.64, -0.4]",space,,,,,0,31,31,31,,,,,2237.793349899992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2237.77816430002,2237.793349899992,2237.793349899992,2238.293238400016,2238.293238400016,2240.793337400013,2240.793337400013,2240.776924500009,space,1,0.5968231000006199,None,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
2,"[0.64, 0.4]",None,,,,,0,32,32,32,,,,,2240.793337400013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.777581100003,2240.793337400013,2240.793337400013,2241.2932580999914,2241.2932580999914,2243.793260000006,2243.793260000006,2243.7774678000133,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
1,"[-0.64, 0.4]",None,,,,,0,33,33,33,,,,,2243.793260000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243.7781188000226,2243.793260000006,2243.793260000006,2244.2930839000037,2244.2930839000037,2246.7930620000116,2246.7930620000116,2246.7772761000087,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
7,"[0.3, 0]",None,,,,,0,34,34,34,,,,,2246.7930620000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2246.777931299992,2246.7930620000116,2246.7930620000116,2247.2930915000034,2247.2930915000034,2249.793012100039,2249.793012100039,2249.777061700006,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
7,"[0.3, 0]",space,,,,,0,35,35,35,,,,,2249.793012100039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249.7776446000207,2249.793012100039,2249.793012100039,2250.293012600043,2250.293012600043,2252.793111100036,2252.793111100036,2252.7772302000085,space,1,0.3855246999883093,None,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
11,"[-0.64, -0.4]",None,,,,,0,36,36,36,,,,,2252.793111100036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2252.778122799995,2252.793111100036,2252.793111100036,2253.293077600014,2253.293077600014,2255.7930134999915,2255.7930134999915,2255.7770759999985,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
2,"[0.64, 0.4]",None,,,,,0,37,37,37,,,,,2255.7930134999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255.777662300039,2255.7930134999915,2255.7930134999915,2256.292989700043,2256.292989700043,2258.7928219999885,2258.7928219999885,2258.7770175000187,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
6,"[-0.3, 0]",None,,,,,0,38,38,38,,,,,2258.7928219999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2258.777652300021,2258.7928219999885,2258.7928219999885,2259.2930221999995,2259.2930221999995,2261.7929111000267,2261.7929111000267,2261.777323300019,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
10,"[0, -0.2]",None,,,,,0,39,39,39,,,,,2261.7929111000267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261.7781362000387,2261.7929111000267,2261.7929111000267,2262.2928608999937,2262.2928608999937,2264.7928395000054,2264.7928395000054,2264.777086200018,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264.777620400011,2264.7928395000054,2264.7928395000054,2275.610970900045,space,10.813397800025996,None,,,,,,,,,,,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,0,0,0,2276.625833900005,,,,,,,,,,,,,,,,,,,,,,,,2275.6110115000047,2275.6258932999917,2276.625833900005,2276.610127800028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2276.6199244000018,2276.625833900005,2276.625833900005,2277.126004400023,2277.126004400023,2279.6258748000255,2279.6258748000255,2279.6101893000305,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0,1,1,1,2279.6258748000255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279.6111869000015,2279.6258748000255,2279.6258748000255,2280.1257692000363,2280.1257692000363,2282.6257232000353,2282.6257232000353,2282.6100035000127,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,2,2,2,2282.6257232000353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2282.6106874000398,2282.6257232000353,2282.6257232000353,2283.125683600025,2283.125683600025,2285.6258689000388,2285.6258689000388,2285.6101549000014,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,3,3,3,2285.6258689000388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285.610887399991,2285.6258689000388,2285.6258689000388,2286.125721600023,2286.125721600023,2288.625815300038,2288.625815300038,2288.6099343000096,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0, 0.2]",None,,,,,,,,,0,4,4,4,2288.625815300038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2288.6105939000263,2288.625815300038,2288.625815300038,2289.1256887000054,2289.1256887000054,2291.6257794999983,2291.6257794999983,2291.609999700042,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.2, -0.1]",space,,,,,,,,,0,5,5,5,2291.6257794999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2291.6107503999956,2291.6257794999983,2291.6257794999983,2292.125652000017,2292.125652000017,2294.62555300002,2294.62555300002,2294.6100155999884,None,0,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0, -0.2]",None,,,,,,,,,0,6,6,6,2294.62555300002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2294.610865900002,2294.62555300002,2294.62555300002,2295.125431900029,2295.125431900029,2297.625645300024,2297.625645300024,2297.6098059000215,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0,7,7,7,2297.625645300024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2297.6106270000455,2297.625645300024,2297.625645300024,2298.125521500013,2298.125521500013,2300.6255724999937,2300.6255724999937,2300.6098409999977,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.3, 0]",None,,,,,,,,,0,8,8,8,2300.6255724999937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.6105872000335,2300.6255724999937,2300.6255724999937,2301.1254876999883,2301.1254876999883,2303.625535900006,2303.625535900006,2303.609961600043,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.64, -0.4]",space,,,,,,,,,0,9,9,9,2303.625535900006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2303.6108023000415,2303.625535900006,2303.625535900006,2304.12544969999,2304.12544969999,2306.625553700025,2306.625553700025,2306.6097125000088,None,0,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0,10,10,10,2306.625553700025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2306.610587400035,2306.625553700025,2306.625553700025,2307.125523500028,2307.125523500028,2309.6253968999954,2309.6253968999954,2309.609647300036,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,11,11,11,2309.6253968999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309.6104500000365,2309.6253968999954,2309.6253968999954,2310.125351099996,2310.125351099996,2312.62528919999,2312.62528919999,2312.60959430004,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
,"[0.3, 0]",None,,,,,,,,,0,12,12,12,2312.62528919999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2312.610284299997,2312.62528919999,2312.62528919999,2313.125245800009,2313.125245800009,2315.6253306000144,2315.6253306000144,2315.6096719999914,None,1,,,,,,,nback54,001,2024-01-15_16h53.27.255,untitled,2023.2.3,59.978143951533674,2024-01-15 17h14.40.591200 -0500,
