Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
725.9783,,EndofStart,99,
725.9783,Calibration,,99,
730.0477,,EndofCalibration,99,
730.0477,Tutorial,,99,
1175.761,,EndofTutorial,99,
1175.761,Rest,,99,
1475.778,,EndofRest,99,
1475.832,Feedback,,99,
1484.887,Experimental,,99,
1492.218,Experimental,,0,_A1_CI_NSI_R180x
1521.839,Experimental,,1,_B1_CI_NSI_R0
1541.426,Experimental,,2,_A2_AC_SI_R180z
1564.66,Experimental,,3,_B2_AC_SI_R180x
1573.868,Feedback,,99,
1579.053,Experimental,,99,
1579.053,Experimental,,4,_A3_CI_NSI_R120z
1603.431,Experimental,,5,_B3_AC_SI_R180y
1625.292,Experimental,,6,_A4_AC_SI_R180x
1656.343,Experimental,,7,_B4_C_SI_R180y
1676.336,Feedback,,99,
1680.651,Experimental,,99,
1680.651,Experimental,,8,_A5_AC_SI_R180y
1716.484,Experimental,,9,_B5_C_SI_R120z
1742.605,Experimental,,10,_A6_AC_SI_R180z
1782.093,Experimental,,11,_B6_CI_NSI_R180x
1805.284,Feedback,,99,
1808.031,Experimental,,99,
1808.031,Experimental,,12,_A7_C_NSI_R180z
1832.248,Experimental,,13,_B7_AC_SI_R90z
1855.165,Experimental,,14,_A8_C_SI_R180y
1869.29,Experimental,,15,_B8_AC_SI_R60z
1882.33,Feedback,,99,
1884.673,Experimental,,99,
1884.673,Experimental,,16,_A9_C_NSI_R180y
1915.358,Experimental,,17,_B9_C_NSI_R90z
1931.491,Experimental,,18,_A10_C_SI_R180x
1953.515,Experimental,,19,_B10_C_NSI_R180x
1970.662,Feedback,,99,
1972.372,Experimental,,99,
1972.372,Experimental,,20,_A11_AC_SI_R180y
1976.598,Experimental,,21,_B11_CI_NSI_R120z
2003.847,Experimental,,22,_A12_C_NSI_R180x
2045.507,Experimental,,23,_B12_C_SI_R180x
2066.022,Feedback,,99,
2068.876,Experimental,,99,
2068.876,Experimental,,24,_A13_CI_NSI_R180x
2088.675,Experimental,,25,_B13_AC_SI_R180x
2114.568,Experimental,,26,_A14_AC_SI_R180x
2142.7,Experimental,,27,_B14_AC_SI_R180y
2156.579,Feedback,,99,
2159.045,Experimental,,99,
2159.045,Experimental,,28,_A15_C_SI_R120z
2182.954,Experimental,,29,_B15_CI_NSI_R180y
2195.906,Experimental,,30,_A16_CI_NSI_R0
2216.599,Experimental,,31,_B16_C_NSI_R180y
2246.441,Feedback,,99,
2248.968,,EndofExperiment,99,
