Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
459.7932,,EndofStart,99,
459.7932,Calibration,,99,
464.7685,,EndofCalibration,99,
464.7685,Tutorial,,99,
846.9016,,EndofTutorial,99,
846.9016,Rest,,99,
1146.905,,EndofRest,99,
1146.947,Feedback,,99,
1156.917,Experimental,,99,
1178.458,Experimental,,0,_A1_CI_NSI_R180x
1226.651,Experimental,,1,_B1_CI_NSI_R0
1243.599,Experimental,,2,_A2_AC_SI_R180z
1260.58,Experimental,,3,_B2_AC_SI_R180x
1269.749,Feedback,,99,
1278.182,Experimental,,99,
1278.182,Experimental,,4,_A3_CI_NSI_R120z
1295.129,Experimental,,5,_B3_AC_SI_R180y
1311.041,Experimental,,6,_A4_AC_SI_R180x
1318.62,Experimental,,7,_B4_C_SI_R180y
1332.747,Feedback,,99,
1338.786,Experimental,,99,
1338.786,Experimental,,8,_A5_AC_SI_R180y
1364.287,Experimental,,9,_B5_C_SI_R120z
1380.012,Experimental,,10,_A6_AC_SI_R180z
1395.207,Experimental,,11,_B6_CI_NSI_R180x
1405.858,Feedback,,99,
1416.992,Experimental,,99,
1416.992,Experimental,,12,_A7_C_NSI_R180z
1435.167,Experimental,,13,_B7_AC_SI_R90z
1449.022,Experimental,,14,_A8_C_SI_R180y
1467.313,Experimental,,15,_B8_AC_SI_R60z
1479.58,Feedback,,99,
1484.709,Experimental,,99,
1484.709,Experimental,,16,_A9_C_NSI_R180y
1503.375,Experimental,,17,_B9_C_NSI_R90z
1526.287,Experimental,,18,_A10_C_SI_R180x
1542.007,Experimental,,19,_B10_C_NSI_R180x
1566.457,Feedback,,99,
1580.917,Experimental,,99,
1580.917,Experimental,,20,_A11_AC_SI_R180y
1595.877,Experimental,,21,_B11_CI_NSI_R120z
1608.099,Experimental,,22,_A12_C_NSI_R180x
1623.398,Experimental,,23,_B12_C_SI_R180x
1641.956,Feedback,,99,
1648.164,Experimental,,99,
1648.164,Experimental,,24,_A13_CI_NSI_R180x
1662.561,Experimental,,25,_B13_AC_SI_R180x
1692.377,Experimental,,26,_A14_AC_SI_R180x
1738.558,Experimental,,27,_B14_AC_SI_R180y
1763.792,Feedback,,99,
1778.971,Experimental,,99,
1778.971,Experimental,,28,_A15_C_SI_R120z
1800.366,Experimental,,29,_B15_CI_NSI_R180y
1810.927,Experimental,,30,_A16_CI_NSI_R0
1831.43,Experimental,,31,_B16_C_NSI_R180y
1869.511,Feedback,,99,
1880.229,,EndofExperiment,99,
