Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
747.6693,,EndofStart,99,
747.6693,Calibration,,99,
752.166,,EndofCalibration,99,
752.166,Tutorial,,99,
1231.115,,EndofTutorial,99,
1231.115,Rest,,99,
1531.117,,EndofRest,99,
1531.176,Feedback,,99,
1539.191,Experimental,,99,
1547.904,Experimental,,0,_A1_CI_NSI_R180x
1570.821,Experimental,,1,_B1_CI_NSI_R0
1590.273,Experimental,,2,_A2_AC_SI_R180z
1606.686,Experimental,,3,_B2_AC_SI_R180x
1618.36,Feedback,,99,
1623.643,Experimental,,99,
1623.643,Experimental,,4,_A3_CI_NSI_R120z
1645.603,Experimental,,5,_B3_AC_SI_R180y
1661.173,Experimental,,6,_A4_AC_SI_R180x
1673.263,Experimental,,7,_B4_C_SI_R180y
1689.178,Feedback,,99,
1695.242,Experimental,,99,
1695.242,Experimental,,8,_A5_AC_SI_R180y
1714.901,Experimental,,9,_B5_C_SI_R120z
1735.995,Experimental,,10,_A6_AC_SI_R180z
1748.963,Experimental,,11,_B6_CI_NSI_R180x
1764.821,Feedback,,99,
1768.934,Experimental,,99,
1768.934,Experimental,,12,_A7_C_NSI_R180z
1799.562,Experimental,,13,_B7_AC_SI_R90z
1821.062,Experimental,,14,_A8_C_SI_R180y
1839.979,Experimental,,15,_B8_AC_SI_R60z
1854.48,Feedback,,99,
1857.603,Experimental,,99,
1857.603,Experimental,,16,_A9_C_NSI_R180y
1873.972,Experimental,,17,_B9_C_NSI_R90z
1890.997,Experimental,,18,_A10_C_SI_R180x
1907.56,Experimental,,19,_B10_C_NSI_R180x
1947.63,Feedback,,99,
1951.082,Experimental,,99,
1951.082,Experimental,,20,_A11_AC_SI_R180y
1966.865,Experimental,,21,_B11_CI_NSI_R120z
1987.72,Experimental,,22,_A12_C_NSI_R180x
2008.51,Experimental,,23,_B12_C_SI_R180x
2029.234,Feedback,,99,
2031.293,Experimental,,99,
2031.293,Experimental,,24,_A13_CI_NSI_R180x
2057.613,Experimental,,25,_B13_AC_SI_R180x
2079.758,Experimental,,26,_A14_AC_SI_R180x
2110.752,Experimental,,27,_B14_AC_SI_R180y
2132.342,Feedback,,99,
2134.535,Experimental,,99,
2134.535,Experimental,,28,_A15_C_SI_R120z
2149.968,Experimental,,29,_B15_CI_NSI_R180y
2168.303,Experimental,,30,_A16_CI_NSI_R0
2182.952,Experimental,,31,_B16_C_NSI_R180y
2209.577,Feedback,,99,
2211.384,,EndofExperiment,99,
