TimeShown,TimeAnswered,TimeDiff,IsCorrect,CurrentTrial,StimulusQuestion,TimeoutCounter
1453.554,1473.116,19.56152,False,0,_A1_CI_NSI_R180x,0
1475.163,1485.091,9.928467,True,1,_B1_CI_NSI_R0,0
1487.135,1505.655,18.5199,True,2,_A2_AC_SI_R180z,0
1507.798,1515.742,7.943481,False,3,_B2_AC_SI_R180x,0
1524.059,1546.036,21.97766,True,4,_A3_CI_NSI_R120z,0
1548.096,1558.176,10.08008,True,5,_B3_AC_SI_R180y,0
1560.246,1569.271,9.024658,True,6,_A4_AC_SI_R180x,0
1571.339,1585.488,14.14905,True,7,_B4_C_SI_R180y,0
1590.761,1605.756,14.99475,True,8,_A5_AC_SI_R180y,0
1607.841,1631.39,23.54822,True,9,_B5_C_SI_R120z,0
1633.465,1650.438,16.97302,True,10,_A6_AC_SI_R180z,0
1652.498,1663.573,11.07495,True,11,_B6_CI_NSI_R180x,0
1669.238,1684.762,15.52393,True,12,_A7_C_NSI_R180z,0
1686.799,1698.933,12.13452,True,13,_B7_AC_SI_R90z,0
1701.024,1716.053,15.02869,True,14,_A8_C_SI_R180y,0
1718.159,1723.527,5.36792,True,15,_B8_AC_SI_R60z,0
1728.686,1741.628,12.9425,True,16,_A9_C_NSI_R180y,0
1743.734,1768.141,24.40601,True,17,_B9_C_NSI_R90z,0
1770.213,1786.454,16.24072,True,18,_A10_C_SI_R180x,0
1788.53,1801.609,13.07922,True,19,_B10_C_NSI_R180x,0
1807.917,1814.655,6.738281,True,20,_A11_AC_SI_R180y,0
1817.068,1837.182,20.11487,True,21,_B11_CI_NSI_R120z,0
1839.28,1859.788,20.50867,True,22,_A12_C_NSI_R180x,0
1861.863,1871.815,9.951904,False,23,_B12_C_SI_R180x,0
1881.31,1890.945,9.635742,True,24,_A13_CI_NSI_R180x,0
1893.055,1901.168,8.112915,True,25,_B13_AC_SI_R180x,0
1903.23,1935.759,32.52844,False,26,_A14_AC_SI_R180x,0
1937.834,1953.017,15.18274,True,27,_B14_AC_SI_R180y,0
1957.592,1973.068,15.47583,True,28,_A15_C_SI_R120z,0
1975.156,1991.144,15.98865,True,29,_B15_CI_NSI_R180y,0
1993.22,2011.525,18.30444,True,30,_A16_CI_NSI_R0,0
2013.891,2042.647,28.7561,True,31,_B16_C_NSI_R180y,0
