TimeShown,TimeAnswered,TimeDiff,IsCorrect,CurrentTrial,StimulusQuestion,TimeoutCounter
1237.361,1249.147,11.78638,True,0,_A1_CI_NSI_R180x,0
1251.468,1262.947,11.479,True,1,_B1_CI_NSI_R0,0
1264.995,1280.94,15.94446,True,2,_A2_AC_SI_R180z,0
1282.987,1295.114,12.12659,True,3,_B2_AC_SI_R180x,0
1301.054,1308.499,7.44458,True,4,_A3_CI_NSI_R120z,0
1310.572,1326.763,16.19141,True,5,_B3_AC_SI_R180y,0
1328.817,1335.47,6.652832,True,6,_A4_AC_SI_R180x,0
1337.791,1352.734,14.94312,True,7,_B4_C_SI_R180y,0
1357.398,1366.983,9.585571,True,8,_A5_AC_SI_R180y,0
1369.026,1383.062,14.0365,True,9,_B5_C_SI_R120z,0
1385.118,1417.21,32.0918,True,10,_A6_AC_SI_R180z,0
1419.246,1426.595,7.349487,True,11,_B6_CI_NSI_R180x,0
1431.105,1446.502,15.39697,True,12,_A7_C_NSI_R180z,0
1448.567,1455.14,6.57251,False,13,_B7_AC_SI_R90z,0
1457.203,1472.789,15.58594,True,14,_A8_C_SI_R180y,0
1474.883,1482.837,7.953247,True,15,_B8_AC_SI_R60z,0
1487.2,1494.67,7.469849,True,16,_A9_C_NSI_R180y,0
1496.767,1514.98,18.21289,True,17,_B9_C_NSI_R90z,0
1517.045,1532.57,15.52417,True,18,_A10_C_SI_R180x,0
1534.646,1552.383,17.7373,False,19,_B10_C_NSI_R180x,0
1557.079,1563.848,6.769409,True,20,_A11_AC_SI_R180y,0
1565.908,1575.916,10.00781,True,21,_B11_CI_NSI_R120z,0
1577.983,1591.409,13.4259,True,22,_A12_C_NSI_R180x,0
1593.507,1610.073,16.56628,False,23,_B12_C_SI_R180x,0
1614.303,1626.486,12.18359,True,24,_A13_CI_NSI_R180x,0
1628.559,1640.109,11.54968,True,25,_B13_AC_SI_R180x,0
1642.164,1666.207,24.04297,True,26,_A14_AC_SI_R180x,0
1668.284,1677.17,8.886108,False,27,_B14_AC_SI_R180y,0
1681.371,1689.977,8.606201,True,28,_A15_C_SI_R120z,0
1692.043,1705.992,13.94971,False,29,_B15_CI_NSI_R180y,0
1708.066,1715.096,7.030518,True,30,_A16_CI_NSI_R0,0
1717.156,1726.613,9.45752,True,31,_B16_C_NSI_R180y,0
