square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 100
9.0,"[0.2, -0.1]",None,0.0,9.0,9.0,9.0,,,,,,,,,40.832144300002255,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.81663240000489,40.832144300002255,40.832144300002255,41.315488799999,41.332183400008944,43.815491200002725,43.81567789999826,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
8.0,"[-0.2, -0.1]",None,0.0,10.0,10.0,10.0,,,,,,,,,43.83213009999599,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.81640900000639,43.83213009999599,43.83213009999599,44.31555690000823,44.33220689999871,46.81548220000696,46.8156597000052,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
9.0,"[0.2, -0.1]",None,0.0,11.0,11.0,11.0,,,,,,,,,46.83205050000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.816342100006295,46.83205050000106,46.83205050000106,47.31531820000964,47.33208150000428,49.81531960000575,49.81549520000408,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
6.0,"[-0.3, 0]",None,0.0,12.0,12.0,12.0,,,,,,,,,49.83186550000392,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.816205000010086,49.83186550000392,49.83186550000392,50.31525670000701,50.33190170000307,52.81532930000685,52.81550440000137,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
9.0,"[0.2, -0.1]",None,0.0,13.0,13.0,13.0,,,,,,,,,52.8321275000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.81618320000416,52.8321275000053,52.8321275000053,53.3154205000028,53.33190420000756,55.81536330000381,55.81557259999681,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
7.0,"[0.3, 0]",None,0.0,14.0,14.0,14.0,,,,,,,,,55.83195269999851,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.816421499999706,55.83195269999851,55.83195269999851,56.31547060000594,56.33187010000984,58.81534090000787,58.815520700009074,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
2.0,"[0.64, 0.4]",None,0.0,15.0,15.0,15.0,,,,,,,,,58.83189250000578,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.81619730000966,58.83189250000578,58.83189250000578,59.315328900003806,59.33186230000865,61.81516379999812,61.81535190000432,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
2.0,"[0.64, 0.4]",None,0.0,16.0,16.0,16.0,,,,,,,,,61.83191449999868,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.81607149999763,61.83191449999868,61.83191449999868,62.31523049999669,62.331744800001616,64.81514259999676,64.8153408000071,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
11.0,"[-0.64, -0.4]",space,0.0,17.0,17.0,17.0,,,,,,,,,64.8318125000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.81612730000052,64.8318125000078,64.8318125000078,65.31532700000389,65.33173990000796,67.81507240000064,67.81524989999889,space,1.0,0.3882375999965006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
11.0,"[-0.64, -0.4]",space,0.0,18.0,18.0,18.0,,,,,,,,,67.83173550000356,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.81610930000897,67.83173550000356,67.83173550000356,68.31494890000613,68.33162710000761,70.81505900000047,70.81523390000802,space,1.0,0.3824719999975059,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
7.0,"[0.3, 0]",None,0.0,19.0,19.0,19.0,,,,,,,,,70.83167490000778,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.81611939999857,70.83167490000778,70.83167490000778,71.31520160000946,71.33169059999636,73.8150358999992,73.81520939999609,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
3.0,"[0, 0.2]",None,0.0,20.0,20.0,20.0,,,,,,,,,73.83159650000744,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.81588140000531,73.83159650000744,73.83159650000744,74.31496350000089,74.33175759999722,76.81485860000248,76.81500090000918,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
10.0,"[0, -0.2]",None,0.0,21.0,21.0,21.0,,,,,,,,,76.8314595999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.81546800000069,76.8314595999982,76.8314595999982,77.3148896000057,77.33154630000354,79.81492669999716,79.81511510000564,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
1.0,"[-0.64, 0.4]",None,0.0,22.0,22.0,22.0,,,,,,,,,79.83157710000523,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.81582380000327,79.83157710000523,79.83157710000523,80.31488449999597,80.33155950000219,82.81486559999757,82.81505109999853,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
2.0,"[0.64, 0.4]",None,0.0,23.0,23.0,23.0,,,,,,,,,82.83161400000972,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.81579330000386,82.83161400000972,82.83161400000972,83.31495220000215,83.33151960000396,85.8148949000024,85.81508650000615,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
6.0,"[-0.3, 0]",None,0.0,24.0,24.0,24.0,,,,,,,,,85.83135469999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.81573879999632,85.83135469999979,85.83135469999979,86.31488610000815,86.33140969999658,88.81480140000349,88.8149781000102,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
3.0,"[0, 0.2]",None,0.0,25.0,25.0,25.0,,,,,,,,,88.8314975000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.81568500000867,88.8314975000103,88.8314975000103,89.31483780000417,89.33136560001003,91.81463110000186,91.8147994000028,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
11.0,"[-0.64, -0.4]",space,0.0,26.0,26.0,26.0,,,,,,,,,91.83163129999592,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.81546730000991,91.83163129999592,91.83163129999592,92.31466610000643,92.33146070000656,94.81467550000524,94.81484520000232,space,1.0,0.3115393000043696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
1.0,"[-0.64, 0.4]",None,0.0,27.0,27.0,27.0,,,,,,,,,94.83132949999708,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.81567500000529,94.83132949999708,94.83132949999708,95.31474020000314,95.33121960000426,97.81454849999864,97.81474040000468,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
3.0,"[0, 0.2]",None,0.0,28.0,28.0,28.0,,,,,,,,,97.83128759999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.81542670000636,97.83128759999818,97.83128759999818,98.31459619999804,98.33116020000308,100.81451450000168,100.8146800000104,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
9.0,"[0.2, -0.1]",None,0.0,29.0,29.0,29.0,,,,,,,,,100.83116739999969,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.81530360000032,100.83116739999969,100.83116739999969,101.31458760000532,101.33118670000113,103.81446999999751,103.814641200006,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
8.0,"[-0.2, -0.1]",None,0.0,30.0,30.0,30.0,,,,,,,,,103.8310785000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.8152807000006,103.8310785000067,103.8310785000067,104.31439600000158,104.3308151000092,106.81430840000394,106.81443150000996,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
12.0,"[0.64, -0.4]",None,0.0,31.0,31.0,31.0,,,,,,,,,106.83080080000218,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8149776000064,106.83080080000218,106.83080080000218,107.31445240000905,107.33119320000696,109.81438630000048,109.81455510000524,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
9.0,"[0.2, -0.1]",None,0.0,32.0,32.0,32.0,,,,,,,,,109.83108250000804,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.8152412000054,109.83108250000804,109.83108250000804,110.31453289999628,110.33095050000702,112.81430470000488,112.81445590000658,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
11.0,"[-0.64, -0.4]",space,0.0,33.0,33.0,33.0,,,,,,,,,112.83095129999856,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.81504880001012,112.83095129999856,112.83095129999856,113.3145402000082,113.33113560000491,115.81436820000818,115.81453660000987,space,1.0,0.3535398999956669,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
7.0,"[0.3, 0]",None,0.0,34.0,34.0,34.0,,,,,,,,,115.83097320000525,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.81553249999706,115.83097320000525,115.83097320000525,116.31428720000258,116.33087649999652,118.81403150000553,118.81412720000662,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
11.0,"[-0.64, -0.4]",space,0.0,35.0,35.0,35.0,,,,,,,,,118.83072759999776,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.8145613000088,118.83072759999776,118.83072759999776,119.31417399999918,119.33091250000872,121.814378199997,121.81457010000304,space,1.0,0.4568809000047622,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
4.0,"[-0.2, 0.1]",None,0.0,36.0,36.0,36.0,,,,,,,,,121.83086499999628,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.81544200000644,121.83086499999628,121.83086499999628,122.31426210000063,122.33092459999898,124.81424190000688,124.81441240001004,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
5.0,"[0.2, 0.1]",None,0.0,37.0,37.0,37.0,,,,,,,,,124.83074340000168,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.81506930000614,124.83074340000168,124.83074340000168,125.31420970000909,125.33082470000954,127.81429470000148,127.81448620000448,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
6.0,"[-0.3, 0]",None,0.0,38.0,38.0,38.0,,,,,,,,,127.83089589999872,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.8152085000038,127.83089589999872,127.83089589999872,128.31414870001026,128.33067409999785,130.81408830000146,130.8142935000069,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
11.0,"[-0.64, -0.4]",space,0.0,39.0,39.0,39.0,,,,,,,,,130.83071660000132,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.8151199999993,130.83071660000132,130.83071660000132,131.31403500000306,131.3307741000026,133.81406060000882,133.81423960000393,space,1.0,0.3294737000105669,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.815053600003,133.83075190000818,133.83075190000818,145.01563039999746,space,11.181596800000989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,0.0,0.0,0.0,,,,,146.03465460000734,,,,,,,,,,,,,,,,,,,,,,,,145.0156685999973,145.03038189999643,146.03465460000734,146.01494670000102,,,,,,,,,,,,,,,,,,,146.0327421999973,146.03465460000734,146.03465460000734,146.53045109999948,146.54735360000632,149.03058279999823,149.0307730000059,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
5.0,"[0.2, 0.1]",None,,,,,0.0,1.0,1.0,1.0,,,,,149.04715840000426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.03179870000167,149.04715840000426,149.04715840000426,149.53034009999828,149.54709069999808,152.03025160000834,152.03042140000616,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,2.0,2.0,2.0,,,,,152.04708279999613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0311320000037,152.04708279999613,152.04708279999613,152.53028990000894,152.5470720000012,155.03026909999608,155.0304482000065,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
6.0,"[-0.3, 0]",space,,,,,0.0,3.0,3.0,3.0,,,,,155.04729990000487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.03127069999755,155.04729990000487,155.04729990000487,155.53036469999645,155.54717980000714,158.0303120000026,158.0305967000022,space,1.0,0.3172290000075008,None,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
12.0,"[0.64, -0.4]",None,,,,,0.0,4.0,4.0,4.0,,,,,158.04703660000814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0317272000102,158.04703660000814,158.04703660000814,158.53025589999743,158.54721289999725,161.03033660000074,161.03051470000355,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,5.0,5.0,5.0,,,,,161.04694559999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.03119200000947,161.04694559999916,161.04694559999916,161.53034480000497,161.5470326000068,164.03029049999896,164.03050030001032,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,6.0,6.0,6.0,,,,,164.04700259999663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.03131980000762,164.04700259999663,164.04700259999663,164.53019469999708,164.5469191000011,167.03018030000385,167.0303363999992,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
9.0,"[0.2, -0.1]",None,,,,,0.0,7.0,7.0,7.0,,,,,167.04683030000888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.03101420000894,167.04683030000888,167.04683030000888,167.53019330000097,167.5467564999999,170.03007010000874,170.03026870000758,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback46,1.0,2024-01-09_13h49.09.067,untitled,2023.2.3,59.92969048721344,2024-01-09 14h37.52.900746 -0500,
