square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 104
,,,,,,,,,,,,,,,,,0.0016684000147506,0.0044062999659217,0.0044062999659217,0.0044062999659217,113.01555810001446,space,113.00160960003268,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback37,1.0,2023-12-19_09h44.14.666,untitled,2023.2.3,60.15113574608547,2023-12-19 10h31.57.127869 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,115.03075109998464,,,,,,,,,,113.01559869997436,113.03077509999277,113.03077509999277,113.03077509999277,113.03077509999277,113.03077509999277,113.03077509999277,113.03077509999277,113.03077509999277,113.03077509999277,113.03077509999277,113.03077509999277,113.03077509999277,114.01443470001686,114.01444930001162,114.03058079996843,115.03075109998464,115.01503989996854,115.0276343000005,115.03075109998464,115.03075109998464,115.51409219997004,115.5305315000005,118.01395100000082,118.03055440000026,118.014631500002,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback37,1.0,2023-12-19_09h44.14.666,untitled,2023.2.3,60.15113574608547,2023-12-19 10h31.57.127869 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,118.03055440000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.01543709996622,118.03055440000026,118.03055440000026,118.5137829000014,118.53053270000964,121.01384259999033,121.03062809997935,121.01455079996958,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback37,1.0,2023-12-19_09h44.14.666,untitled,2023.2.3,60.15113574608547,2023-12-19 10h31.57.127869 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,121.03062809997935,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.01515069999732,121.03062809997935,121.03062809997935,121.51412870001514,121.53038519999244,124.01422800001455,124.030325300002,124.01492619997587,space,1.0,0.4412774000084027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback37,1.0,2023-12-19_09h44.14.666,untitled,2023.2.3,60.15113574608547,2023-12-19 10h31.57.127869 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,124.030325300002,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.01573619997362,124.030325300002,124.030325300002,124.51403630001003,124.5303371999762,127.01378579996526,127.0305912999902,127.0145807999652,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback37,1.0,2023-12-19_09h44.14.666,untitled,2023.2.3,60.15113574608547,2023-12-19 10h31.57.127869 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,127.0305912999902,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.01523859996814,127.0305912999902,127.0305912999902,127.51361279998672,127.53059099998792,130.01357139996253,130.03051919996506,130.0142601999687,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback37,1.0,2023-12-19_09h44.14.666,untitled,2023.2.3,60.15113574608547,2023-12-19 10h31.57.127869 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,130.03051919996506,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.01481909997528,130.03051919996506,130.03051919996506,130.5136971999891,130.530250300013,133.01360179996118,133.03046589996666,133.01442429999588,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback37,1.0,2023-12-19_09h44.14.666,untitled,2023.2.3,60.15113574608547,2023-12-19 10h31.57.127869 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,133.03046589996666,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0150741999969,133.03046589996666,133.03046589996666,133.51357139996253,133.53029419999802,136.01368929998716,136.03021850000368,136.01444920001086,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback37,1.0,2023-12-19_09h44.14.666,untitled,2023.2.3,60.15113574608547,2023-12-19 10h31.57.127869 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,136.03021850000368,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.01501149998512,136.03021850000368,136.03021850000368,136.51364839996677,136.53044010000303,139.013587799971,139.0301288999617,139.01429819996702,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback37,1.0,2023-12-19_09h44.14.666,untitled,2023.2.3,60.15113574608547,2023-12-19 10h31.57.127869 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,139.0301288999617,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.01491420000093,139.0301288999617,139.0301288999617,139.51367479999317,139.53019720001612,142.01383179996628,142.03030129999388,142.01479559997097,space,1.0,0.3334565000259317,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback37,1.0,2023-12-19_09h44.14.666,untitled,2023.2.3,60.15113574608547,2023-12-19 10h31.57.127869 -0500,
9.0,"[0.2, -0.1]",None,0.0,9.0,9.0,9.0,,,,,,,,,142.03030129999388,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0157051999704,142.03030129999388,142.03030129999388,142.52993239997886,142.52993239997886,145.03015459998278,145.03015459998278,145.01429600000847,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback37,1.0,2023-12-19_09h44.14.666,untitled,2023.2.3,60.15113574608547,2023-12-19 10h31.57.127869 -0500,
8.0,"[-0.2, -0.1]",None,0.0,10.0,10.0,10.0,,,,,,,,,145.03015459998278,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.01485689997207,145.03015459998278,145.03015459998278,145.51345809997292,145.5301609999733,148.013471400016,148.02987729996676,148.01419650000753,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback37,1.0,2023-12-19_09h44.14.666,untitled,2023.2.3,60.15113574608547,2023-12-19 10h31.57.127869 -0500,
9.0,"[0.2, -0.1]",None,0.0,11.0,11.0,11.0,,,,,,,,,148.02987729996676,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0148443999933,148.02987729996676,148.02987729996676,148.51325670001097,148.53008150000824,151.01365519996034,151.0298856999725,151.01447970001027,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback37,1.0,2023-12-19_09h44.14.666,untitled,2023.2.3,60.15113574608547,2023-12-19 10h31.57.127869 -0500,
6.0,"[-0.3, 0]",None,0.0,12.0,12.0,12.0,,,,,,,,,151.0298856999725,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.01510019996203,151.0298856999725,151.0298856999725,151.53014739998616,151.53014739998616,154.02986429998418,154.02986429998418,154.0143597999704,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback37,1.0,2023-12-19_09h44.14.666,untitled,2023.2.3,60.15113574608547,2023-12-19 10h31.57.127869 -0500,
9.0,"[0.2, -0.1]",None,0.0,13.0,13.0,13.0,,,,,,,,,154.02986429998418,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.01505649997853,154.02986429998418,154.02986429998418,154.51337729999796,154.5297705999692,157.0134079999989,157.02996119996533,157.0143688999815,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback37,1.0,2023-12-19_09h44.14.666,untitled,2023.2.3,60.15113574608547,2023-12-19 10h31.57.127869 -0500,
