square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
9,"[0.2, -0.1]",None,0,9,9,9,,,,,,,,,1760.9309591999918,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.9152440999896,1760.9309591999918,1760.9309591999918,1761.4142269999866,1761.4308771999931,1763.9144102999999,1763.9146142999962,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
8,"[-0.2, -0.1]",None,0,10,10,10,,,,,,,,,1763.9309802999924,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763.9153953999921,1763.9309802999924,1763.9309802999924,1764.4142766999867,1764.4308290999907,1766.914432999998,1766.914648799997,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
9,"[0.2, -0.1]",None,0,11,11,11,,,,,,,,,1766.930956199998,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.9155604999978,1766.930956199998,1766.930956199998,1767.4141971999925,1767.4308509999973,1769.9142588999966,1769.9144873999903,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
6,"[-0.3, 0]",None,0,12,12,12,,,,,,,,,1769.930892599994,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769.9152160999947,1769.930892599994,1769.930892599994,1770.414151399993,1770.4307655999874,1772.9141906999866,1772.9143794999982,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
9,"[0.2, -0.1]",None,0,13,13,13,,,,,,,,,1772.9308613999892,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.9151461000001,1772.9308613999892,1772.9308613999892,1773.4141658000008,1773.4307980999874,1775.914189099989,1775.9143847999949,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
7,"[0.3, 0]",None,0,14,14,14,,,,,,,,,1775.9307052999939,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775.9151949999941,1775.9307052999939,1775.9307052999939,1776.413947299996,1776.4307850999903,1778.91404589999,1778.9142327000009,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
2,"[0.64, 0.4]",None,0,15,15,15,,,,,,,,,1778.930934899996,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778.9149663999997,1778.930934899996,1778.930934899996,1779.4139638999914,1779.430692599999,1781.9141515999945,1781.9143398999877,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
2,"[0.64, 0.4]",None,0,16,16,16,,,,,,,,,1781.930667099994,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.9151041999867,1781.930667099994,1781.930667099994,1782.4139121999906,1782.4307695999887,1784.9140404999926,1784.9142401999998,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
11,"[-0.64, -0.4]",space,0,17,17,17,,,,,,,,,1784.9305793999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.9150636999984,1784.9305793999956,1784.9305793999956,1785.4140252999932,1785.4305154999893,1787.9137276999973,1787.9138712999993,space,1,0.4635539000009885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
11,"[-0.64, -0.4]",space,0,18,18,18,,,,,,,,,1787.9304231999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.9146082999941,1787.9304231999995,1787.9304231999995,1788.4140711999935,1788.4306254999974,1790.9139637999906,1790.91416819999,space,1,0.5189835999917705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
7,"[0.3, 0]",None,0,19,19,19,,,,,,,,,1790.9305700999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.9151173999999,1790.9305700999976,1790.9305700999976,1791.4137230999913,1791.4304496999976,1793.913799899994,1793.9139878999995,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
3,"[0, 0.2]",None,0,20,20,20,,,,,,,,,1793.9304115999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,1793.9147213999968,1793.9304115999985,1793.9304115999985,1794.4137413999997,1794.430600199994,1796.9138548999908,1796.9140565999987,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
10,"[0, -0.2]",None,0,21,21,21,,,,,,,,,1796.9303450000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,1796.9148079999868,1796.9303450000007,1796.9303450000007,1797.4138257999875,1797.4303609999915,1799.913791599989,1799.913996999996,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
1,"[-0.64, 0.4]",None,0,22,22,22,,,,,,,,,1799.9305779999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,1799.914806899993,1799.9305779999995,1799.9305779999995,1800.4137243000005,1800.430348599999,1802.913638099999,1802.913799499991,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
2,"[0.64, 0.4]",None,0,23,23,23,,,,,,,,,1802.9302904999931,,,,,,,,,,,,,,,,,,,,,,,,,,,,1802.9144925,1802.9302904999931,1802.9302904999931,1803.4135867000005,1803.4303789999976,1805.9136765000003,1805.9138422999968,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
6,"[-0.3, 0]",None,0,24,24,24,,,,,,,,,1805.9303484999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.9145700999943,1805.9303484999982,1805.9303484999982,1806.4134295999975,1806.4301873999939,1808.9135003999982,1808.9136515999999,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
3,"[0, 0.2]",None,0,25,25,25,,,,,,,,,1808.9302963999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.9142569999967,1808.9302963999944,1808.9302963999944,1809.4136855999968,1809.4304398999957,1811.9134658999974,1811.9136490999954,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
11,"[-0.64, -0.4]",space,0,26,26,26,,,,,,,,,1811.9300622999872,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811.9143505999964,1811.9300622999872,1811.9300622999872,1812.4135427,1812.4300625999895,1814.9134755999985,1814.9136643999955,space,1,0.43783629999961704,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
1,"[-0.64, 0.4]",None,0,27,27,27,,,,,,,,,1814.9300933999912,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.9145471999946,1814.9300933999912,1814.9300933999912,1815.4135537999973,1815.4301125999918,1817.9134653999936,1817.913644299988,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
3,"[0, 0.2]",None,0,28,28,28,,,,,,,,,1817.9300207999913,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817.9143370999955,1817.9300207999913,1817.9300207999913,1818.4132829999871,1818.429978199987,1820.913506500001,1820.9136609999987,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
9,"[0.2, -0.1]",None,0,29,29,29,,,,,,,,,1820.930024699992,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820.9143380999885,1820.930024699992,1820.930024699992,1821.413326599999,1821.429946999997,1823.9133830999926,1823.913572999998,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
8,"[-0.2, -0.1]",None,0,30,30,30,,,,,,,,,1823.9300122999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.914323399993,1823.9300122999994,1823.9300122999994,1824.4132820999948,1824.4299445999932,1826.9131900999928,1826.9133506999933,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
12,"[0.64, -0.4]",None,0,31,31,31,,,,,,,,,1826.929978699991,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826.9140008999966,1826.929978699991,1826.929978699991,1827.413420699988,1827.4299652999907,1829.913337799997,1829.9135161999875,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
9,"[0.2, -0.1]",None,0,32,32,32,,,,,,,,,1829.9300484999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829.914243399995,1829.9300484999985,1829.9300484999985,1830.4132998999994,1830.4299646,1832.9131678999984,1832.9133316999942,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
11,"[-0.64, -0.4]",space,0,33,33,33,,,,,,,,,1832.9299948999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832.9140780999878,1832.9299948999978,1832.9299948999978,1833.4130401000002,1833.4299355999974,1835.9132911999914,1835.9134901999932,space,1,0.47392829999444075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
7,"[0.3, 0]",None,0,34,34,34,,,,,,,,,1835.9297459999943,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835.9144591999939,1835.9297459999943,1835.9297459999943,1836.4130474999984,1836.4296929999982,1838.913091800001,1838.9132604999904,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
11,"[-0.64, -0.4]",space,0,35,35,35,,,,,,,,,1838.929555499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838.9139423999877,1838.929555499999,1838.929555499999,1839.4129828999867,1839.4296258999966,1841.913098399993,1841.913294099999,space,1,0.40078949999588076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
4,"[-0.2, 0.1]",None,0,36,36,36,,,,,,,,,1841.9296591999882,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841.9141155999969,1841.9296591999882,1841.9296591999882,1842.4129828999867,1842.429701000001,1844.9130436999985,1844.9132431999897,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
5,"[0.2, 0.1]",None,0,37,37,37,,,,,,,,,1844.9297159999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844.9140540999942,1844.9297159999987,1844.9297159999987,1845.4129740999924,1845.4297510999895,1847.913021100001,1847.9132092999935,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
6,"[-0.3, 0]",None,0,38,38,38,,,,,,,,,1847.9296705999877,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.9140198999958,1847.9296705999877,1847.9296705999877,1848.4129004999995,1848.4296543999953,1850.9129348999995,1850.9131038999913,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
11,"[-0.64, -0.4]",space,0,39,39,39,,,,,,,,,1850.9295408999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850.9137593999912,1850.9295408999897,1850.9295408999897,1851.4128675999964,1851.4295076999988,1853.912890599997,1853.9130611,space,1,0.644473200009088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853.9136673999892,1853.9297090999899,1853.9297090999899,1869.2140210999933,space,15.272814399999334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
10,"[0, -0.2]",None,,,,,0,0,0,0,,,,,1870.2308458999905,,,,,,,,,,,,,,,,,,,,,,,,1869.2140591999923,1869.2292543999938,1870.2308458999905,1870.2138057999982,,,,,,,,,,,,,,,,,,,1870.228885599994,1870.2308458999905,1870.2308458999905,1870.7292985999957,1870.7460300999956,1873.2291423999995,1873.2293130999897,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
5,"[0.2, 0.1]",None,,,,,0,1,1,1,,,,,1873.2457369999902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873.230152899996,1873.2457369999902,1873.2457369999902,1873.7293863999948,1873.745867599995,1876.2291671999992,1876.2293681999872,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
6,"[-0.3, 0]",None,,,,,0,2,2,2,,,,,1876.245860799987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1876.2302031,1876.245860799987,1876.245860799987,1876.7292761999997,1876.7457173000003,1879.2292582999944,1879.2294440999976,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
6,"[-0.3, 0]",space,,,,,0,3,3,3,,,,,1879.2456434999913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879.23023809999,1879.2456434999913,1879.2456434999913,1879.7291553999967,1879.7457840999996,1882.2291553999967,1882.2293273999967,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
12,"[0.64, -0.4]",None,,,,,0,4,4,4,,,,,1882.245763599989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882.230026499994,1882.245763599989,1882.245763599989,1882.7290532999905,1882.7455752999958,1885.228996699996,1885.2291646999947,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
10,"[0, -0.2]",None,,,,,0,5,5,5,,,,,1885.2456797999912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885.229747999998,1885.2456797999912,1885.2456797999912,1885.729007499991,1885.7455835,1888.2290614999947,1888.229213300001,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
2,"[0.64, 0.4]",None,,,,,0,6,6,6,,,,,1888.2455591999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888.2298190000001,1888.2455591999897,1888.2455591999897,1888.7290088000009,1888.7457385999878,1891.2290543999989,1891.2292394999968,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
9,"[0.2, -0.1]",None,,,,,0,7,7,7,,,,,1891.2455618999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891.2299719000002,1891.2455618999957,1891.2455618999957,1891.729087899992,1891.7454614999879,1894.2289710999903,1894.2291632999986,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
9,"[0.2, -0.1]",space,,,,,0,8,8,8,,,,,1894.2455289999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894.2298998999904,1894.2455289999925,1894.2455289999925,1894.7289132000005,1894.7454689999868,1897.228822399993,1897.2289984999952,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,nback45,001,2024-01-09_09h56.25.408,untitled,2023.2.3,60.01676868883973,2024-01-09 10h10.53.792646 -0500,
