TimeShown, TimeAnswered, TimeDiff, IsCorrect, CurrentTrial, StimulusQuestion, TimeoutCounter
1492.218,1519.774,27.55627,True,0,_A1_CI_NSI_R180x,0
1521.839,1539.34,17.50073,True,1,_B1_CI_NSI_R0,0
1541.426,1562.563,21.13733,True,2,_A2_AC_SI_R180z,0
1564.66,1571.782,7.122803,False,3,_B2_AC_SI_R180x,0
1579.053,1601.365,22.31213,True,4,_A3_CI_NSI_R120z,0
1603.431,1623.233,19.80261,True,5,_B3_AC_SI_R180y,0
1625.292,1654.297,29.00476,True,6,_A4_AC_SI_R180x,0
1656.343,1674.254,17.91125,True,7,_B4_C_SI_R180y,0
1680.651,1714.404,33.75281,True,8,_A5_AC_SI_R180y,0
1716.484,1740.27,23.78613,True,9,_B5_C_SI_R120z,0
1742.605,1779.995,37.38953,True,10,_A6_AC_SI_R180z,0
1782.093,1803.218,21.12537,True,11,_B6_CI_NSI_R180x,0
1808.031,1830.161,22.12988,True,12,_A7_C_NSI_R180z,0
1832.248,1853.084,20.83521,True,13,_B7_AC_SI_R90z,0
1855.165,1867.21,12.04565,True,14,_A8_C_SI_R180y,0
1869.29,1880.24,10.9502,True,15,_B8_AC_SI_R60z,0
1884.673,1913.258,28.58521,True,16,_A9_C_NSI_R180y,0
1915.358,1929.282,13.92468,True,17,_B9_C_NSI_R90z,0
1931.491,1951.417,19.92554,True,18,_A10_C_SI_R180x,0
1953.515,1968.548,15.03284,True,19,_B10_C_NSI_R180x,0
1972.372,1974.513,2.140747,True,20,_A11_AC_SI_R180y,0
1976.598,2001.76,25.16199,True,21,_B11_CI_NSI_R120z,0
2003.847,2043.408,39.56055,True,22,_A12_C_NSI_R180x,0
2045.507,2063.934,18.42688,False,23,_B12_C_SI_R180x,0
2068.876,2086.558,17.6814,True,24,_A13_CI_NSI_R180x,0
2088.675,2112.499,23.82422,False,25,_B13_AC_SI_R180x,0
2114.568,2140.618,26.05005,True,26,_A14_AC_SI_R180x,0
2142.7,2154.49,11.79028,True,27,_B14_AC_SI_R180y,0
2159.045,2180.838,21.79297,True,28,_A15_C_SI_R120z,0
2182.954,2193.836,10.88257,True,29,_B15_CI_NSI_R180y,0
2195.906,2214.514,18.6084,True,30,_A16_CI_NSI_R0,0
2216.599,2244.354,27.75537,True,31,_B16_C_NSI_R180y,0
