Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
373.9832,,EndofStart,99,
373.9832,Calibration,,99,
397.3472,,EndofCalibration,99,
397.3472,Tutorial,,99,
790.2454,,EndofTutorial,99,
790.2454,Rest,,99,
790.3133,Feedback,,99,
808.3914,Rest,,99,
1090.255,,EndofRest,99,
1090.303,Feedback,,99,
1099.328,Experimental,,99,
1120.924,Experimental,,0,_A1_CI_NSI_R180x
1165.8,Experimental,,1,_B1_CI_NSI_R0
1194.295,Experimental,,2,_A2_AC_SI_R180z
1223.972,Experimental,,3,_B2_AC_SI_R180x
1245.363,Feedback,,99,
1249.849,Experimental,,99,
1249.849,Experimental,,4,_A3_CI_NSI_R120z
1268.198,Experimental,,5,_B3_AC_SI_R180y
1291.351,Experimental,,6,_A4_AC_SI_R180x
1313.408,Experimental,,7,_B4_C_SI_R180y
1338.922,Feedback,,99,
1341.673,Experimental,,99,
1341.673,Experimental,,8,_A5_AC_SI_R180y
1390.974,Experimental,,9,_B5_C_SI_R120z
1410.834,Experimental,,10,_A6_AC_SI_R180z
1447.437,Experimental,,11,_B6_CI_NSI_R180x
1471.891,Feedback,,99,
1475.8,Experimental,,99,
1475.8,Experimental,,12,_A7_C_NSI_R180z
1494.214,Experimental,,13,_B7_AC_SI_R90z
1512.297,Experimental,,14,_A8_C_SI_R180y
1544.935,Experimental,,15,_B8_AC_SI_R60z
1566.162,Feedback,,99,
1568.631,Experimental,,99,
1568.631,Experimental,,16,_A9_C_NSI_R180y
1598.771,Experimental,,17,_B9_C_NSI_R90z
1621.156,Experimental,,18,_A10_C_SI_R180x
1639.448,Experimental,,19,_B10_C_NSI_R180x
1659.765,Feedback,,99,
1661.204,Experimental,,99,
1661.204,Experimental,,20,_A11_AC_SI_R180y
1681.172,Experimental,,21,_B11_CI_NSI_R120z
1712.85,Experimental,,22,_A12_C_NSI_R180x
1733.804,Experimental,,23,_B12_C_SI_R180x
1755.832,Feedback,,99,
1760.325,Experimental,,99,
1760.325,Experimental,,24,_A13_CI_NSI_R180x
1795.602,Experimental,,25,_B13_AC_SI_R180x
1823.779,Experimental,,26,_A14_AC_SI_R180x
1870.064,Experimental,,27,_B14_AC_SI_R180y
1903.217,Feedback,,99,
1904.753,Experimental,,99,
1904.753,Experimental,,28,_A15_C_SI_R120z
1942.403,Experimental,,29,_B15_CI_NSI_R180y
1959.772,Experimental,,30,_A16_CI_NSI_R0
1974.263,Experimental,,31,_B16_C_NSI_R180y
2000.297,Feedback,,99,
2004.807,,EndofExperiment,99,
