square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 104
,,,,,,,,,,,,,,,,,0.001382399990689,0.0039926999888848,0.0039926999888848,0.0039926999888848,1188.3631827000063,space,1188.348781699984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback32,1.0,2023-12-18_09h49.59.030,untitled,2023.2.3,60.08860665903411,2023-12-18 10h46.20.667931 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,1190.3782082999824,,,,,,,,,,1188.3632216999831,1188.3782728999795,1188.3782728999795,1188.3782728999795,1188.3782728999795,1188.3782728999795,1188.3782728999795,1188.3782728999795,1188.3782728999795,1188.3782728999795,1188.3782728999795,1188.3782728999795,1188.3782728999795,1189.3624044999888,1189.3624298000068,1189.378342799988,1190.3782082999824,1190.3623370999994,1190.3744983999932,1190.3782082999824,1190.3782082999824,1190.8617810999858,1190.878357299982,1193.361660399998,1193.378313199995,1193.362552499981,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback32,1.0,2023-12-18_09h49.59.030,untitled,2023.2.3,60.08860665903411,2023-12-18 10h46.20.667931 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,1193.378313199995,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.3635832,1193.378313199995,1193.378313199995,1193.8616900999914,1193.8782677999989,1196.3615201000066,1196.378174099984,1196.3622813999827,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback32,1.0,2023-12-18_09h49.59.030,untitled,2023.2.3,60.08860665903411,2023-12-18 10h46.20.667931 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,1196.378174099984,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196.3630010999914,1196.378174099984,1196.378174099984,1196.8615524999914,1196.8781721999983,1199.3616035000014,1199.3782419000054,1199.3625782000015,space,1.0,0.3986608000122942,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback32,1.0,2023-12-18_09h49.59.030,untitled,2023.2.3,60.08860665903411,2023-12-18 10h46.20.667931 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,1199.3782419000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.3637778999982,1199.3782419000054,1199.3782419000054,1199.8781345000025,1199.8781345000025,1202.378245400003,1202.378245400003,1202.362369999988,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback32,1.0,2023-12-18_09h49.59.030,untitled,2023.2.3,60.08860665903411,2023-12-18 10h46.20.667931 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,1202.378245400003,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202.3631446999789,1202.378245400003,1202.378245400003,1202.8614372999873,1202.8780176999862,1205.361450299999,1205.3781191000016,1205.362217499991,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback32,1.0,2023-12-18_09h49.59.030,untitled,2023.2.3,60.08860665903411,2023-12-18 10h46.20.667931 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,1205.3781191000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205.362974699994,1205.3781191000016,1205.3781191000016,1205.878138400003,1205.878138400003,1208.3781149999995,1208.3781149999995,1208.362521699979,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback32,1.0,2023-12-18_09h49.59.030,untitled,2023.2.3,60.08860665903411,2023-12-18 10h46.20.667931 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,1208.3781149999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208.363390899991,1208.3781149999995,1208.3781149999995,1208.8780366999854,1208.8780366999854,1211.3779803999932,1211.3779803999932,1211.3623834000027,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback32,1.0,2023-12-18_09h49.59.030,untitled,2023.2.3,60.08860665903411,2023-12-18 10h46.20.667931 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,1211.3779803999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211.363221799984,1211.3779803999932,1211.3779803999932,1211.8612605999806,1211.8779532999906,1214.3612817999965,1214.377981199999,1214.362276300002,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback32,1.0,2023-12-18_09h49.59.030,untitled,2023.2.3,60.08860665903411,2023-12-18 10h46.20.667931 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,1214.377981199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214.3631195999917,1214.377981199999,1214.377981199999,1214.8780055999814,1214.8780055999814,1217.377851199999,1217.377851199999,1217.361873499991,space,1.0,0.3857720000087283,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback32,1.0,2023-12-18_09h49.59.030,untitled,2023.2.3,60.08860665903411,2023-12-18 10h46.20.667931 -0500,
