Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
694.4442,,EndofStart,99,
694.4442,Calibration,,99,
697.6142,,EndofCalibration,99,
697.6142,Tutorial,,99,
1185.546,,EndofTutorial,99,
1185.546,Rest,,99,
1485.552,,EndofRest,99,
1485.609,Feedback,,99,
1495.796,Experimental,,99,
1520.327,Experimental,,0,_A1_CI_NSI_R180x
1541.876,Experimental,,1,_B1_CI_NSI_R0
1554.576,Experimental,,2,_A2_AC_SI_R180z
1575.237,Experimental,,3,_B2_AC_SI_R180x
1586.462,Feedback,,99,
1589.695,Experimental,,99,
1589.695,Experimental,,4,_A3_CI_NSI_R120z
1610.995,Experimental,,5,_B3_AC_SI_R180y
1624.001,Experimental,,6,_A4_AC_SI_R180x
1636.755,Experimental,,7,_B4_C_SI_R180y
1652.875,Feedback,,99,
1655.634,Experimental,,99,
1655.634,Experimental,,8,_A5_AC_SI_R180y
1674.833,Experimental,,9,_B5_C_SI_R120z
1693.735,Experimental,,10,_A6_AC_SI_R180z
1712.431,Experimental,,11,_B6_CI_NSI_R180x
1721.829,Feedback,,99,
1724.124,Experimental,,99,
1724.124,Experimental,,12,_A7_C_NSI_R180z
1737.386,Experimental,,13,_B7_AC_SI_R90z
1747.643,Experimental,,14,_A8_C_SI_R180y
1777.94,Experimental,,15,_B8_AC_SI_R60z
1789.549,Feedback,,99,
1791.268,Experimental,,99,
1791.268,Experimental,,16,_A9_C_NSI_R180y
1805.228,Experimental,,17,_B9_C_NSI_R90z
1828.797,Experimental,,18,_A10_C_SI_R180x
1843.582,Experimental,,19,_B10_C_NSI_R180x
1859.047,Feedback,,99,
1860.863,Experimental,,99,
1860.863,Experimental,,20,_A11_AC_SI_R180y
1874.942,Experimental,,21,_B11_CI_NSI_R120z
1896.953,Experimental,,22,_A12_C_NSI_R180x
1908.93,Experimental,,23,_B12_C_SI_R180x
1932.586,Feedback,,99,
1934.562,Experimental,,99,
1934.562,Experimental,,24,_A13_CI_NSI_R180x
1944.565,Experimental,,25,_B13_AC_SI_R180x
1956.318,Experimental,,26,_A14_AC_SI_R180x
1980.382,Experimental,,27,_B14_AC_SI_R180y
1993.919,Feedback,,99,
1996.323,Experimental,,99,
1996.323,Experimental,,28,_A15_C_SI_R120z
2008.79,Experimental,,29,_B15_CI_NSI_R180y
2031.081,Experimental,,30,_A16_CI_NSI_R0
2041.98,Experimental,,31,_B16_C_NSI_R180y
2056.129,Feedback,,99,
2057.891,,EndofExperiment,99,
