Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
494.0736,,EndofStart,99,
494.0736,Calibration,,99,
537.1347,,EndofCalibration,99,
537.1347,Tutorial,,99,
895.1418,,EndofTutorial,99,
895.1418,Rest,,99,
1195.148,,EndofRest,99,
1195.191,Feedback,,99,
1203.795,Experimental,,99,
1215.296,Experimental,,0,_A1_CI_NSI_R180x
1234.718,Experimental,,1,_B1_CI_NSI_R0
1250.399,Experimental,,2,_A2_AC_SI_R180z
1286.828,Experimental,,3,_B2_AC_SI_R180x
1307.529,Feedback,,99,
1310.836,Experimental,,99,
1310.836,Experimental,,4,_A3_CI_NSI_R120z
1333.05,Experimental,,5,_B3_AC_SI_R180y
1374.331,Experimental,,6,_A4_AC_SI_R180x
1388.41,Experimental,,7,_B4_C_SI_R180y
1410.433,Feedback,,99,
1412.546,Experimental,,99,
1412.546,Experimental,,8,_A5_AC_SI_R180y
1434.494,Experimental,,9,_B5_C_SI_R120z
1448.363,Experimental,,10,_A6_AC_SI_R180z
1474.153,Experimental,,11,_B6_CI_NSI_R180x
1500.805,Feedback,,99,
1502.502,Experimental,,99,
1502.502,Experimental,,12,_A7_C_NSI_R180z
1520.418,Experimental,,13,_B7_AC_SI_R90z
1538.119,Experimental,,14,_A8_C_SI_R180y
1553.112,Experimental,,15,_B8_AC_SI_R60z
1567.117,Feedback,,99,
1568.561,Experimental,,99,
1568.561,Experimental,,16,_A9_C_NSI_R180y
1599.784,Experimental,,17,_B9_C_NSI_R90z
1629.647,Experimental,,18,_A10_C_SI_R180x
1643.996,Experimental,,19,_B10_C_NSI_R180x
1668.119,Feedback,,99,
1669.959,Experimental,,99,
1669.959,Experimental,,20,_A11_AC_SI_R180y
1681.714,Experimental,,21,_B11_CI_NSI_R120z
1701.169,Experimental,,22,_A12_C_NSI_R180x
1714.738,Experimental,,23,_B12_C_SI_R180x
1725.278,Feedback,,99,
1726.979,Experimental,,99,
1726.979,Experimental,,24,_A13_CI_NSI_R180x
1749.667,Experimental,,25,_B13_AC_SI_R180x
1772.882,Experimental,,26,_A14_AC_SI_R180x
1794.505,Experimental,,27,_B14_AC_SI_R180y
1816.003,Feedback,,99,
1817.413,Experimental,,99,
1817.413,Experimental,,28,_A15_C_SI_R120z
1850.076,Experimental,,29,_B15_CI_NSI_R180y
1855.268,Experimental,,30,_A16_CI_NSI_R0
1883.405,Experimental,,31,_B16_C_NSI_R180y
1912.018,Feedback,,99,
1913.596,,EndofExperiment,99,
