Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
580.1199,,EndofStart,99,
580.1199,Calibration,,99,
588.0662,,EndofCalibration,99,
588.0662,Tutorial,,99,
1014.934,,EndofTutorial,99,
1014.934,Rest,,99,
1314.941,,EndofRest,99,
1314.995,Feedback,,99,
1319.913,Experimental,,99,
1345.178,Experimental,,0,_A1_CI_NSI_R180x
1365.317,Experimental,,1,_B1_CI_NSI_R0
1392.391,Experimental,,2,_A2_AC_SI_R180z
1413.152,Experimental,,3,_B2_AC_SI_R180x
1432.505,Feedback,,99,
1435.483,Experimental,,99,
1435.483,Experimental,,4,_A3_CI_NSI_R120z
1458.863,Experimental,,5,_B3_AC_SI_R180y
1468.055,Experimental,,6,_A4_AC_SI_R180x
1479.099,Experimental,,7,_B4_C_SI_R180y
1487.779,Feedback,,99,
1490.205,Experimental,,99,
1490.205,Experimental,,8,_A5_AC_SI_R180y
1507.07,Experimental,,9,_B5_C_SI_R120z
1518.303,Experimental,,10,_A6_AC_SI_R180z
1534.203,Experimental,,11,_B6_CI_NSI_R180x
1561.839,Feedback,,99,
1563.555,Experimental,,99,
1563.555,Experimental,,12,_A7_C_NSI_R180z
1575.439,Experimental,,13,_B7_AC_SI_R90z
1593.458,Experimental,,14,_A8_C_SI_R180y
1606.374,Experimental,,15,_B8_AC_SI_R60z
1613.321,Feedback,,99,
1615.403,Experimental,,99,
1615.403,Experimental,,16,_A9_C_NSI_R180y
1638.868,Experimental,,17,_B9_C_NSI_R90z
1667.252,Experimental,,18,_A10_C_SI_R180x
1682.77,Experimental,,19,_B10_C_NSI_R180x
1719.717,Feedback,,99,
1723.217,Experimental,,99,
1723.217,Experimental,,20,_A11_AC_SI_R180y
1734.099,Experimental,,21,_B11_CI_NSI_R120z
1775.008,Experimental,,22,_A12_C_NSI_R180x
1801.062,Experimental,,23,_B12_C_SI_R180x
1825.602,Feedback,,99,
1828.661,Experimental,,99,
1828.661,Experimental,,24,_A13_CI_NSI_R180x
1857.954,Experimental,,25,_B13_AC_SI_R180x
1876.268,Experimental,,26,_A14_AC_SI_R180x
1896.547,Experimental,,27,_B14_AC_SI_R180y
1920.651,Feedback,,99,
1923.497,Experimental,,99,
1923.497,Experimental,,28,_A15_C_SI_R120z
1946.291,Experimental,,29,_B15_CI_NSI_R180y
1959.307,Experimental,,30,_A16_CI_NSI_R0
1981.32,Experimental,,31,_B16_C_NSI_R180y
2024.638,Feedback,,99,
2027.603,,EndofExperiment,99,
