Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
600.1465,,EndofStart,99,
600.1465,Calibration,,99,
604.3455,,EndofCalibration,99,
604.3455,Tutorial,,99,
1042.116,,EndofTutorial,99,
1042.116,Rest,,99,
1342.123,,EndofRest,99,
1342.175,Feedback,,99,
1349.205,Experimental,,99,
1370.597,Experimental,,0,_A1_CI_NSI_R180x
1393.241,Experimental,,1,_B1_CI_NSI_R0
1404.218,Experimental,,2,_A2_AC_SI_R180z
1432.123,Experimental,,3,_B2_AC_SI_R180x
1447.077,Feedback,,99,
1450.459,Experimental,,99,
1450.459,Experimental,,4,_A3_CI_NSI_R120z
1481.914,Experimental,,5,_B3_AC_SI_R180y
1499.514,Experimental,,6,_A4_AC_SI_R180x
1517.339,Experimental,,7,_B4_C_SI_R180y
1534.454,Feedback,,99,
1537.075,Experimental,,99,
1537.075,Experimental,,8,_A5_AC_SI_R180y
1565.843,Experimental,,9,_B5_C_SI_R120z
1601.64,Experimental,,10,_A6_AC_SI_R180z
1631.131,Experimental,,11,_B6_CI_NSI_R180x
1641.385,Feedback,,99,
1644.341,Experimental,,99,
1644.341,Experimental,,12,_A7_C_NSI_R180z
1662.189,Experimental,,13,_B7_AC_SI_R90z
1683.356,Experimental,,14,_A8_C_SI_R180y
1702.881,Experimental,,15,_B8_AC_SI_R60z
1721.69,Feedback,,99,
1723.717,Experimental,,99,
1723.717,Experimental,,16,_A9_C_NSI_R180y
1747.206,Experimental,,17,_B9_C_NSI_R90z
1776.271,Experimental,,18,_A10_C_SI_R180x
1791.616,Experimental,,19,_B10_C_NSI_R180x
1822.437,Feedback,,99,
1826.181,Experimental,,99,
1826.181,Experimental,,20,_A11_AC_SI_R180y
1836.108,Experimental,,21,_B11_CI_NSI_R120z
1853.08,Experimental,,22,_A12_C_NSI_R180x
1875.07,Experimental,,23,_B12_C_SI_R180x
1900.658,Feedback,,99,
1903.374,Experimental,,99,
1903.374,Experimental,,24,_A13_CI_NSI_R180x
1913.338,Experimental,,25,_B13_AC_SI_R180x
1935.715,Experimental,,26,_A14_AC_SI_R180x
1969.655,Experimental,,27,_B14_AC_SI_R180y
1981.743,Feedback,,99,
1984.23,Experimental,,99,
1984.23,Experimental,,28,_A15_C_SI_R120z
2002.962,Experimental,,29,_B15_CI_NSI_R180y
2018.604,Experimental,,30,_A16_CI_NSI_R0
2032.749,Experimental,,31,_B16_C_NSI_R180y
2042.47,Feedback,,99,
2044.722,,EndofExperiment,99,
