square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 100
,,,,,,,,,,,,,,,,,0.0014307999517768,0.0051821999950334,0.0051821999950334,0.0051821999950334,2042.164126199903,space,2042.1555644999023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,2044.1846343999496,,,,,,,,,,2042.16417299991,2042.178932699957,2042.178932699957,2042.178932699957,2042.178932699957,2042.178932699957,2042.178932699957,2042.178932699957,2042.178932699957,2042.178932699957,2042.178932699957,2042.178932699957,2042.178932699957,2043.1631673999364,2043.163193699904,2043.179060800001,2044.1846343999496,2044.163349099923,2044.182769999956,2044.1846343999496,2044.1846343999496,2044.6625133999623,2044.6956782999916,2047.162162099965,2047.1791355999885,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,2047.195689599961,,,,,,,,,,,,,,,,,,,,,,,,,,,,2047.1800720999015,2047.195689599961,2047.195689599961,2047.6624768999168,2047.695645199972,2050.162166199996,2050.1792417999823,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,2050.195607199916,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.1801158000017,2050.195607199916,2050.195607199916,2050.678826599964,2050.695372599992,2053.1787863998907,2053.178959199926,space,1.0,0.3499297000234946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,2053.1955615999177,,,,,,,,,,,,,,,,,,,,,,,,,,,,2053.1800167999463,2053.1955615999177,2053.1955615999177,2053.678814499988,2053.695724099991,2056.1787748999195,2056.178979599965,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,2056.1955787999323,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056.1797938999957,2056.1955787999323,2056.1955787999323,2056.678734499961,2056.695454599918,2059.1786181998905,2059.1787857000018,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,2059.195533399936,,,,,,,,,,,,,,,,,,,,,,,,,,,,2059.1793755999533,2059.195533399936,2059.195533399936,2059.678762499941,2059.695376599906,2062.178451399901,2062.178580899956,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,2062.1953690999653,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062.1789264999097,2062.1953690999653,2062.1953690999653,2062.6785112998914,2062.6954648999963,2065.178714299924,2065.1789026999613,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,2065.19520629989,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065.1796089999843,2065.19520629989,2065.19520629989,2065.678714299924,2065.695317699923,2068.17941969994,2068.1801140999887,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,2068.195599199971,,,,,,,,,,,,,,,,,,,,,,,,,,,,2068.182846499956,2068.195599199971,2068.195599199971,2068.6786630999995,2068.6953569999896,2071.1785145999165,2071.1787092998857,space,1.0,0.376622200012207,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
9.0,"[0.2, -0.1]",None,0.0,9.0,9.0,9.0,,,,,,,,,2071.1952496999875,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071.1795923999744,2071.1952496999875,2071.1952496999875,2071.6783815999515,2071.695143999997,2074.178686299944,2074.1789062999887,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
8.0,"[-0.2, -0.1]",None,0.0,10.0,10.0,10.0,,,,,,,,,2074.1951899999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.179723499925,2074.1951899999985,2074.1951899999985,2074.678465999896,2074.695007499889,2077.1785332999425,2077.1787445999216,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
9.0,"[0.2, -0.1]",None,0.0,11.0,11.0,11.0,,,,,,,,,2077.19501409994,,,,,,,,,,,,,,,,,,,,,,,,,,,,2077.1795782999834,2077.19501409994,2077.19501409994,2077.6785809999565,2077.694963499904,2080.178477199981,2080.178665799904,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
6.0,"[-0.3, 0]",None,0.0,12.0,12.0,12.0,,,,,,,,,2080.1949761,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080.1793828998925,2080.1949761,2080.1949761,2080.6783959999448,2080.6949974999297,2083.178457199945,2083.17864869989,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
9.0,"[0.2, -0.1]",None,0.0,13.0,13.0,13.0,,,,,,,,,2083.19505129999,,,,,,,,,,,,,,,,,,,,,,,,,,,,2083.17936989991,2083.19505129999,2083.19505129999,2083.678238299908,2083.694845099933,2086.178338799975,2086.1785621999297,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
7.0,"[0.3, 0]",None,0.0,14.0,14.0,14.0,,,,,,,,,2086.195064199972,,,,,,,,,,,,,,,,,,,,,,,,,,,,2086.179402799928,2086.195064199972,2086.195064199972,2086.6781850999687,2086.694713499979,2089.178215999971,2089.178386799991,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
2.0,"[0.64, 0.4]",None,0.0,15.0,15.0,15.0,,,,,,,,,2089.194823599886,,,,,,,,,,,,,,,,,,,,,,,,,,,,2089.179043799988,2089.194823599886,2089.194823599886,2089.67830629996,2089.6949785999022,2092.1782232999103,2092.178422999917,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
2.0,"[0.64, 0.4]",None,0.0,16.0,16.0,16.0,,,,,,,,,2092.19469699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,2092.179185399902,2092.19469699997,2092.19469699997,2092.677869199892,2092.6946291999197,2095.1782001999677,2095.178404199891,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
11.0,"[-0.64, -0.4]",space,0.0,17.0,17.0,17.0,,,,,,,,,2095.1946857000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095.1792196999304,2095.1946857000003,2095.1946857000003,2095.678098999895,2095.694644999923,2098.1781344999326,2098.178229699959,space,1.0,0.3004578000400215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
11.0,"[-0.64, -0.4]",space,0.0,18.0,18.0,18.0,,,,,,,,,2098.194735899917,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098.1786157999886,2098.194735899917,2098.194735899917,2098.678091699956,2098.6946361999726,2101.1780284999404,2101.1782079999102,space,1.0,0.4539064000127837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
7.0,"[0.3, 0]",None,0.0,19.0,19.0,19.0,,,,,,,,,2101.194720099913,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101.1791824999964,2101.194720099913,2101.194720099913,2101.6779141000006,2101.694545199978,2104.1780835998943,2104.1783398999837,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
3.0,"[0, 0.2]",None,0.0,20.0,20.0,20.0,,,,,,,,,2104.194508999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,2104.179150799988,2104.194508999936,2104.194508999936,2104.6780053999973,2104.694729299983,2107.1780416999245,2107.178261199966,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
10.0,"[0, -0.2]",None,0.0,21.0,21.0,21.0,,,,,,,,,2107.194591499981,,,,,,,,,,,,,,,,,,,,,,,,,,,,2107.179108299897,2107.194591499981,2107.194591499981,2107.67783099995,2107.6944189999485,2110.177913899999,2110.178116499912,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
1.0,"[-0.64, 0.4]",None,0.0,22.0,22.0,22.0,,,,,,,,,2110.1945022,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110.1788970999187,2110.1945022,2110.1945022,2110.677900999901,2110.694418899948,2113.1777736999798,2113.1779567999765,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
2.0,"[0.64, 0.4]",None,0.0,23.0,23.0,23.0,,,,,,,,,2113.1943670999026,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113.178559999913,2113.1943670999026,2113.1943670999026,2113.6779045999283,2113.694484799984,2116.177659899928,2116.177826699917,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
6.0,"[-0.3, 0]",None,0.0,24.0,24.0,24.0,,,,,,,,,2116.1943696999224,,,,,,,,,,,,,,,,,,,,,,,,,,,,2116.178436799906,2116.1943696999224,2116.1943696999224,2116.6776566999038,2116.694412999903,2119.1777064999333,2119.1779023999115,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback71,1.0,2024-01-23_16h41.22.558,untitled,2023.2.3,59.9244113440032,2024-01-23 17h04.31.855993 -0500,
