square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
4,"[-0.2, 0.1]",space,,,,,0,19,19,19,,,,,1778.6194738000631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778.6042531999992,1778.6194738000631,1778.6194738000631,1779.1194636999862,1779.1194636999862,1781.6194746000692,1781.6194746000692,1781.6038215999724,space,1,0.3870164999971166,None,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
8,"[-0.2, -0.1]",None,,,,,0,20,20,20,,,,,1781.6194746000692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.604678899981,1781.6194746000692,1781.6194746000692,1782.1194554000394,1782.1194554000394,1784.6194563000463,1784.6194563000463,1784.6039254000643,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
5,"[0.2, 0.1]",None,,,,,0,21,21,21,,,,,1784.6194563000463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.6048584000673,1784.6194563000463,1784.6194563000463,1785.1193484000396,1785.1193484000396,1787.6193196000531,1787.6193196000531,1787.603745899978,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
5,"[0.2, 0.1]",space,,,,,0,22,22,22,,,,,1787.6193196000531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.6045799000422,1787.6193196000531,1787.6193196000531,1788.1192799999844,1788.1192799999844,1790.619289400056,1790.619289400056,1790.6038578000152,space,1,0.5023409000132233,None,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
1,"[-0.64, 0.4]",None,,,,,0,23,23,23,,,,,1790.619289400056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.60493650008,1790.619289400056,1790.619289400056,1791.119305600063,1791.119305600063,1793.619387999992,1793.619387999992,1793.6033459000755,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
3,"[0, 0.2]",None,,,,,0,24,24,24,,,,,1793.619387999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1793.6040166000603,1793.619387999992,1793.619387999992,1794.1191835000645,1794.1191835000645,1796.6190188999753,1796.6190188999753,1796.603195499978,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
6,"[-0.3, 0]",None,,,,,0,25,25,25,,,,,1796.6190188999753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1796.6038828999735,1796.6190188999753,1796.6190188999753,1797.1191009000177,1797.1191009000177,1799.6190446000546,1799.6190446000546,1799.6031701000175,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
1,"[-0.64, 0.4]",None,,,,,0,26,26,26,,,,,1799.6190446000546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1799.6037763999775,1799.6190446000546,1799.6190446000546,1800.1189536000602,1800.1189536000602,1802.6190328000812,1802.6190328000812,1802.6035501000006,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
1,"[-0.64, 0.4]",space,,,,,0,27,27,27,,,,,1802.6190328000812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1802.6045017000288,1802.6190328000812,1802.6190328000812,1803.1190664999885,1803.1190664999885,1805.6189540000632,1805.6189540000632,1805.603321100003,space,1,0.39594969991594553,None,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
1,"[-0.64, 0.4]",space,,,,,0,28,28,28,,,,,1805.6189540000632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.604331200011,1805.6189540000632,1805.6189540000632,1806.1191324000247,1806.1191324000247,1808.6188435000367,1808.6188435000367,1808.6030111999717,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
3,"[0, 0.2]",None,,,,,0,29,29,29,,,,,1808.6188435000367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.6037065000273,1808.6188435000367,1808.6188435000367,1809.118856200017,1809.118856200017,1811.6189596999902,1811.6189596999902,1811.6028208000353,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
12,"[0.64, -0.4]",None,,,,,0,30,30,30,,,,,1811.6189596999902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811.6035905000754,1811.6189596999902,1811.6189596999902,1812.1187912999885,1812.1187912999885,1814.6187941000098,1814.6187941000098,1814.6032149000093,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
12,"[0.64, -0.4]",space,,,,,0,31,31,31,,,,,1814.6187941000098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.6039830000373,1814.6187941000098,1814.6187941000098,1815.1186017000582,1815.1186017000582,1817.6188337000785,1817.6188337000785,1817.6029046999756,space,1,0.4089177999412641,None,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
2,"[0.64, 0.4]",None,,,,,0,32,32,32,,,,,1817.6188337000785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817.6037113000639,1817.6188337000785,1817.6188337000785,1818.1187628000043,1818.1187628000043,1820.6187397000613,1820.6187397000613,1820.6031432000455,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
1,"[-0.64, 0.4]",None,,,,,0,33,33,33,,,,,1820.6187397000613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820.6040284000337,1820.6187397000613,1820.6187397000613,1821.118675100035,1821.118675100035,1823.6188001000555,1823.6188001000555,1823.602553499979,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
7,"[0.3, 0]",None,,,,,0,34,34,34,,,,,1823.6188001000555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.6030590999871,1823.6188001000555,1823.6188001000555,1824.1186903000344,1824.1186903000344,1826.6186956000747,1826.6186956000747,1826.602722999989,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
7,"[0.3, 0]",space,,,,,0,35,35,35,,,,,1826.6186956000747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826.6034192000516,1826.6186956000747,1826.6186956000747,1827.1185446999734,1827.1185446999734,1829.6186456000432,1829.6186456000432,1829.602720099967,space,1,0.491143099963665,None,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
11,"[-0.64, -0.4]",None,,,,,0,36,36,36,,,,,1829.6186456000432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829.6034861999797,1829.6186456000432,1829.6186456000432,1830.1185840000398,1830.1185840000398,1832.6183821000159,1832.6183821000159,1832.602866500034,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
2,"[0.64, 0.4]",None,,,,,0,37,37,37,,,,,1832.6183821000159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832.6036940000486,1832.6183821000159,1832.6183821000159,1833.1186388999922,1833.1186388999922,1835.618421799969,1835.618421799969,1835.6025269000093,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
6,"[-0.3, 0]",None,,,,,0,38,38,38,,,,,1835.618421799969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835.6032529000659,1835.618421799969,1835.618421799969,1836.118501399993,1836.118501399993,1838.6183299999684,1838.6183299999684,1838.602788100019,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
10,"[0, -0.2]",None,,,,,0,39,39,39,,,,,1838.6183299999684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838.6035521000158,1838.6183299999684,1838.6183299999684,1839.118322000024,1839.118322000024,1841.6184982999694,1841.6184982999694,1841.60252830002,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841.6029769000597,1841.6184982999694,1841.6184982999694,1855.9696016000817,space,14.337319800048135,None,,,,,,,,,,,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,0,0,0,1856.9845443000086,,,,,,,,,,,,,,,,,,,,,,,,1855.9696453000652,1855.9846320999786,1856.9845443000086,1856.9692167000612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856.9778723000782,1856.9845443000086,1856.9845443000086,1857.4848736000713,1857.4848736000713,1859.984774200013,1859.984774200013,1859.9689599999692,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0,1,1,1,1859.984774200013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1859.9698094000341,1859.984774200013,1859.984774200013,1860.4847861999879,1860.4847861999879,1862.9846265000524,1862.9846265000524,1862.96845080005,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,2,2,2,1862.9846265000524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862.96875920007,1862.9846265000524,1862.9846265000524,1863.484679199988,1863.484679199988,1865.984530900023,1865.984530900023,1865.9687656000024,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,3,3,3,1865.984530900023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865.9695163000142,1865.984530900023,1865.984530900023,1866.4845873999875,1866.4845873999875,1868.984575200011,1868.984575200011,1868.9687612999696,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0, 0.2]",None,,,,,,,,,0,4,4,4,1868.984575200011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868.9694074,1868.984575200011,1868.984575200011,1869.4845785000362,1869.4845785000362,1871.9845749000087,1871.9845749000087,1871.968863200047,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0.2, -0.1]",space,,,,,,,,,0,5,5,5,1871.9845749000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1871.9696509999922,1871.9845749000087,1871.9845749000087,1872.4845991000766,1872.4845991000766,1874.9842481000815,1874.9842481000815,1874.9681125000352,space,1,0.39313680003397167,None,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0, -0.2]",None,,,,,,,,,0,6,6,6,1874.9842481000815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874.9686206000624,1874.9842481000815,1874.9842481000815,1875.484555299976,1875.484555299976,1877.9842597000534,1877.9842597000534,1877.9683910000604,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0,7,7,7,1877.9842597000534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877.9689717000583,1877.9842597000534,1877.9842597000534,1878.484403999988,1878.484403999988,1880.9843148000073,1880.9843148000073,1880.9685135000618,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0.3, 0]",None,,,,,,,,,0,8,8,8,1880.9843148000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880.9691083000507,1880.9843148000073,1880.9843148000073,1881.484227500041,1881.484227500041,1883.9842951999744,1883.9842951999744,1883.9684731999878,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0.64, -0.4]",space,,,,,,,,,0,9,9,9,1883.9842951999744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883.969147900003,1883.9842951999744,1883.9842951999744,1884.4841294999933,1884.4841294999933,1886.9843713999726,1886.9843713999726,1886.9684252999723,space,1,0.42897719994653016,None,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0,10,10,10,1886.9843713999726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886.9692503999686,1886.9843713999726,1886.9843713999726,1887.4843101999722,1887.4843101999722,1889.9841302999994,1889.9841302999994,1889.9683539000107,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,11,11,11,1889.9841302999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889.968945599976,1889.9841302999994,1889.9841302999994,1890.4840598000446,1890.4840598000446,1892.9842860000208,1892.9842860000208,1892.9684427999891,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0.3, 0]",None,,,,,,,,,0,12,12,12,1892.9842860000208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892.9691603999818,1892.9842860000208,1892.9842860000208,1893.484161100001,1893.484161100001,1895.9840902000433,1895.9840902000433,1895.9683706000214,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0.2, 0.1]",space,,,,,,,,,0,13,13,13,1895.9840902000433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895.9690590000246,1895.9840902000433,1895.9840902000433,1896.4843079000711,1896.4843079000711,1898.9840804999694,1898.9840804999694,1898.9683664999902,space,1,0.5849850999657065,None,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,14,14,14,1898.9840804999694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898.9692772000562,1898.9840804999694,1898.9840804999694,1899.4841012000106,1899.4841012000106,1901.9839709000662,1901.9839709000662,1901.9682910999982,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0, 0.2]",None,,,,,,,,,0,15,15,15,1901.9839709000662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1901.9689679000294,1901.9839709000662,1901.9839709000662,1902.4838666999713,1902.4838666999713,1904.9839110000758,1904.9839110000758,1904.968102300074,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[-0.3, 0]",space,,,,,,,,,0,16,16,16,1904.9839110000758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904.968698300072,1904.9839110000758,1904.9839110000758,1905.4839366000379,1905.4839366000379,1907.9837494000094,1907.9837494000094,1907.9681968999794,space,1,0.5804332999978215,None,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0,17,17,17,1907.9837494000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907.9691068000393,1907.9837494000094,1907.9837494000094,1908.4839257000713,1908.4839257000713,1910.9839036000194,1910.9839036000194,1910.968046599999,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[-0.2, -0.1]",None,,,,,,,,,0,18,18,18,1910.9839036000194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910.968686599983,1910.9839036000194,1910.9839036000194,1911.4837903999723,1911.4837903999723,1913.9838716000086,1913.9838716000086,1913.9683703000192,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,19,19,19,1913.9838716000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913.9691951000132,1913.9838716000086,1913.9838716000086,1914.4838003000477,1914.4838003000477,1916.9837580000749,1916.9837580000749,1916.9680170000065,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,20,20,20,1916.9837580000749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916.9687083000317,1916.9837580000749,1916.9837580000749,1917.483654999989,1917.483654999989,1919.9837123000761,1919.9837123000761,1919.9678294999758,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0,21,21,21,1919.9837123000761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919.9684295000043,1919.9837123000761,1919.9837123000761,1920.4836527999723,1920.4836527999723,1922.9837447999744,1922.9837447999744,1922.9678875000682,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0, 0.2]",None,,,,,,,,,0,22,22,22,1922.9837447999744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922.968535299995,1922.9837447999744,1922.9837447999744,1923.4836766000371,1923.4836766000371,1925.9833407000406,1925.9833407000406,1925.9672343999846,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0,23,23,23,1925.9833407000406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925.9676632999908,1925.9833407000406,1925.9833407000406,1926.4835592000745,1926.4835592000745,1928.9834950000513,1928.9834950000513,1928.9676894000731,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0, 0.2]",space,,,,,,,,,0,24,24,24,1928.9834950000513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928.9684352000477,1928.9834950000513,1928.9834950000513,1929.4834511000663,1929.4834511000663,1931.9835013999837,1931.9835013999837,1931.967645799974,space,1,0.4105120999738574,None,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0,25,25,25,1931.9835013999837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931.9684120999882,1931.9835013999837,1931.9835013999837,1932.4835635999916,1932.4835635999916,1934.9833784999792,1934.9833784999792,1934.967092600069,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0.3, 0]",None,,,,,,,,,0,26,26,26,1934.9833784999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934.9674303000793,1934.9833784999792,1934.9833784999792,1935.4834071000805,1935.4834071000805,1937.9833133000648,1937.9833133000648,1937.967483000015,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[-0.2, 0.1]",space,,,,,,,,,0,27,27,27,1937.9833133000648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937.968117200071,1937.9833133000648,1937.9833133000648,1938.4834105999907,1938.4834105999907,1940.9833387000253,1940.9833387000253,1940.9673119999934,space,1,0.4343888000585139,None,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0,28,28,28,1940.9833387000253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.9680856000632,1940.9833387000253,1940.9833387000253,1941.4832704999717,1941.4832704999717,1943.9832504000515,1943.9832504000515,1943.9672723000403,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,29,29,29,1943.9832504000515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.9679390999954,1943.9832504000515,1943.9832504000515,1944.4834101999877,1944.4834101999877,1946.9832101999782,1946.9832101999782,1946.9675318000372,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0,30,30,30,1946.9832101999782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.9682371000526,1946.9832101999782,1946.9832101999782,1947.4832129999995,1947.4832129999995,1949.983244700008,1949.983244700008,1949.9673461000202,None,1,,,,,,,nback67,001,2024-01-22_17h04.19.015,untitled,2023.2.3,59.91044588103704,2024-01-22 17h10.45.205131 -0500,
