Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
526.6092,,EndofStart,99,
526.6092,Calibration,,99,
531.6965,,EndofCalibration,99,
531.6965,Tutorial,,99,
1093.074,,EndofTutorial,99,
1093.074,Rest,,99,
1393.079,,EndofRest,99,
1393.138,Feedback,,99,
1399.246,Experimental,,99,
1428.389,Experimental,,0,_A1_CI_NSI_R180x
1459.674,Experimental,,1,_B1_CI_NSI_R0
1484.224,Experimental,,2,_A2_AC_SI_R180z
1514.077,Experimental,,3,_B2_AC_SI_R180x
1539.701,Feedback,,99,
1545.509,Experimental,,99,
1545.509,Experimental,,4,_A3_CI_NSI_R120z
1565.809,Experimental,,5,_B3_AC_SI_R180y
1582.568,Experimental,,6,_A4_AC_SI_R180x
1598.161,Experimental,,7,_B4_C_SI_R180y
1612.122,Feedback,,99,
1614.769,Experimental,,99,
1614.769,Experimental,,8,_A5_AC_SI_R180y
1632.506,Experimental,,9,_B5_C_SI_R120z
1656.336,Experimental,,10,_A6_AC_SI_R180z
1692.823,Experimental,,11,_B6_CI_NSI_R180x
1707.494,Feedback,,99,
1709.937,Experimental,,99,
1709.937,Experimental,,12,_A7_C_NSI_R180z
1727.813,Experimental,,13,_B7_AC_SI_R90z
1741.733,Experimental,,14,_A8_C_SI_R180y
1767.322,Experimental,,15,_B8_AC_SI_R60z
1775.793,Feedback,,99,
1777.28,Experimental,,99,
1777.28,Experimental,,16,_A9_C_NSI_R180y
1794.96,Experimental,,17,_B9_C_NSI_R90z
1817.443,Experimental,,18,_A10_C_SI_R180x
1825.181,Experimental,,19,_B10_C_NSI_R180x
1854.191,Feedback,,99,
1855.903,Experimental,,99,
1855.903,Experimental,,20,_A11_AC_SI_R180y
1868.015,Experimental,,21,_B11_CI_NSI_R120z
1879.789,Experimental,,22,_A12_C_NSI_R180x
1899.826,Experimental,,23,_B12_C_SI_R180x
1918.559,Feedback,,99,
1920.426,Experimental,,99,
1920.426,Experimental,,24,_A13_CI_NSI_R180x
1939.016,Experimental,,25,_B13_AC_SI_R180x
1951.349,Experimental,,26,_A14_AC_SI_R180x
1973.081,Experimental,,27,_B14_AC_SI_R180y
1986.653,Feedback,,99,
1989.964,Experimental,,99,
1989.964,Experimental,,28,_A15_C_SI_R120z
2006.808,Experimental,,29,_B15_CI_NSI_R180y
2016.36,Experimental,,30,_A16_CI_NSI_R0
2034.772,Experimental,,31,_B16_C_NSI_R180y
2043.762,Feedback,,99,
2045.335,,EndofExperiment,99,
