Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
368.2454,,EndofStart,99,
368.2454,Calibration,,99,
375.1134,,EndofCalibration,99,
375.1134,Tutorial,,99,
745.6077,,EndofTutorial,99,
745.6077,Rest,,99,
1045.611,,EndofRest,99,
1045.651,Feedback,,99,
1053.638,Experimental,,99,
1085.897,Experimental,,0,_A1_CI_NSI_R180x
1114.233,Experimental,,1,_B1_CI_NSI_R0
1131.807,Experimental,,2,_A2_AC_SI_R180z
1160.845,Experimental,,3,_B2_AC_SI_R180x
1175.749,Feedback,,99,
1181.984,Experimental,,99,
1181.984,Experimental,,4,_A3_CI_NSI_R120z
1198.375,Experimental,,5,_B3_AC_SI_R180y
1209.234,Experimental,,6,_A4_AC_SI_R180x
1235.522,Experimental,,7,_B4_C_SI_R180y
1255.634,Feedback,,99,
1258.933,Experimental,,99,
1258.933,Experimental,,8,_A5_AC_SI_R180y
1286.766,Experimental,,9,_B5_C_SI_R120z
1303.274,Experimental,,10,_A6_AC_SI_R180z
1319.852,Experimental,,11,_B6_CI_NSI_R180x
1341.711,Feedback,,99,
1345.016,Experimental,,99,
1345.016,Experimental,,12,_A7_C_NSI_R180z
1376.113,Experimental,,13,_B7_AC_SI_R90z
1393.341,Experimental,,14,_A8_C_SI_R180y
1404.438,Experimental,,15,_B8_AC_SI_R60z
1421.354,Feedback,,99,
1423.484,Experimental,,99,
1423.484,Experimental,,16,_A9_C_NSI_R180y
1446.971,Experimental,,17,_B9_C_NSI_R90z
1491.574,Experimental,,18,_A10_C_SI_R180x
1503.088,Experimental,,19,_B10_C_NSI_R180x
1527.654,Feedback,,99,
1529.392,Experimental,,99,
1529.392,Experimental,,20,_A11_AC_SI_R180y
1549.967,Experimental,,21,_B11_CI_NSI_R120z
1566.486,Experimental,,22,_A12_C_NSI_R180x
1578.398,Experimental,,23,_B12_C_SI_R180x
1592.88,Feedback,,99,
1595.235,Experimental,,99,
1595.235,Experimental,,24,_A13_CI_NSI_R180x
1612.765,Experimental,,25,_B13_AC_SI_R180x
1628.521,Experimental,,26,_A14_AC_SI_R180x
1647.647,Experimental,,27,_B14_AC_SI_R180y
1667.795,Feedback,,99,
1670.689,Experimental,,99,
1670.689,Experimental,,28,_A15_C_SI_R120z
1689.219,Experimental,,29,_B15_CI_NSI_R180y
1709.682,Experimental,,30,_A16_CI_NSI_R0
1730.922,Experimental,,31,_B16_C_NSI_R180y
1746.188,Feedback,,99,
1748.482,,EndofExperiment,99,
