TimeShown,TimeAnswered,TimeDiff,IsCorrect,CurrentTrial,StimulusQuestion,TimeoutCounter
1323.454,1370.063,46.60962,True,0,_A1_CI_NSI_R180x,0
1372.108,1392.543,20.4353,False,1,_B1_CI_NSI_R0,0
1394.609,1438.118,43.50891,False,2,_A2_AC_SI_R180z,0
1440.197,1456.099,15.90149,True,3,_B2_AC_SI_R180x,0
1466.582,1482.713,16.13062,True,4,_A3_CI_NSI_R120z,0
1484.781,1499.439,14.65845,True,5,_B3_AC_SI_R180y,0
1501.5,1519.125,17.62537,True,6,_A4_AC_SI_R180x,0
1521.202,1534.796,13.59448,True,7,_B4_C_SI_R180y,0
1541.351,1565.521,24.16992,True,8,_A5_AC_SI_R180y,0
1567.58,1596.45,28.86951,True,9,_B5_C_SI_R120z,0
1598.515,1604.034,5.518677,True,10,_A6_AC_SI_R180z,0
1606.088,1624.377,18.28931,True,11,_B6_CI_NSI_R180x,0
1629.576,1656.574,26.99744,True,12,_A7_C_NSI_R180z,0
1658.672,1671.858,13.18579,True,13,_B7_AC_SI_R90z,0
1673.915,1712.315,38.40039,True,14,_A8_C_SI_R180y,0
1714.396,1727.556,13.16064,True,15,_B8_AC_SI_R60z,0
1733.188,1748.812,15.62427,True,16,_A9_C_NSI_R180y,0
1750.879,1771.469,20.58972,True,17,_B9_C_NSI_R90z,0
1773.824,1787.214,13.39014,True,18,_A10_C_SI_R180x,0
1789.547,1827.878,38.33105,True,19,_B10_C_NSI_R180x,0
1833.021,1849.399,16.37878,True,20,_A11_AC_SI_R180y,0
1851.453,1882.938,31.4845,True,21,_B11_CI_NSI_R120z,0
1885.002,1911.95,26.948,True,22,_A12_C_NSI_R180x,0
1914.033,1935.58,21.54724,False,23,_B12_C_SI_R180x,0
1941.231,1961.569,20.33716,True,24,_A13_CI_NSI_R180x,0
1963.679,1988.033,24.35364,True,25,_B13_AC_SI_R180x,0
1990.12,2028.937,38.81628,True,26,_A14_AC_SI_R180x,0
2031.038,2055.295,24.25684,True,27,_B14_AC_SI_R180y,0
2059.914,2080.091,20.177,True,28,_A15_C_SI_R120z,0
2082.361,2109.372,27.01123,True,29,_B15_CI_NSI_R180y,0
2111.457,2128.975,17.51831,True,30,_A16_CI_NSI_R0,0
2131.09,2147.645,16.55444,True,31,_B16_C_NSI_R180y,0
