square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
9,"[0.2, -0.1]",None,0,9,9,9,,,,,,,,,1341.043728100005,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341.0282076000003,1341.043728100005,1341.043728100005,1341.5272203000059,1341.5437251999974,1344.026974399996,1344.043695100001,1344.02751,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
8,"[-0.2, -0.1]",None,0,10,10,10,,,,,,,,,1344.043695100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344.0280102999968,1344.043695100001,1344.043695100001,1344.5270584999962,1344.5437935999944,1347.0270057000016,1347.0436865999945,1347.027543300006,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
9,"[0.2, -0.1]",None,0,11,11,11,,,,,,,,,1347.0436865999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347.027889799996,1347.0436865999945,1347.0436865999945,1347.5436850999977,1347.5436850999977,1350.0435788000032,1350.0435788000032,1350.0274527000001,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
6,"[-0.3, 0]",None,0,12,12,12,,,,,,,,,1350.0435788000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0278362999961,1350.0435788000032,1350.0435788000032,1350.5435843000014,1350.5435843000014,1353.0435774999933,1353.0435774999933,1353.0273530999984,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
9,"[0.2, -0.1]",None,0,13,13,13,,,,,,,,,1353.0435774999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353.0277821000054,1353.0435774999933,1353.0435774999933,1353.543493300007,1353.543493300007,1356.0434746999963,1356.0434746999963,1356.0276883000042,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
7,"[0.3, 0]",None,0,14,14,14,,,,,,,,,1356.0434746999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.0280499999935,1356.0434746999963,1356.0434746999963,1356.5270875999995,1356.5437336000032,1359.0267370999936,1359.0434821999952,1359.0271954000054,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
2,"[0.64, 0.4]",None,0,15,15,15,,,,,,,,,1359.0434821999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359.027557399997,1359.0434821999952,1359.0434821999952,1359.543529100003,1359.543529100003,1362.0434220000025,1362.0434220000025,1362.0271360000042,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
2,"[0.64, 0.4]",None,0,16,16,16,,,,,,,,,1362.0434220000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362.0275538999995,1362.0434220000025,1362.0434220000025,1362.5433760000014,1362.5433760000014,1365.0432445000042,1365.0432445000042,1365.0270127999975,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
11,"[-0.64, -0.4]",space,0,17,17,17,,,,,,,,,1365.0432445000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365.0273599999928,1365.0432445000042,1365.0432445000042,1365.5433807999943,1365.5433807999943,1368.0432435999974,1368.0432435999974,1368.0275529000064,space,1,0.49825450000935234,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
11,"[-0.64, -0.4]",space,0,18,18,18,,,,,,,,,1368.0432435999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368.0279498000018,1368.0432435999974,1368.0432435999974,1368.5434479999967,1368.5434479999967,1371.0432620000065,1371.0432620000065,1371.0268992000056,space,1,0.5031274999928428,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
7,"[0.3, 0]",None,0,19,19,19,,,,,,,,,1371.0432620000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371.027289000005,1371.0432620000065,1371.0432620000065,1371.5433359000017,1371.5433359000017,1374.0432019,1374.0432019,1374.0269410000037,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
3,"[0, 0.2]",None,0,20,20,20,,,,,,,,,1374.0432019,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374.0272550999944,1374.0432019,1374.0432019,1374.5431725999952,1374.5431725999952,1377.0432580000052,1377.0432580000052,1377.0269507000048,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
10,"[0, -0.2]",None,0,21,21,21,,,,,,,,,1377.0432580000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.027319899993,1377.0432580000052,1377.0432580000052,1377.5432577000029,1377.5432577000029,1380.043081900003,1380.043081900003,1380.0270393999963,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
1,"[-0.64, 0.4]",None,0,22,22,22,,,,,,,,,1380.043081900003,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.0274232999946,1380.043081900003,1380.043081900003,1380.5431124000024,1380.5431124000024,1383.0430536000058,1383.0430536000058,1383.0269421999983,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
2,"[0.64, 0.4]",None,0,23,23,23,,,,,,,,,1383.0430536000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383.0274363000062,1383.0430536000058,1383.0430536000058,1383.5431007000007,1383.5431007000007,1386.0429776999954,1386.0429776999954,1386.0268941999966,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
6,"[-0.3, 0]",None,0,24,24,24,,,,,,,,,1386.0429776999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386.0272395000065,1386.0429776999954,1386.0429776999954,1386.5429641999945,1386.5429641999945,1389.0429906999925,1389.0429906999925,1389.0271871000004,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
3,"[0, 0.2]",None,0,25,25,25,,,,,,,,,1389.0429906999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389.0275156999996,1389.0429906999925,1389.0429906999925,1389.5429134000005,1389.5429134000005,1392.0429467000067,1392.0429467000067,1392.0267099000048,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
11,"[-0.64, -0.4]",space,0,26,26,26,,,,,,,,,1392.0429467000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392.027059,1392.0429467000067,1392.0429467000067,1392.5429189999995,1392.5429189999995,1395.0428303999943,1395.0428303999943,1395.0265552000055,space,1,0.4066205999988597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
1,"[-0.64, 0.4]",None,0,27,27,27,,,,,,,,,1395.0428303999943,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.026993899999,1395.0428303999943,1395.0428303999943,1395.543037299998,1395.543037299998,1398.042860799993,1398.042860799993,1398.0268260000012,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
3,"[0, 0.2]",None,0,28,28,28,,,,,,,,,1398.042860799993,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398.027437800003,1398.042860799993,1398.042860799993,1398.5427505999978,1398.5427505999978,1401.0427051000006,1401.0427051000006,1401.0265065999993,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
9,"[0.2, -0.1]",None,0,29,29,29,,,,,,,,,1401.0427051000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.0268903999968,1401.0427051000006,1401.0427051000006,1401.5427391999983,1401.5427391999983,1404.0427782000042,1404.0427782000042,1404.0264213000046,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
8,"[-0.2, -0.1]",None,0,30,30,30,,,,,,,,,1404.0427782000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404.0267392999958,1404.0427782000042,1404.0427782000042,1404.542670099996,1404.542670099996,1407.042594300001,1407.042594300001,1407.026492200006,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
12,"[0.64, -0.4]",None,0,31,31,31,,,,,,,,,1407.042594300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,1407.0268401000067,1407.042594300001,1407.042594300001,1407.5426502000046,1407.5426502000046,1410.0425675000006,1410.0425675000006,1410.026375500005,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
9,"[0.2, -0.1]",None,0,32,32,32,,,,,,,,,1410.0425675000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0267234000057,1410.0425675000006,1410.0425675000006,1410.5426066999935,1410.5426066999935,1413.042551000006,1413.042551000006,1413.026297000004,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
11,"[-0.64, -0.4]",space,0,33,33,33,,,,,,,,,1413.042551000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.0266283999954,1413.042551000006,1413.042551000006,1413.5424712999957,1413.5424712999957,1416.0424337000004,1416.0424337000004,1416.0261893999996,space,1,0.4202707999938866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
7,"[0.3, 0]",None,0,34,34,34,,,,,,,,,1416.0424337000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416.0266483000014,1416.0424337000004,1416.0424337000004,1416.5425793000031,1416.5425793000031,1419.0425340999936,1419.0425340999936,1419.0262856000045,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
11,"[-0.64, -0.4]",space,0,35,35,35,,,,,,,,,1419.0425340999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.0266396999941,1419.0425340999936,1419.0425340999936,1419.5425078999979,1419.5425078999979,1422.042361300002,1422.042361300002,1422.0264196000062,space,1,0.5076087000052212,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
4,"[-0.2, 0.1]",None,0,36,36,36,,,,,,,,,1422.042361300002,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.0268332999985,1422.042361300002,1422.042361300002,1422.5424695999973,1422.5424695999973,1425.0422554999968,1425.0422554999968,1425.026070699998,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
5,"[0.2, 0.1]",None,0,37,37,37,,,,,,,,,1425.0422554999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.0263957999996,1425.0422554999968,1425.0422554999968,1425.5424054000032,1425.5424054000032,1428.0422895999945,1428.0422895999945,1428.026121300005,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
6,"[-0.3, 0]",None,0,38,38,38,,,,,,,,,1428.0422895999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.0264740999992,1428.0422895999945,1428.0422895999945,1428.5423717999947,1428.5423717999947,1431.0421845999954,1431.0421845999954,1431.0260782999976,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
11,"[-0.64, -0.4]",space,0,39,39,39,,,,,,,,,1431.0421845999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.0263984000048,1431.0421845999954,1431.0421845999954,1431.5422505000024,1431.5422505000024,1434.0422973999957,1434.0422973999957,1434.0262327999953,space,1,0.5413341999956174,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434.0265798000037,1434.0422973999957,1434.0422973999957,1449.8429730000062,space,15.792035199992824,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
10,"[0, -0.2]",None,,,,,0,0,0,0,,,,,1450.8584902000002,,,,,,,,,,,,,,,,,,,,,,,,1449.8429934000014,1449.858699599994,1450.8584902000002,1450.8426024999935,,,,,,,,,,,,,,,,,,,,1450.8506751999957,1450.8584902000002,1450.8584902000002,1451.3585409999941,1451.3585409999941,1453.858371800001,1453.858371800001,1453.8422873999953,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
5,"[0.2, 0.1]",None,,,,,0,1,1,1,,,,,1453.858371800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.8428445000027,1453.858371800001,1453.858371800001,1454.358659999998,1454.358659999998,1456.8584506000043,1456.8584506000043,1456.842431099998,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
6,"[-0.3, 0]",None,,,,,0,2,2,2,,,,,1456.8584506000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456.8427558999974,1456.8584506000043,1456.8584506000043,1457.3583739000023,1457.3583739000023,1459.8583171000064,1459.8583171000064,1459.8422194000013,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
6,"[-0.3, 0]",space,,,,,0,3,3,3,,,,,1459.8583171000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459.8425865000027,1459.8583171000064,1459.8583171000064,1460.3584239000047,1460.3584239000047,1462.8583910000016,1462.8583910000016,1462.8422924000042,space,1,0.6059174000110943,None,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
12,"[0.64, -0.4]",None,,,,,0,4,4,4,,,,,1462.8583910000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.8428172999993,1462.8583910000016,1462.8583910000016,1463.358428099993,1463.358428099993,1465.858203900003,1465.858203900003,1465.8422449999925,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
10,"[0, -0.2]",None,,,,,0,5,5,5,,,,,1465.858203900003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1465.8428641000064,1465.858203900003,1465.858203900003,1466.358141100005,1466.358141100005,1468.8582911999983,1468.8582911999983,1468.8421896999935,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
2,"[0.64, 0.4]",None,,,,,0,6,6,6,,,,,1468.8582911999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468.842562699996,1468.8582911999983,1468.8582911999983,1469.3581683999946,1469.3581683999946,1471.8581186999945,1471.8581186999945,1471.842075099994,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback81,001,2024-02-02_14h04.10.928,untitled,2023.2.3,60.004884394615374,2024-02-02 14h17.30.733988 -0500,
