square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 103
,,,,,,,,,,,,,,,,,0.0014543999859597,0.0039136999985203,0.0039136999985203,0.0039136999985203,1672.951492399996,space,1672.934903699992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback60,1.0,2024-01-18_15h55.57.363,untitled,2023.2.3,59.95390743745801,2024-01-18 16h17.41.139542 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,1674.975702900003,,,,,,,,,,1672.9515435999783,1672.9664865999948,1672.9664865999948,1672.9664865999948,1672.9664865999948,1672.9664865999948,1672.9664865999948,1672.9664865999948,1672.9664865999948,1672.9664865999948,1672.9664865999948,1672.9664865999948,1672.9664865999948,1673.950361700001,1673.950377000001,1673.966456299997,1674.975702900003,1674.950861999998,1674.9737329999916,1674.975702900003,1674.975702900003,1675.4499285999918,1675.4831627999956,1677.9498809999786,1677.966844999988,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback60,1.0,2024-01-18_15h55.57.363,untitled,2023.2.3,59.95390743745801,2024-01-18 16h17.41.139542 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,1677.983246799995,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677.967857999989,1677.983246799995,1677.983246799995,1678.449715900002,1678.4833042999962,1680.9497997,1680.9668103999866,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback60,1.0,2024-01-18_15h55.57.363,untitled,2023.2.3,59.95390743745801,2024-01-18 16h17.41.139542 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,1680.9832212000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680.9676853999845,1680.9832212000038,1680.9832212000038,1681.4498322999862,1681.4829863999912,1683.949764799996,1683.966740599979,space,1.0,0.4369102000200655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback60,1.0,2024-01-18_15h55.57.363,untitled,2023.2.3,59.95390743745801,2024-01-18 16h17.41.139542 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,1683.983195399982,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.9678779999958,1683.983195399982,1683.983195399982,1684.4497901999855,1684.4831774999911,1686.949548299977,1686.9667274999956,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback60,1.0,2024-01-18_15h55.57.363,untitled,2023.2.3,59.95390743745801,2024-01-18 16h17.41.139542 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,1686.9830492999754,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686.967593199981,1686.9830492999754,1686.9830492999754,1687.449689799978,1687.4830265999772,1689.9498217999935,1689.966570699995,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback60,1.0,2024-01-18_15h55.57.363,untitled,2023.2.3,59.95390743745801,2024-01-18 16h17.41.139542 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,1689.9830658999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689.9674388999993,1689.9830658999854,1689.9830658999854,1690.4495758999838,1690.4830619999848,1692.9494798999804,1692.96643879998,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback60,1.0,2024-01-18_15h55.57.363,untitled,2023.2.3,59.95390743745801,2024-01-18 16h17.41.139542 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,1692.9830134999938,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692.9671468999877,1692.9830134999938,1692.9830134999938,1693.4496589999762,1693.4828926999762,1695.9494968999934,1695.9664058999915,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback60,1.0,2024-01-18_15h55.57.363,untitled,2023.2.3,59.95390743745801,2024-01-18 16h17.41.139542 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,1695.9829753999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.9671912999763,1695.9829753999948,1695.9829753999948,1696.449528999976,1696.4828386000008,1698.9491855999804,1698.9660937000008,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback60,1.0,2024-01-18_15h55.57.363,untitled,2023.2.3,59.95390743745801,2024-01-18 16h17.41.139542 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,1698.9825352999906,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.966944799991,1698.9825352999906,1698.9825352999906,1699.4496257999854,1699.482801199978,1701.949505500001,1701.9664285999895,space,1.0,0.4045506000111345,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback60,1.0,2024-01-18_15h55.57.363,untitled,2023.2.3,59.95390743745801,2024-01-18 16h17.41.139542 -0500,
