Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
512.5151,,EndofStart,99,
512.5151,Calibration,,99,
516.6239,,EndofCalibration,99,
516.6239,Tutorial,,99,
1015.341,,EndofTutorial,99,
1015.341,Rest,,99,
1315.343,,EndofRest,99,
1315.388,Feedback,,99,
1321.529,Experimental,,99,
1362.858,Experimental,,0,_A1_CI_NSI_R180x
1404.548,Experimental,,1,_B1_CI_NSI_R0
1412.263,Experimental,,2,_A2_AC_SI_R180z
1426.068,Experimental,,3,_B2_AC_SI_R180x
1441.198,Feedback,,99,
1445.43,Experimental,,99,
1445.43,Experimental,,4,_A3_CI_NSI_R120z
1477.1,Experimental,,5,_B3_AC_SI_R180y
1492.853,Experimental,,6,_A4_AC_SI_R180x
1508.907,Experimental,,7,_B4_C_SI_R180y
1536.289,Feedback,,99,
1539.986,Experimental,,99,
1539.986,Experimental,,8,_A5_AC_SI_R180y
1561.028,Experimental,,9,_B5_C_SI_R120z
1579.924,Experimental,,10,_A6_AC_SI_R180z
1607.043,Experimental,,11,_B6_CI_NSI_R180x
1623.393,Feedback,,99,
1625.814,Experimental,,99,
1625.814,Experimental,,12,_A7_C_NSI_R180z
1647.499,Experimental,,13,_B7_AC_SI_R90z
1660.798,Experimental,,14,_A8_C_SI_R180y
1690.453,Experimental,,15,_B8_AC_SI_R60z
1701.832,Feedback,,99,
1703.586,Experimental,,99,
1703.586,Experimental,,16,_A9_C_NSI_R180y
1720.256,Experimental,,17,_B9_C_NSI_R90z
1740.681,Experimental,,18,_A10_C_SI_R180x
1755.92,Experimental,,19,_B10_C_NSI_R180x
1778.863,Feedback,,99,
1780.739,Experimental,,99,
1780.739,Experimental,,20,_A11_AC_SI_R180y
1800.043,Experimental,,21,_B11_CI_NSI_R120z
1824.13,Experimental,,22,_A12_C_NSI_R180x
1839.372,Experimental,,23,_B12_C_SI_R180x
1853.221,Feedback,,99,
1856.492,Experimental,,99,
1856.492,Experimental,,24,_A13_CI_NSI_R180x
1879.82,Experimental,,25,_B13_AC_SI_R180x
1904.826,Experimental,,26,_A14_AC_SI_R180x
1943.302,Experimental,,27,_B14_AC_SI_R180y
1954.492,Feedback,,99,
1957.016,Experimental,,99,
1957.016,Experimental,,28,_A15_C_SI_R120z
1970.608,Experimental,,29,_B15_CI_NSI_R180y
1990.554,Experimental,,30,_A16_CI_NSI_R0
2007.925,Experimental,,31,_B16_C_NSI_R180y
2021.097,Feedback,,99,
2023.228,,EndofExperiment,99,
