square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 100
,,,,,,,,,,,,,,,,,0.0013990000006742,0.0040942000050563,0.0040942000050563,0.0040942000050563,25.170930899999803,space,25.162651499995263,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,27.188902099995172,,,,,,,,,,25.17096540000057,25.185972600011155,25.185972600011155,25.185972600011155,25.185972600011155,25.185972600011155,25.185972600011155,25.185972600011155,25.185972600011155,25.185972600011155,25.185972600011155,25.185972600011155,25.185972600011155,26.17004110000562,26.170062199991666,26.185977000015555,27.188902099995172,27.169939499988686,27.1869069999957,27.188902099995172,27.188902099995172,27.66937990000588,27.70290350000141,30.169269100006204,30.186221700016176,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,30.202528099995103,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.187192999990657,30.202528099995103,30.202528099995103,30.669202599994605,30.702530600014143,33.16926739999326,33.18608519999543,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,33.20252540000365,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.18679820001125,33.20252540000365,33.20252540000365,33.6693620000151,33.7026404000062,36.16913719999138,36.18614700000035,space,1.0,0.4354932999995071,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,36.20248899998842,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.18724639998982,36.20248899998842,36.20248899998842,36.669188500003656,36.7025588999968,39.16906780001591,39.18593900001724,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,39.2024029000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.18665920000058,39.2024029000022,39.2024029000022,39.668980999995256,39.70255129999714,42.1692122000095,42.18605049999314,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,42.20242600000347,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.18679209999391,42.20242600000347,42.20242600000347,42.66907400000491,42.70239489999949,45.16903310001362,45.18600529999821,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,45.20249910000712,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.18677609998849,45.20249910000712,45.20249910000712,45.66899289999856,45.70223689998966,48.169114299991634,48.18582559999777,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,48.202371499995934,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.18662530000438,48.202371499995934,48.202371499995934,48.68573490000563,48.70223699999042,51.18561990000308,51.18581699999049,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,51.20216760001495,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.18659009999829,51.20216760001495,51.20216760001495,51.68555870000273,51.70223670001724,54.18558530000155,54.18579950000276,space,1.0,0.4060120999929495,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
9.0,"[0.2, -0.1]",None,0.0,9.0,9.0,9.0,,,,,,,,,54.20224240000243,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.18672319999314,54.20224240000243,54.20224240000243,54.6855416999897,54.70223429999896,57.18559280000045,57.185778300015954,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
8.0,"[-0.2, -0.1]",None,0.0,10.0,10.0,10.0,,,,,,,,,57.20212070000707,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1865020999976,57.20212070000707,57.20212070000707,57.68554130001576,57.70229610000388,60.18551489998936,60.185665099998005,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
9.0,"[0.2, -0.1]",None,0.0,11.0,11.0,11.0,,,,,,,,,60.20195680001052,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.18621990000247,60.20195680001052,60.20195680001052,60.68540519999806,60.70221290001064,63.18542900000466,63.18561099999352,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
6.0,"[-0.3, 0]",None,0.0,12.0,12.0,12.0,,,,,,,,,63.20199070000672,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.18630669999402,63.20199070000672,63.20199070000672,63.68534379999619,63.70220689999405,66.18536780000431,66.18559340000502,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
9.0,"[0.2, -0.1]",None,0.0,13.0,13.0,13.0,,,,,,,,,66.20204599999124,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.18637119999039,66.20204599999124,66.20204599999124,66.68544460000703,66.70203980000224,69.18532970000524,69.18549730000086,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
7.0,"[0.3, 0]",None,0.0,14.0,14.0,14.0,,,,,,,,,69.20191790000536,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.18616119999206,69.20191790000536,69.20191790000536,69.6852596999961,69.70198820001679,72.18543230000068,72.1856301999942,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
2.0,"[0.64, 0.4]",None,0.0,15.0,15.0,15.0,,,,,,,,,72.20198519999394,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.18639560000156,72.20198519999394,72.20198519999394,72.68523579998873,72.70195680001052,75.18528460001107,75.18546350000543,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
2.0,"[0.64, 0.4]",None,0.0,16.0,16.0,16.0,,,,,,,,,75.2019716000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1862650999974,75.2019716000068,75.2019716000068,75.68539900000906,75.70190519999596,78.18529819999821,78.18548650000594,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
11.0,"[-0.64, -0.4]",space,0.0,17.0,17.0,17.0,,,,,,,,,78.20186719999765,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1862364000117,78.20186719999765,78.20186719999765,78.68509370001266,78.7017002000066,81.18509730001097,81.18526709999423,space,1.0,0.3870268999889958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
11.0,"[-0.64, -0.4]",space,0.0,18.0,18.0,18.0,,,,,,,,,81.20185499999207,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.18622930001584,81.20185499999207,81.20185499999207,81.68509030001587,81.70173359999899,84.18508470000234,84.18530209999881,space,1.0,0.3628278000105638,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback29,1.0,2023-12-15_09h57.44.101,untitled,2023.2.3,60.05555138504795,2023-12-15 10h51.13.575999 -0500,
