square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 100
,,,,,,,,,,,,,,,,,0.0017874999903142,0.0043738998938351,0.0043738998938351,0.0043738998938351,1717.0051746000536,space,1716.98309600004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,1719.0249153999612,,,,,,,,,,1717.0052435998805,1717.0196368999314,1717.0196368999314,1717.0196368999314,1717.0196368999314,1717.0196368999314,1717.0196368999314,1717.0196368999314,1717.0196368999314,1717.0196368999314,1717.0196368999314,1717.0196368999314,1717.0196368999314,1718.0034105000086,1718.00342549989,1718.0195917999372,1719.0249153999612,1719.0040577999316,1719.022946999874,1719.0249153999612,1719.0249153999612,1719.5030359998343,1719.536221999908,1722.002955700038,1722.020041699987,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,1722.0365146999247,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722.0211181999184,1722.0365146999247,1722.0365146999247,1722.5031112998258,1722.5364757999778,1725.0030832998457,1725.0199434000533,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,1725.0363717998844,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.020765699912,1725.0363717998844,1725.0363717998844,1725.5036954998504,1725.5368500999175,1728.0029829000125,1728.019941699924,space,1.0,0.6505867000669241,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,1728.036323999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728.0211968000513,1728.036323999986,1728.036323999986,1728.503039599862,1728.5364802998956,1731.003048799932,1731.0197890000418,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,1731.0362321999855,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.0205081000458,1731.0362321999855,1731.0362321999855,1731.5030226998497,1731.5363558998797,1734.002836999949,1734.0196066999342,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,1734.0362008998636,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734.020399299916,1734.0362008998636,1734.0362008998636,1734.5029322998598,1734.536281599896,1737.0028051999398,1737.0197568000294,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,1737.0361546999775,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737.020600500051,1737.0361546999775,1737.0361546999775,1737.5026970999315,1737.536203800002,1740.002718999982,1740.019717699848,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,1740.0361768000294,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740.0204978999682,1740.0361768000294,1740.0361768000294,1740.5028252999764,1740.5360679998994,1743.002717099851,1743.0195801998489,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,1743.036207499914,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743.0203549000437,1743.036207499914,1743.036207499914,1743.5025692000054,1743.5360121999402,1746.0026252998505,1746.0194899998603,space,1.0,0.3884413000196218,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
9.0,"[0.2, -0.1]",None,0.0,9.0,9.0,9.0,,,,,,,,,1746.0358923999593,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746.02042299998,1746.0358923999593,1746.0358923999593,1746.502721299883,1746.535995400045,1749.0025180999655,1749.0195132000372,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
8.0,"[-0.2, -0.1]",None,0.0,10.0,10.0,10.0,,,,,,,,,1749.03605409991,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749.020334099885,1749.03605409991,1749.03605409991,1749.5024738998618,1749.5358541000169,1752.002656799974,1752.0194184000138,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
9.0,"[0.2, -0.1]",None,0.0,11.0,11.0,11.0,,,,,,,,,1752.0359537999611,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752.0202883998863,1752.0359537999611,1752.0359537999611,1752.502541200025,1752.5360337998718,1755.0024687999394,1755.0195234999992,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
6.0,"[-0.3, 0]",None,0.0,12.0,12.0,12.0,,,,,,,,,1755.035837299889,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755.0203792999964,1755.035837299889,1755.035837299889,1755.5192021999974,1755.5357886999846,1758.0192728999536,1758.0194955999032,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
9.0,"[0.2, -0.1]",None,0.0,13.0,13.0,13.0,,,,,,,,,1758.035790799884,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758.0203758999703,1758.035790799884,1758.035790799884,1758.5023817999754,1758.5355682000518,1761.002407599939,1761.0192656000145,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
7.0,"[0.3, 0]",None,0.0,14.0,14.0,14.0,,,,,,,,,1761.035777000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.0201179999858,1761.035777000012,1761.035777000012,1761.5191061999649,1761.5359032000415,1764.019055099925,1764.019272699952,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
2.0,"[0.64, 0.4]",None,0.0,15.0,15.0,15.0,,,,,,,,,1764.0355601999909,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.0200310999062,1764.0355601999909,1764.0355601999909,1764.5025722000282,1764.5355920000002,1767.0023417999037,1767.019209699938,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
2.0,"[0.64, 0.4]",None,0.0,16.0,16.0,16.0,,,,,,,,,1767.0356566999108,,,,,,,,,,,,,,,,,,,,,,,,,,,,1767.0199837998953,1767.0356566999108,1767.0356566999108,1767.5189332000446,1767.53569769999,1770.0190210000146,1770.0192250998225,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
11.0,"[-0.64, -0.4]",space,0.0,17.0,17.0,17.0,,,,,,,,,1770.0357001998927,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770.0200187000446,1770.0357001998927,1770.0357001998927,1770.5189833999611,1770.5354232999962,1773.0188213998915,1773.019035999896,space,1.0,0.3645069999620318,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
11.0,"[-0.64, -0.4]",space,0.0,18.0,18.0,18.0,,,,,,,,,1773.0355447998736,,,,,,,,,,,,,,,,,,,,,,,,,,,,1773.0200511999428,1773.0355447998736,1773.0355447998736,1773.5188549000304,1773.5354110999033,1776.018834499875,1776.019023800036,space,1.0,0.5150886001065373,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
7.0,"[0.3, 0]",None,0.0,19.0,19.0,19.0,,,,,,,,,1776.0354696998838,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776.0199716999196,1776.0354696998838,1776.0354696998838,1776.5188251000363,1776.5354331999552,1779.0188651999924,1779.0190659000073,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback74,1.0,2024-01-30_10h21.03.132,untitled,2023.2.3,59.94082641218299,2024-01-30 10h45.14.521678 -0500,
