square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 100
7.0,"[0.3, 0]",None,0.0,14.0,14.0,14.0,,,,,,,,,1970.3344546000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.318933499977,1970.3344546000008,1970.3344546000008,1970.817539599957,1970.8341763000933,1973.317700700136,1973.3179252999837,space,0.0,0.7285288998391479,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
2.0,"[0.64, 0.4]",None,0.0,15.0,15.0,15.0,,,,,,,,,1973.3342329000589,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973.3189983000048,1973.3342329000589,1973.3342329000589,1973.817685400136,1973.8343311999924,1976.3176442999395,1976.3178449000695,space,0.0,0.7658061000984162,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
2.0,"[0.64, 0.4]",None,0.0,16.0,16.0,16.0,,,,,,,,,1976.334289100021,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.3187673999928,1976.334289100021,1976.334289100021,1976.8176486999728,1976.8343277000824,1979.317516400013,1979.317693900084,space,0.0,0.8940252000465989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
11.0,"[-0.64, -0.4]",space,0.0,17.0,17.0,17.0,,,,,,,,,1979.334217200056,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.3186608001124,1979.334217200056,1979.334217200056,1979.817414399935,1979.834096499952,1982.3174356999807,1982.3175892001016,space,1.0,0.7836466000881046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
11.0,"[-0.64, -0.4]",space,0.0,18.0,18.0,18.0,,,,,,,,,1982.3342426000163,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.318281100132,1982.3342426000163,1982.3342426000163,1982.8173891000915,1982.8339881999416,1985.3177074999548,1985.3179202999452,space,1.0,0.7459112999495119,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
7.0,"[0.3, 0]",None,0.0,19.0,19.0,19.0,,,,,,,,,1985.334169600159,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985.318900200073,1985.334169600159,1985.334169600159,1985.817203100072,1985.8339792999905,1988.317325900076,1988.317508300068,space,0.0,0.8530401999596506,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
3.0,"[0, 0.2]",None,0.0,20.0,20.0,20.0,,,,,,,,,1988.33425880014,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.3183369000908,1988.33425880014,1988.33425880014,1988.8173144001048,1988.834006600082,1991.3173775000032,1991.317590400111,space,0.0,0.9173059999011456,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
10.0,"[0, -0.2]",None,0.0,21.0,21.0,21.0,,,,,,,,,1991.333949699998,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991.318633600138,1991.333949699998,1991.333949699998,1991.8172772999387,1991.8338685999624,1994.317341499962,1994.3175619000103,space,0.0,0.7470978000201285,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
1.0,"[-0.64, 0.4]",None,0.0,22.0,22.0,22.0,,,,,,,,,1994.3339213000145,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994.3185682001056,1994.3339213000145,1994.3339213000145,1994.817281099968,1994.8338180999272,1997.3173714000727,1997.3175886999816,space,0.0,0.9198642000555992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
2.0,"[0.64, 0.4]",None,0.0,23.0,23.0,23.0,,,,,,,,,1997.3338991000785,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.3185877001376,1997.3338991000785,1997.3338991000785,1997.8171459001023,1997.833831300028,2000.3171755999792,2000.317365900148,space,0.0,0.7838868999388069,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
6.0,"[-0.3, 0]",None,0.0,24.0,24.0,24.0,,,,,,,,,2000.333838399965,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.3182081000411,2000.333838399965,2000.333838399965,2000.8174428001512,2000.834037499968,2003.317203799961,2003.31741899997,space,0.0,0.4078030998352915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
3.0,"[0, 0.2]",None,0.0,25.0,25.0,25.0,,,,,,,,,2003.3339472000955,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.318402600009,2003.3339472000955,2003.3339472000955,2003.8171644001268,2003.833852800075,2006.317147399997,2006.3173706999517,space,0.0,0.4374193998519331,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
11.0,"[-0.64, -0.4]",space,0.0,26.0,26.0,26.0,,,,,,,,,2006.3338874001056,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.3183540001048,2006.3338874001056,2006.3338874001056,2006.8171310001053,2006.833812300116,2009.317122600041,2009.3173257999588,space,1.0,0.3110104999504983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
1.0,"[-0.64, 0.4]",None,0.0,27.0,27.0,27.0,,,,,,,,,2009.3338820000645,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.3182552000508,2009.3338820000645,2009.3338820000645,2009.8170863001144,2009.833671899978,2012.3170086001048,2012.317215200048,space,0.0,0.3281755000352859,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
3.0,"[0, 0.2]",None,0.0,28.0,28.0,28.0,,,,,,,,,2012.333734499989,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.318077800097,2012.333734499989,2012.333734499989,2012.8169160999823,2012.833510400029,2015.31699530012,2015.317199399928,space,0.0,0.3506380000617355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
9.0,"[0.2, -0.1]",None,0.0,29.0,29.0,29.0,,,,,,,,,2015.3337244000288,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.318184300093,2015.3337244000288,2015.3337244000288,2015.817004600074,2015.8336591999976,2018.3169309999796,2018.3171437000856,space,0.0,0.3656295000109821,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
8.0,"[-0.2, -0.1]",None,0.0,30.0,30.0,30.0,,,,,,,,,2018.333495500032,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.318113300018,2018.333495500032,2018.333495500032,2018.816855699988,2018.8334008001257,2021.316976099973,2021.317163300002,space,0.0,0.3505373001098633,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
12.0,"[0.64, -0.4]",None,0.0,31.0,31.0,31.0,,,,,,,,,2021.3337499001063,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.3181545999832,2021.3337499001063,2021.3337499001063,2021.8169599999676,2021.833474599989,2024.3168079000895,2024.3170247999951,space,0.0,0.3403666000813246,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
9.0,"[0.2, -0.1]",None,0.0,32.0,32.0,32.0,,,,,,,,,2024.333374200156,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.317965999944,2024.333374200156,2024.333374200156,2024.8168891000096,2024.8333579001485,2027.3167584999464,2027.316941899946,space,0.0,0.3335022998508066,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
11.0,"[-0.64, -0.4]",space,0.0,33.0,33.0,33.0,,,,,,,,,2027.333584000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027.3179190999365,2027.333584000124,2027.333584000124,2027.8166138001247,2027.8335152999496,2030.3166575001087,2030.31684980006,space,1.0,0.5067159000318497,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
7.0,"[0.3, 0]",None,0.0,34.0,34.0,34.0,,,,,,,,,2030.33320340002,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030.3178644999864,2030.33320340002,2030.33320340002,2030.8166825000665,2030.833247100003,2033.3166335001588,2033.3167995000256,space,0.0,0.7021445999853313,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
11.0,"[-0.64, -0.4]",space,0.0,35.0,35.0,35.0,,,,,,,,,2033.3333368999884,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033.3175820999315,2033.3333368999884,2033.3333368999884,2033.8166871001013,2033.8334067999383,2036.3165106000376,2036.3166932000315,space,1.0,0.3794654998928308,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
4.0,"[-0.2, 0.1]",None,0.0,36.0,36.0,36.0,,,,,,,,,2036.3332640000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,2036.3176242001357,2036.3332640000156,2036.3332640000156,2036.816814900143,2036.833228700096,2039.316492300015,2039.3166630000344,space,0.0,0.3886194000951946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
5.0,"[0.2, 0.1]",None,0.0,37.0,37.0,37.0,,,,,,,,,2039.3332076000515,,,,,,,,,,,,,,,,,,,,,,,,,,,,2039.3174789999607,2039.3332076000515,2039.3332076000515,2039.816504199989,2039.833059499972,2042.3164677000605,2042.3166847999676,space,0.0,0.3733133999630809,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
6.0,"[-0.3, 0]",None,0.0,38.0,38.0,38.0,,,,,,,,,2042.333123400109,,,,,,,,,,,,,,,,,,,,,,,,,,,,2042.3177459000144,2042.333123400109,2042.333123400109,2042.816457200097,2042.832965000067,2045.3164516999384,2045.316617100034,space,0.0,0.4724200000055134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
11.0,"[-0.64, -0.4]",space,0.0,39.0,39.0,39.0,,,,,,,,,2045.3331377001011,,,,,,,,,,,,,,,,,,,,,,,,,,,,2045.3174690001176,2045.3331377001011,2045.3331377001011,2045.816165999975,2045.8328724000603,2048.316342800157,2048.3165398000274,space,1.0,0.5698630998376757,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048.317242300138,2048.333091800101,2048.333091800101,2071.134739500005,space,22.79859729995951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,0.0,0.0,0.0,,,,,2072.154648600146,,,,,,,,,,,,,,,,,,,,,,,,2071.1347916000523,2071.149315000046,2072.154648600146,2072.1335470001213,,,,,,,,,,,,,,,,,,,2072.152815799928,2072.154648600146,2072.154648600146,2072.64930810011,2072.666037500137,2075.1491725000087,2075.1493915000465,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
5.0,"[0.2, 0.1]",None,,,,,0.0,1.0,1.0,1.0,,,,,2075.165871200152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2075.1502712001093,2075.165871200152,2075.165871200152,2075.648998199962,2075.665852900129,2078.1491857999936,2078.1493832001,space,0.0,0.8510326000396162,None,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,2.0,2.0,2.0,,,,,2078.1658302000724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2078.150510699954,2078.1658302000724,2078.1658302000724,2078.6493125001434,2078.66584339994,2081.1491827999707,2081.1493957000785,space,0.0,0.6524954999331385,None,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
6.0,"[-0.3, 0]",space,,,,,0.0,3.0,3.0,3.0,,,,,2081.1656989001203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2081.150407399982,2081.1656989001203,2081.1656989001203,2081.6492230999283,2081.665894099977,2084.149182599969,2084.1493740000296,space,1.0,0.6932238000445068,None,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
12.0,"[0.64, -0.4]",None,,,,,0.0,4.0,4.0,4.0,,,,,2084.165803699987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084.15039970004,2084.165803699987,2084.165803699987,2084.6489808999468,2084.665787700098,2087.148925299989,2087.149104400072,space,0.0,0.6623443001881242,None,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,5.0,5.0,5.0,,,,,2087.165724300081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2087.14989989996,2087.165724300081,2087.165724300081,2087.6490491000004,2087.665696700104,2090.1489681999665,2090.149155500112,space,0.0,0.9688225998543204,None,,,,,,,,,,,,,,,,,,,,,,nback73,1.0,2024-01-29_10h20.45.012,untitled,2023.2.3,60.05212525012914,2024-01-29 10h47.54.299697 -0500,
