square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 98
,,,,,,,,,,,,,,,,,0.0016647999873384,0.0043201999505981,0.0043201999505981,0.0043201999505981,1797.5069794999436,space,1797.4925233999966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,1799.5297176999738,,,,,,,,,,1797.5070285999682,1797.5221515999874,1797.5221515999874,1797.5221515999874,1797.5221515999874,1797.5221515999874,1797.5221515999874,1797.5221515999874,1797.5221515999874,1797.5221515999874,1797.5221515999874,1797.5221515999874,1797.5221515999874,1798.5060385999968,1798.5060540999984,1798.5220888999756,1799.5297176999738,1799.5065603000112,1799.5273918999592,1799.5297176999738,1799.5297176999738,1800.0056035999442,1800.0388702999337,1802.5054985999595,1802.5224318999096,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,1802.538748299936,,,,,,,,,,,,,,,,,,,,,,,,,,,,1802.5235316999024,1802.538748299936,1802.538748299936,1803.0055675999029,1803.038813099964,1805.505500099971,1805.5222763000056,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,1805.5387761999157,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.5231391999405,1805.5387761999157,1805.5387761999157,1806.005449499935,1806.0388642000037,1808.5053257999243,1808.5220501999136,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,1808.538741700002,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.5228340999456,1808.538741700002,1808.538741700002,1809.0053676000095,1809.0387159999227,1811.505442900001,1811.5221940999616,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,1811.5386767999732,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811.5230785999447,1811.5386767999732,1811.5386767999732,1812.005409699981,1812.038715899922,1814.505170099903,1814.5220002999995,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,1814.5386381999124,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.522789199953,1814.5386381999124,1814.5386381999124,1815.0052946999203,1815.0385146999035,1817.5052726999857,1817.5221584999235,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,1817.5384102999235,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817.5230150999269,1817.5384102999235,1817.5384102999235,1818.0052902000025,1818.038552999962,1820.5052412999796,1820.5220326000128,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,1820.538471799926,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820.5229014999927,1820.538471799926,1820.538471799926,1821.0218255999496,1821.0385862999829,1823.521995499963,1823.5222135999936,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,1823.538342099986,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.5230265000137,1823.538342099986,1823.538342099986,1824.0216041000092,1824.038359500002,1826.5219688999928,1826.522159699933,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
9.0,"[0.2, -0.1]",None,0.0,9.0,9.0,9.0,,,,,,,,,1826.538360300008,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826.5230070999824,1826.538360300008,1826.538360300008,1827.004911899916,1827.038407899905,1829.5049574999136,1829.521627799957,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
8.0,"[-0.2, -0.1]",None,0.0,10.0,10.0,10.0,,,,,,,,,1829.5382955999808,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829.5219650999643,1829.5382955999808,1829.5382955999808,1830.0216860999356,1830.0382809999865,1832.5215911999112,1832.5217395999932,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
9.0,"[0.2, -0.1]",None,0.0,11.0,11.0,11.0,,,,,,,,,1832.538118599914,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832.5222546999576,1832.538118599914,1832.538118599914,1833.0215868999949,1833.038250499987,1835.5214274999453,1835.521585599985,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
6.0,"[-0.3, 0]",None,0.0,12.0,12.0,12.0,,,,,,,,,1835.5382335999748,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835.5221921999475,1835.5382335999748,1835.5382335999748,1836.0213768999088,1836.0381438999905,1838.521582699963,1838.521782099968,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
9.0,"[0.2, -0.1]",None,0.0,13.0,13.0,13.0,,,,,,,,,1838.538248799974,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838.5225678000131,1838.538248799974,1838.538248799974,1839.021625299938,1839.038182499935,1841.5212509999983,1841.521396899945,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
7.0,"[0.3, 0]",None,0.0,14.0,14.0,14.0,,,,,,,,,1841.538174199988,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841.521990399924,1841.538174199988,1841.538174199988,1842.0213404999813,1842.0380558999025,1844.521460399963,1844.521672499948,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
2.0,"[0.64, 0.4]",None,0.0,15.0,15.0,15.0,,,,,,,,,1844.5380900999296,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844.5225783999776,1844.5380900999296,1844.5380900999296,1845.0215628999283,1845.038040400017,1847.5214503000025,1847.5216629999925,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
2.0,"[0.64, 0.4]",None,0.0,16.0,16.0,16.0,,,,,,,,,1847.538082199986,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.5225493999897,1847.538082199986,1847.538082199986,1848.0214480999855,1848.0378685999892,1850.521312900004,1850.5215256999943,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
