square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 98
3.0,"[0, 0.2]",None,,,,,0.0,29.0,29.0,29.0,,,,,2085.3836874999106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2085.368125899928,2085.3836874999106,2085.3836874999106,2085.867157200002,2085.8839434999973,2088.36726739991,2088.36746139999,space,0.0,0.7175113999983296,None,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
12.0,"[0.64, -0.4]",None,,,,,0.0,30.0,30.0,30.0,,,,,2088.383644599933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2088.368407199974,2088.383644599933,2088.383644599933,2088.8671229999745,2088.8838247999083,2091.367181299953,2091.367379399948,space,0.0,1.4376128999283535,None,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
12.0,"[0.64, -0.4]",space,,,,,0.0,31.0,31.0,31.0,,,,,2091.383844799944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091.368325999938,2091.383844799944,2091.383844799944,2091.867059799959,2091.8837585999863,2094.3670502000023,2094.3672911999747,space,1.0,0.8003762000007555,None,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,32.0,32.0,32.0,,,,,2094.383672399912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2094.3687359999167,2094.383672399912,2094.383672399912,2094.8668954999885,2094.8834579999093,2097.36700009997,2097.3672227999195,space,0.0,0.6444033000152558,None,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
1.0,"[-0.64, 0.4]",None,,,,,0.0,33.0,33.0,33.0,,,,,2097.383520999924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097.368180499994,2097.383520999924,2097.383520999924,2097.866978399921,2097.883537399932,2100.367006300017,2100.367221699911,space,0.0,0.6665663999738172,None,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
7.0,"[0.3, 0]",None,,,,,0.0,34.0,34.0,34.0,,,,,2100.383627999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.368246699916,2100.383627999923,2100.383627999923,2100.8670374999056,2100.883580899914,2103.3668316999683,2103.367008399917,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
7.0,"[0.3, 0]",space,,,,,0.0,35.0,35.0,35.0,,,,,2103.3835722999647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2103.36774399993,2103.3835722999647,2103.3835722999647,2103.866914699902,2103.8834870000137,2106.3667942999164,2106.3669716999866,space,1.0,0.8070668000727892,None,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
11.0,"[-0.64, -0.4]",None,,,,,0.0,36.0,36.0,36.0,,,,,2106.383478499949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2106.367815500009,2106.383478499949,2106.383478499949,2106.866810599924,2106.88316889992,2109.3668290999485,2109.367040999932,space,0.0,0.7810948999831453,None,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,37.0,37.0,37.0,,,,,2109.383384399931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2109.368030500016,2109.383384399931,2109.383384399931,2109.866890199948,2109.8834807999665,2112.3668016999727,2112.366991399904,space,0.0,0.8416747999144718,None,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,38.0,38.0,38.0,,,,,2112.3833955000155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112.367856399971,2112.3833955000155,2112.3833955000155,2112.8666558999103,2112.8832746999105,2115.3667801999254,2115.3669371999567,space,0.0,0.8157450000289828,None,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,39.0,39.0,39.0,,,,,2115.383394400007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2115.3676602999917,2115.383394400007,2115.383394400007,2115.866741699981,2115.8832561000017,2118.366675199941,2118.3668770999648,space,0.0,0.8055597000056878,None,,,,,,,,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2118.367630499997,2118.3834569999017,2118.3834569999017,2179.6340345999924,space,61.23877589998301,None,,,,,,,,,,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,0.0,0.0,0.0,2180.652157699922,,,,,,,,,,,,,,,,,,,,,,,,2179.6340925999684,2179.64883369999,2180.652157699922,2180.6332283999072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2180.650250399951,2180.652157699922,2180.652157699922,2181.148917799932,2181.1656135999365,2183.6488475999795,2183.6490643,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0.0,1.0,1.0,1.0,2183.6653805999085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2183.650148099987,2183.6653805999085,2183.6653805999085,2184.148648299976,2184.1654585999204,2186.648826199933,2186.6490394999278,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,2.0,2.0,2.0,2186.6654844000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186.6498662999365,2186.6654844000004,2186.6654844000004,2187.148734499933,2187.165428499924,2189.648668000009,2189.648852000013,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0.0,3.0,3.0,3.0,2189.665351899923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2189.649569000001,2189.665351899923,2189.665351899923,2190.1486096999142,2190.165333700017,2192.648794999928,2192.649017299991,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,4.0,4.0,4.0,2192.665483299992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192.649852399947,2192.665483299992,2192.665483299992,2193.148661699961,2193.1652700999985,2195.648589499993,2195.6487589000026,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.2, -0.1]",space,,,,,,,,,0.0,5.0,5.0,5.0,2195.665177499992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195.649545299937,2195.665177499992,2195.665177499992,2196.14876599994,2196.1652982999803,2198.6485932999058,2198.6487947999267,space,1.0,0.8257454000413418,None,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,6.0,6.0,6.0,2198.665266299969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198.6500392999733,2198.665266299969,2198.665266299969,2199.14862230001,2199.165235999972,2201.6484543000115,2201.648586999974,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0.0,7.0,7.0,7.0,2201.6650976999663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201.649058399955,2201.6650976999663,2201.6650976999663,2202.1484723999165,2202.1651609999826,2204.648537699948,2204.6487279,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,8.0,8.0,8.0,2204.664988999953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204.649506599992,2204.664988999953,2204.664988999953,2205.1484683000017,2205.165205599973,2207.6484189999755,2207.648631899967,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.64, -0.4]",space,,,,,,,,,0.0,9.0,9.0,9.0,2207.6651285999687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2207.6494514999213,2207.6651285999687,2207.6651285999687,2208.148576800013,2208.16518599994,2210.648467299994,2210.6486759999534,space,1.0,0.6818347999360412,None,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0.0,10.0,10.0,10.0,2210.665101199993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210.6496018999023,2210.665101199993,2210.665101199993,2211.1482690999983,2211.1649962000083,2213.648385999957,2213.648584099952,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,11.0,11.0,11.0,2213.6650316999294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2213.649363999953,2213.6650316999294,2213.6650316999294,2214.1483911999967,2214.165003699949,2216.6482949999627,2216.648504099925,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,12.0,12.0,12.0,2216.664962399984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2216.6493187999586,2216.664962399984,2216.664962399984,2217.148391399998,2217.1649645,2219.6481954999035,2219.648409999907,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.2, 0.1]",space,,,,,,,,,0.0,13.0,13.0,13.0,2219.664720100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219.6492980999174,2219.664720100001,2219.664720100001,2220.148223600001,2220.1649064999074,2222.6481445999816,2222.648352099932,space,1.0,1.1567780000623316,None,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,14.0,14.0,14.0,2222.664891299908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2222.649335999973,2222.664891299908,2222.664891299908,2223.148276399937,2223.1647529999027,2225.648000099929,2225.648175499984,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,15.0,15.0,15.0,2225.664911299944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225.6488553999225,2225.664911299944,2225.664911299944,2226.147987699951,2226.164804799948,2228.6480844999896,2228.648288999917,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[-0.3, 0]",space,,,,,,,,,0.0,16.0,16.0,16.0,2228.66471729998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2228.649134999956,2228.66471729998,2228.66471729998,2229.14798619994,2229.1647386999102,2231.647947499994,2231.648117500008,space,1.0,0.757634500041604,None,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0.0,17.0,17.0,17.0,2231.6645745999413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231.648893399979,2231.6645745999413,2231.6645745999413,2232.148074199911,2232.1646661999403,2234.6478515999625,2234.648023599992,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[-0.2, -0.1]",None,,,,,,,,,0.0,18.0,18.0,18.0,2234.664783899905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2234.64872269996,2234.664783899905,2234.664783899905,2235.14792769996,2235.164282899932,2237.6478064999683,2237.6479865999427,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0.0,19.0,19.0,19.0,2237.6643722999142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2237.648715799907,2237.6643722999142,2237.6643722999142,2238.1478251999943,2238.164549399982,2240.647786599933,2240.6479551999364,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0.0,20.0,20.0,20.0,2240.6643978999928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.648539799964,2240.6643978999928,2240.6643978999928,2241.1477640999947,2241.164404599928,2243.6476997999707,2243.647900399985,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0.0,21.0,21.0,21.0,2243.664360499941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243.648595299921,2243.664360499941,2243.664360499941,2244.1475473999744,2244.164438299951,2246.647797200014,2246.6479746999685,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,22.0,22.0,22.0,2246.664277700009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2246.648670799914,2246.664277700009,2246.664277700009,2247.1475999999093,2247.164330599946,2249.6477676999057,2249.6479776999918,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0.0,23.0,23.0,23.0,2249.664304199978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249.6488487999886,2249.664304199978,2249.664304199978,2250.147663599928,2250.164491300005,2252.647585699917,2252.6477698999224,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0, 0.2]",space,,,,,,,,,0.0,24.0,24.0,24.0,2252.664467699942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2252.6484499999788,2252.664467699942,2252.664467699942,2253.1477335999957,2253.1642311000032,2255.6474408999784,2255.6476115999976,space,1.0,0.6053293000441045,None,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0.0,25.0,25.0,25.0,2255.6642383999424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255.6483916,2255.6642383999424,2255.6642383999424,2256.1476900000125,2256.164270899957,2258.6474416999845,2258.6477189,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,26.0,26.0,26.0,2258.664155400009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2258.648548399913,2258.664155400009,2258.664155400009,2259.1472982999403,2259.1641697000014,2261.6475299999584,2261.6477292999625,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[-0.2, 0.1]",space,,,,,,,,,0.0,27.0,27.0,27.0,2261.6641092000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261.648522299947,2261.6641092000064,2261.6641092000064,2262.1474216999486,2262.1640887999674,2264.6473450999474,2264.6475302999606,space,1.0,0.5570950000546873,None,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0.0,28.0,28.0,28.0,2264.664040399948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264.648438500008,2264.664040399948,2264.664040399948,2265.147275199997,2265.1639038999565,2267.6475568999304,2267.647787099937,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,29.0,29.0,29.0,2267.664152599988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2267.6486617999617,2267.664152599988,2267.664152599988,2268.147477499908,2268.1639566000085,2270.647322300006,2270.6475000999635,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0.0,30.0,30.0,30.0,2270.6639021999435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2270.6482136999257,2270.6639021999435,2270.6639021999435,2271.147051699925,2271.163823099924,2273.647180799977,2273.6473856999078,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,31.0,31.0,31.0,2273.664056599955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2273.648201499949,2273.664056599955,2273.664056599955,2274.147176099941,2274.163812499959,2276.647211099975,2276.6474279999966,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[-0.64, -0.4]",space,,,,,,,,,0.0,32.0,32.0,32.0,2276.663808799931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2276.648162500001,2276.663808799931,2276.663808799931,2277.1471921999478,2277.163727400009,2279.6471992000006,2279.647400699905,space,1.0,0.4441692000254988,None,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0.0,33.0,33.0,33.0,2279.6638898999663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279.648374199984,2279.6638898999663,2279.6638898999663,2280.146967799985,2280.16363049997,2282.6470507999184,2282.6473102999157,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,34.0,34.0,34.0,2282.6636494999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2282.6478613999207,2282.6636494999984,2282.6636494999984,2283.147281499929,2283.1640009999974,2285.6471634999616,2285.6473871999187,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,35.0,35.0,35.0,2285.663704499952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285.6482115999097,2285.663704499952,2285.663704499952,2286.146910200012,2286.1636908999644,2288.6467770999297,2288.6469142999267,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[-0.3, 0]",space,,,,,,,,,0.0,36.0,36.0,36.0,2288.663597199949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2288.6473789999727,2288.663597199949,2288.663597199949,2289.147053499939,2289.1637981999665,2291.646929899929,2291.6471150999423,space,1.0,0.3787329000188038,None,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,37.0,37.0,37.0,2291.6635054999497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2291.648224400007,2291.6635054999497,2291.6635054999497,2292.147104099975,2292.163666600012,2294.647009999957,2294.647223499953,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,38.0,38.0,38.0,2294.6634671000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2294.648084799992,2294.6634671000065,2294.6634671000065,2295.1468112999573,2295.163610399933,2297.6469457999337,2297.6471606999403,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,39.0,39.0,39.0,2297.663493799977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2297.6479997999268,2297.663493799977,2297.663493799977,2298.146766799968,2298.163444499951,2300.646785399993,2300.646991399932,None,1.0,,,,,,nback72,1.0,2024-01-26_09h49.15.810,untitled,2023.2.3,60.05277434649995,2024-01-26 10h18.40.099126 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.6475252999226,2300.6635541999717,2303.647031600005,,,,,,,,
