TimeShown,TimeAnswered,TimeDiff,IsCorrect,CurrentTrial,StimulusQuestion,TimeoutCounter
1508.691,1523.77,15.07886,True,0,_A1_CI_NSI_R180x,0
1525.851,1530.689,4.838013,False,1,_B1_CI_NSI_R0,0
1532.767,1559.768,27.00085,True,2,_A2_AC_SI_R180z,0
1561.813,1576.212,14.39917,False,3,_B2_AC_SI_R180x,0
1582.481,1600.194,17.71326,True,4,_A3_CI_NSI_R120z,0
1602.266,1614.067,11.80078,True,5,_B3_AC_SI_R180y,0
1616.121,1623.04,6.919678,False,6,_A4_AC_SI_R180x,0
1625.113,1638.653,13.53992,True,7,_B4_C_SI_R180y,0
1642.673,1659.741,17.06787,True,8,_A5_AC_SI_R180y,0
1661.8,1673.891,12.0907,True,9,_B5_C_SI_R120z,0
1675.958,1709.546,33.58862,True,10,_A6_AC_SI_R180z,0
1711.618,1729.576,17.95825,True,11,_B6_CI_NSI_R180x,0
1736.338,1753.954,17.6156,True,12,_A7_C_NSI_R180z,0
1756.219,1761.198,4.97876,True,13,_B7_AC_SI_R90z,0
1763.253,1783.929,20.67529,False,14,_A8_C_SI_R180y,0
1785.995,1793.451,7.456055,True,15,_B8_AC_SI_R60z,0
1798.189,1816.107,17.91772,True,16,_A9_C_NSI_R180y,0
1818.183,1832.377,14.1936,False,17,_B9_C_NSI_R90z,0
1834.442,1854.063,19.62061,True,18,_A10_C_SI_R180x,0
1856.129,1875.577,19.44861,True,19,_B10_C_NSI_R180x,0
1880.651,1885.943,5.292114,False,20,_A11_AC_SI_R180y,0
1888.028,1908.95,20.92188,True,21,_B11_CI_NSI_R120z,0
1911.019,1926.403,15.38391,True,22,_A12_C_NSI_R180x,0
1928.478,1941.637,13.1593,False,23,_B12_C_SI_R180x,0
1946.979,1964.829,17.84949,True,24,_A13_CI_NSI_R180x,0
1966.9,1981.565,14.66516,True,25,_B13_AC_SI_R180x,0
1983.648,2010.74,27.09253,False,26,_A14_AC_SI_R180x,0
2012.817,2021.235,8.417725,True,27,_B14_AC_SI_R180y,0
2027.932,2034.204,6.271851,True,28,_A15_C_SI_R120z,0
2036.272,2049.63,13.35767,True,29,_B15_CI_NSI_R180y,0
2051.716,2062.448,10.73145,True,30,_A16_CI_NSI_R0,0
2064.532,2077.583,13.05103,True,31,_B16_C_NSI_R180y,0
