TimeShown, TimeAnswered, TimeDiff, IsCorrect, CurrentTrial, StimulusQuestion, TimeoutCounter
1215.296,1232.653,17.35718,True,0,_A1_CI_NSI_R180x,0
1234.718,1248.302,13.5835,True,1,_B1_CI_NSI_R0,0
1250.399,1284.781,34.38269,True,2,_A2_AC_SI_R180z,0
1286.828,1305.463,18.63464,False,3,_B2_AC_SI_R180x,0
1310.836,1331.003,20.16663,True,4,_A3_CI_NSI_R120z,0
1333.05,1372.284,39.23438,True,5,_B3_AC_SI_R180y,0
1374.331,1386.336,12.00464,False,6,_A4_AC_SI_R180x,0
1388.41,1408.362,19.95215,True,7,_B4_C_SI_R180y,0
1412.546,1432.45,19.90466,True,8,_A5_AC_SI_R180y,0
1434.494,1446.317,11.82361,False,9,_B5_C_SI_R120z,0
1448.363,1472.105,23.74194,False,10,_A6_AC_SI_R180z,0
1474.153,1498.465,24.31177,True,11,_B6_CI_NSI_R180x,0
1502.502,1518.351,15.84924,True,12,_A7_C_NSI_R180z,0
1520.418,1535.781,15.36365,True,13,_B7_AC_SI_R90z,0
1538.119,1551.025,12.90588,True,14,_A8_C_SI_R180y,0
1553.112,1564.99,11.87756,True,15,_B8_AC_SI_R60z,0
1568.561,1597.74,29.17908,True,16,_A9_C_NSI_R180y,0
1599.784,1627.583,27.79858,True,17,_B9_C_NSI_R90z,0
1629.647,1641.928,12.28027,False,18,_A10_C_SI_R180x,0
1643.996,1666.05,22.05444,True,19,_B10_C_NSI_R180x,0
1669.959,1679.667,9.708862,True,20,_A11_AC_SI_R180y,0
1681.714,1699.084,17.37036,True,21,_B11_CI_NSI_R120z,0
1701.169,1712.354,11.18494,True,22,_A12_C_NSI_R180x,0
1714.738,1723.159,8.420288,False,23,_B12_C_SI_R180x,0
1726.979,1747.569,20.59021,True,24,_A13_CI_NSI_R180x,0
1749.667,1770.818,21.15125,False,25,_B13_AC_SI_R180x,0
1772.882,1792.448,19.56592,True,26,_A14_AC_SI_R180x,0
1794.505,1813.896,19.39063,True,27,_B14_AC_SI_R180y,0
1817.413,1847.748,30.33484,True,28,_A15_C_SI_R120z,0
1850.076,1853.189,3.112549,True,29,_B15_CI_NSI_R180y,0
1855.268,1881.323,26.05542,True,30,_A16_CI_NSI_R0,0
1883.405,1909.951,26.54541,True,31,_B16_C_NSI_R180y,0
