Event Time , Event Type, Extra Info
1111.622,Feedback,FeedbackScore: 4
1140.266,Feedback,FeedbackScore: 2
1175.519,Feedback,FeedbackScore: 6
1491.516,Feedback,FeedbackScore: 1
1545.45,Answer,Correct CurrentTrial 0 StimumlusName _A1_CI_NSI_R180x TimeoutCounter 0
1572.556,Answer,Correct CurrentTrial 1 StimumlusName _B1_CI_NSI_R0 TimeoutCounter 0
1605.329,Answer,Correct CurrentTrial 2 StimumlusName _A2_AC_SI_R180z TimeoutCounter 0
1625.989,Answer,Incorrect CurrentTrial 3 StimumlusName _B2_AC_SI_R180x TimeoutCounter 0
1635.407,Feedback,FeedbackScore: 5
1657.873,Answer,Correct CurrentTrial 4 StimumlusName _A3_CI_NSI_R120z TimeoutCounter 0
1683.775,Answer,Correct CurrentTrial 5 StimumlusName _B3_AC_SI_R180y TimeoutCounter 0
1706.265,Answer,Correct CurrentTrial 6 StimumlusName _A4_AC_SI_R180x TimeoutCounter 0
1743.182,Answer,Incorrect CurrentTrial 7 StimumlusName _B4_C_SI_R180y TimeoutCounter 0
1749.535,Feedback,FeedbackScore: 5
1774.253,Answer,Correct CurrentTrial 8 StimumlusName _A5_AC_SI_R180y TimeoutCounter 0
1793.676,Answer,Correct CurrentTrial 9 StimumlusName _B5_C_SI_R120z TimeoutCounter 0
1811.523,Answer,Correct CurrentTrial 10 StimumlusName _A6_AC_SI_R180z TimeoutCounter 0
1826.166,Answer,Correct CurrentTrial 11 StimumlusName _B6_CI_NSI_R180x TimeoutCounter 0
1832.496,Feedback,FeedbackScore: 4
1847.929,Answer,Incorrect CurrentTrial 12 StimumlusName _A7_C_NSI_R180z TimeoutCounter 0
1866.443,Answer,Correct CurrentTrial 13 StimumlusName _B7_AC_SI_R90z TimeoutCounter 0
1891.481,Answer,Correct CurrentTrial 14 StimumlusName _A8_C_SI_R180y TimeoutCounter 0
1907.372,Answer,Correct CurrentTrial 15 StimumlusName _B8_AC_SI_R60z TimeoutCounter 0
1912.171,Feedback,FeedbackScore: 4
1931.204,Answer,Incorrect CurrentTrial 16 StimumlusName _A9_C_NSI_R180y TimeoutCounter 0
1975.948,Answer,Incorrect CurrentTrial 17 StimumlusName _B9_C_NSI_R90z TimeoutCounter 0
2005.438,Answer,Correct CurrentTrial 18 StimumlusName _A10_C_SI_R180x TimeoutCounter 0
2042.687,Answer,Incorrect CurrentTrial 19 StimumlusName _B10_C_NSI_R180x TimeoutCounter 0
2048.852,Feedback,FeedbackScore: 6
2065.352,Answer,Correct CurrentTrial 20 StimumlusName _A11_AC_SI_R180y TimeoutCounter 0
2087.821,Answer,Correct CurrentTrial 21 StimumlusName _B11_CI_NSI_R120z TimeoutCounter 0
2109.378,Answer,Incorrect CurrentTrial 22 StimumlusName _A12_C_NSI_R180x TimeoutCounter 0
2141.487,Answer,Incorrect CurrentTrial 23 StimumlusName _B12_C_SI_R180x TimeoutCounter 0
2147.235,Feedback,FeedbackScore: 6
2175.59,Answer,Correct CurrentTrial 24 StimumlusName _A13_CI_NSI_R180x TimeoutCounter 0
2213.85,Answer,Correct CurrentTrial 25 StimumlusName _B13_AC_SI_R180x TimeoutCounter 0
2239.62,Answer,Correct CurrentTrial 26 StimumlusName _A14_AC_SI_R180x TimeoutCounter 0
2258.262,Answer,Correct CurrentTrial 27 StimumlusName _B14_AC_SI_R180y TimeoutCounter 0
2264.196,Feedback,FeedbackScore: 6
2295.507,Answer,Correct CurrentTrial 28 StimumlusName _A15_C_SI_R120z TimeoutCounter 0
2312.44,Answer,Incorrect CurrentTrial 29 StimumlusName _B15_CI_NSI_R180y TimeoutCounter 0
2335.42,Answer,Incorrect CurrentTrial 30 StimumlusName _A16_CI_NSI_R0 TimeoutCounter 0
2371.932,Answer,Incorrect CurrentTrial 31 StimumlusName _B16_C_NSI_R180y TimeoutCounter 0
2377.333,Feedback,FeedbackScore: 6
