Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
666.8383,,EndofStart,99,
666.8383,Calibration,,99,
670.3967,,EndofCalibration,99,
670.3967,Tutorial,,99,
1192.805,,EndofTutorial,99,
1192.805,Rest,,99,
1492.814,,EndofRest,99,
1492.871,Feedback,,99,
1503.874,Experimental,,99,
1534.62,Experimental,,0,_A1_CI_NSI_R180x
1565.705,Experimental,,1,_B1_CI_NSI_R0
1587.658,Experimental,,2,_A2_AC_SI_R180z
1611.172,Experimental,,3,_B2_AC_SI_R180x
1655.403,Feedback,,99,
1663.321,Experimental,,99,
1663.321,Experimental,,4,_A3_CI_NSI_R120z
1698.51,Experimental,,5,_B3_AC_SI_R180y
1717.779,Experimental,,6,_A4_AC_SI_R180x
1727.747,Experimental,,7,_B4_C_SI_R180y
1752.547,Feedback,,99,
1756.261,Experimental,,99,
1756.261,Experimental,,8,_A5_AC_SI_R180y
1790.807,Experimental,,9,_B5_C_SI_R120z
1829.689,Experimental,,10,_A6_AC_SI_R180z
1861.458,Experimental,,11,_B6_CI_NSI_R180x
1886.451,Feedback,,99,
1890.551,Experimental,,99,
1890.551,Experimental,,12,_A7_C_NSI_R180z
1931.113,Experimental,,13,_B7_AC_SI_R90z
1948.384,Experimental,,14,_A8_C_SI_R180y
1966.665,Experimental,,15,_B8_AC_SI_R60z
1990.999,Feedback,,99,
1994.908,Experimental,,99,
1994.908,Experimental,,16,_A9_C_NSI_R180y
2017.87,Experimental,,17,_B9_C_NSI_R90z
2054.003,Experimental,,18,_A10_C_SI_R180x
2085.851,Experimental,,19,_B10_C_NSI_R180x
2124.337,Feedback,,99,
2126.754,Experimental,,99,
2126.754,Experimental,,20,_A11_AC_SI_R180y
2141.305,Experimental,,21,_B11_CI_NSI_R120z
2162.708,Experimental,,22,_A12_C_NSI_R180x
2189.996,Experimental,,23,_B12_C_SI_R180x
2214.895,Feedback,,99,
2218.9,Experimental,,99,
2218.9,Experimental,,24,_A13_CI_NSI_R180x
2249.809,Experimental,,25,_B13_AC_SI_R180x
2274.686,Experimental,,26,_A14_AC_SI_R180x
2296.457,Experimental,,27,_B14_AC_SI_R180y
2318.343,Feedback,,99,
2320.879,Experimental,,99,
2320.879,Experimental,,28,_A15_C_SI_R120z
2358.069,Experimental,,29,_B15_CI_NSI_R180y
2395.591,Experimental,,30,_A16_CI_NSI_R0
2425.162,Experimental,,31,_B16_C_NSI_R180y
2454.93,Feedback,,99,
2458.28,,EndofExperiment,99,
