square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,"[-0.64, 0.4]",None,,,,,0,23,23,23,,,,,1957.2541476999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.2389891,1957.2541476999997,1957.2541476999997,1957.7541112000001,1957.7541112000001,1960.2538858,1960.2538858,1960.2382344,None,1,,,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
3,"[0, 0.2]",None,,,,,0,24,24,24,,,,,1960.2538858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960.2389323,1960.2538858,1960.2538858,1960.7540351999999,1960.7540351999999,1963.2538529,1963.2538529,1963.2384329,None,1,,,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
6,"[-0.3, 0]",None,,,,,0,25,25,25,,,,,1963.2538529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963.2392066999998,1963.2538529,1963.2538529,1963.7540450999998,1963.7540450999998,1966.2539525,1966.2539525,1966.2381039,None,1,,,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
1,"[-0.64, 0.4]",None,,,,,0,26,26,26,,,,,1966.2539525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966.2387757999998,1966.2539525,1966.2539525,1966.7539737999998,1966.7539737999998,1969.2538515999997,1969.2538515999997,1969.2380655999998,None,1,,,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
1,"[-0.64, 0.4]",space,,,,,0,27,27,27,,,,,1969.2538515999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.238732,1969.2538515999997,1969.2538515999997,1969.7537102999997,1969.7537102999997,1972.2538536999998,1972.2538536999998,1972.2380753999998,space,1,0.45515819999991436,None,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
1,"[-0.64, 0.4]",space,,,,,0,28,28,28,,,,,1972.2538536999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.2389563,1972.2538536999998,1972.2538536999998,1972.7538966999998,1972.7538966999998,1975.2537399999999,1975.2537399999999,1975.2378797999997,None,0,,,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
3,"[0, 0.2]",None,,,,,0,29,29,29,,,,,1975.2537399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.2385284,1975.2537399999999,1975.2537399999999,1975.7537187,1975.7537187,1978.2537688,1978.2537688,1978.2377244000002,None,1,,,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
12,"[0.64, -0.4]",None,,,,,0,30,30,30,,,,,1978.2537688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.2383251999997,1978.2537688,1978.2537688,1978.7536589,1978.7536589,1981.2536901,1981.2536901,1981.2380553,None,1,,,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
12,"[0.64, -0.4]",space,,,,,0,31,31,31,,,,,1981.2536901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.2388472,1981.2536901,1981.2536901,1981.7538223999998,1981.7538223999998,1984.2535476,1984.2535476,1984.2380001,space,1,0.5828661999998985,None,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
2,"[0.64, 0.4]",None,,,,,0,32,32,32,,,,,1984.2535476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.2391021,1984.2535476,1984.2535476,1984.7536048999998,1984.7536048999998,1987.253625,1987.253625,1987.2379101,None,1,,,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
1,"[-0.64, 0.4]",None,,,,,0,33,33,33,,,,,1987.253625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.2387431999998,1987.253625,1987.253625,1987.7536254,1987.7536254,1990.2536164,1990.2536164,1990.2382148999998,None,1,,,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
7,"[0.3, 0]",None,,,,,0,34,34,34,,,,,1990.2536164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.2390699,1990.2536164,1990.2536164,1990.7534561999998,1990.7534561999998,1993.2534220999999,1993.2534220999999,1993.2376741,None,1,,,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
7,"[0.3, 0]",space,,,,,0,35,35,35,,,,,1993.2534220999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.2382906,1993.2534220999999,1993.2534220999999,1993.7535805999999,1993.7535805999999,1996.2534167000001,1996.2534167000001,1996.2375994000001,space,1,0.3629731000000902,None,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
11,"[-0.64, -0.4]",None,,,,,0,36,36,36,,,,,1996.2534167000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996.2384905000001,1996.2534167000001,1996.2534167000001,1996.7535618999998,1996.7535618999998,1999.2533065,1999.2533065,1999.2374211,None,1,,,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
2,"[0.64, 0.4]",None,,,,,0,37,37,37,,,,,1999.2533065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.237984,1999.2533065,1999.2533065,1999.753196,1999.753196,2002.2533769999998,2002.2533769999998,2002.2376477999999,None,1,,,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
6,"[-0.3, 0]",None,,,,,0,38,38,38,,,,,2002.2533769999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.2383498000002,2002.2533769999998,2002.2533769999998,2002.7533391999998,2002.7533391999998,2005.2531421,2005.2531421,2005.2373249,None,1,,,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
10,"[0, -0.2]",None,,,,,0,39,39,39,,,,,2005.2531421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.2379853,2005.2531421,2005.2531421,2005.7533652999998,2005.7533652999998,2008.2533695,2008.2533695,2008.2370128,None,1,,,,,,,,,,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.2373436999999,2008.2533695,2008.2533695,2062.1539087,space,53.89917240000045,None,,,,,,,,,,,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,0,0,0,2063.1700766000004,,,,,,,,,,,,,,,,,,,,,,,,2062.1539487,2062.1690352,2063.1700766000004,2063.1531097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2063.1682282,2063.1700766000004,2063.1700766000004,2063.6689631000004,2063.6858646,2066.1692285000004,2066.1692285000004,2066.1535114000003,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0,1,1,1,2066.1692285000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2066.1545294000002,2066.1692285000004,2066.1692285000004,2066.6688291,2066.6688291,2069.1688612000003,2069.1688612000003,2069.1531201000003,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,2,2,2,2069.1688612000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.1537791,2069.1688612000003,2069.1688612000003,2069.6689997000003,2069.6689997000003,2072.1690325000004,2072.1690325000004,2072.1531623,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,3,3,3,2072.1690325000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2072.1538131,2072.1690325000004,2072.1690325000004,2072.6688936,2072.6688936,2075.1688473000004,2075.1688473000004,2075.1530034,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0, 0.2]",None,,,,,,,,,0,4,4,4,2075.1688473000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2075.1537815,2075.1688473000004,2075.1688473000004,2075.6688878,2075.6688878,2078.1687451000003,2078.1687451000003,2078.1531895000003,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.2, -0.1]",space,,,,,,,,,0,5,5,5,2078.1687451000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2078.1540713000004,2078.1687451000003,2078.1687451000003,2078.6686912,2078.6686912,2081.1687676,2081.1687676,2081.1526336,space,1,0.6451658000000862,None,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0, -0.2]",None,,,,,,,,,0,6,6,6,2081.1687676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2081.1535235,2081.1687676,2081.1687676,2081.6687326,2081.6687326,2084.1689178,2084.1689178,2084.1530486,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0,7,7,7,2084.1689178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084.1538947000004,2084.1689178,2084.1689178,2084.6689509000003,2084.6689509000003,2087.1687271,2087.1687271,2087.1527425000004,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.3, 0]",None,,,,,,,,,0,8,8,8,2087.1687271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2087.1533678,2087.1687271,2087.1687271,2087.668463,2087.668463,2090.1685928,2090.1685928,2090.1529602,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.64, -0.4]",space,,,,,,,,,0,9,9,9,2090.1685928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2090.1536979,2090.1685928,2090.1685928,2090.6686871,2090.6686871,2093.16854,2093.16854,2093.1525559,space,1,0.7775867999998809,None,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0,10,10,10,2093.16854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2093.1533027,2093.16854,2093.16854,2093.6685438000004,2093.6685438000004,2096.1684379000003,2096.1684379000003,2096.1519809,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,11,11,11,2096.1684379000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2096.1522876000004,2096.1684379000003,2096.1684379000003,2096.6685637,2096.6685637,2099.1685863000002,2099.1685863000002,2099.1527586,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.3, 0]",None,,,,,,,,,0,12,12,12,2099.1685863000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2099.1535846,2099.1685863000002,2099.1685863000002,2099.6685361,2099.6685361,2102.1682659000003,2102.1682659000003,2102.1524783,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.2, 0.1]",space,,,,,,,,,0,13,13,13,2102.1682659000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2102.1531428000003,2102.1682659000003,2102.1682659000003,2102.6683190000003,2102.6683190000003,2105.1682764,2105.1682764,2105.1522857,space,1,0.5586708000000726,None,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,14,14,14,2105.1682764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2105.1528985,2105.1682764,2105.1682764,2105.6683859,2105.6683859,2108.1683708,2108.1683708,2108.152645,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0, 0.2]",None,,,,,,,,,0,15,15,15,2108.1683708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2108.1534616000004,2108.1683708,2108.1683708,2108.6683733,2108.6683733,2111.1681792000004,2111.1681792000004,2111.1523996,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[-0.3, 0]",space,,,,,,,,,0,16,16,16,2111.1681792000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111.1531828,2111.1681792000004,2111.1681792000004,2111.6681892,2111.6681892,2114.1681209000003,2114.1681209000003,2114.1525033000003,space,1,0.3998660000002019,None,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0,17,17,17,2114.1681209000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114.1535514,2114.1681209000003,2114.1681209000003,2114.6681822,2114.6681822,2117.1682100000003,2117.1682100000003,2117.1524587000004,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[-0.2, -0.1]",None,,,,,,,,,0,18,18,18,2117.1682100000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2117.1532173,2117.1682100000003,2117.1682100000003,2117.6684871,2117.6684871,2120.168007,2120.168007,2120.1520983,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,19,19,19,2120.168007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120.1527357,2120.168007,2120.168007,2120.6682812000004,2120.6682812000004,2123.1680303000003,2123.1680303000003,2123.1521166,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,20,20,20,2123.1680303000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2123.1527062,2123.1680303000003,2123.1680303000003,2123.6679474000002,2123.6679474000002,2126.1681755,2126.1681755,2126.1523782000004,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0,21,21,21,2126.1681755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2126.1531427,2126.1681755,2126.1681755,2126.6679943000004,2126.6679943000004,2129.1677721,2129.1677721,2129.1518344,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0, 0.2]",None,,,,,,,,,0,22,22,22,2129.1677721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2129.1524202,2129.1677721,2129.1677721,2129.6680126,2129.6680126,2132.1679323000003,2132.1679323000003,2132.1520735000004,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0,23,23,23,2132.1679323000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2132.1527568,2132.1679323000003,2132.1679323000003,2132.6681688000003,2132.6681688000003,2135.1679518,2135.1679518,2135.1522955,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0, 0.2]",space,,,,,,,,,0,24,24,24,2135.1679518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2135.1530860000003,2135.1679518,2135.1679518,2135.6677925000004,2135.6677925000004,2138.1677635,2138.1677635,2138.152132,space,1,0.30879430000004504,None,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0,25,25,25,2138.1677635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138.1530868,2138.1677635,2138.1677635,2138.667719,2138.667719,2141.1678694,2141.1678694,2141.1522222000003,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.3, 0]",None,,,,,,,,,0,26,26,26,2141.1678694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141.1530515000004,2141.1678694,2141.1678694,2141.6678785000004,2141.6678785000004,2144.1678271,2144.1678271,2144.1522022000004,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[-0.2, 0.1]",space,,,,,,,,,0,27,27,27,2144.1678271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144.1530434,2144.1678271,2144.1678271,2144.6675818000003,2144.6675818000003,2147.1678177000003,2147.1678177000003,2147.1520440000004,space,1,0.35970270000007076,None,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0,28,28,28,2147.1678177000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2147.1529871000002,2147.1678177000003,2147.1678177000003,2147.6675733,2147.6675733,2150.1675949,2150.1675949,2150.1520328,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,29,29,29,2150.1675949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.152834,2150.1675949,2150.1675949,2150.6674981,2150.6674981,2153.1675488,2153.1675488,2153.1517446000003,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0,30,30,30,2153.1675488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153.1525444000004,2153.1675488,2153.1675488,2153.6675847,2153.6675847,2156.167578,2156.167578,2156.1518601000002,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0, -0.2]",None,,,,,,,,,0,31,31,31,2156.167578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2156.1526173,2156.167578,2156.167578,2156.6675573,2156.6675573,2159.1675398,2159.1675398,2159.1518099,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[-0.64, -0.4]",space,,,,,,,,,0,32,32,32,2159.1675398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159.1525884000002,2159.1675398,2159.1675398,2159.6674344000003,2159.6674344000003,2162.1676549000003,2162.1676549000003,2162.1518276,space,1,0.416979099999935,None,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0,33,33,33,2162.1676549000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162.1528367,2162.1676549000003,2162.1676549000003,2162.6674432,2162.6674432,2165.1674437,2165.1674437,2165.1518963000003,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,34,34,34,2165.1674437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2165.152732,2165.1674437,2165.1674437,2165.6674255000003,2165.6674255000003,2168.16818,2168.16818,2168.1516384,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[0.3, 0]",None,,,,,,,,,0,35,35,35,2168.16818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168.1524040000004,2168.16818,2168.16818,2168.6674591,2168.6674591,2171.1671642,,2171.1673414,None,1,,,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
,"[-0.3, 0]",space,,,,,,,,,0,36,36,36,2171.1841344000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171.1680155000004,2171.1841344000004,2171.1841344000004,2171.6673098,2171.6838985000004,2174.1672224000004,,2174.1674055000003,space,1,0.6258634999999231,None,,,,nback16,001,2023-12-11_16h21.30.750,untitled,2023.2.3,60.033414598564455,2023-12-11 16h21.40.403837 -0500,
