Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
341.049,,EndofStart,99,
341.049,Calibration,,99,
344.9278,,EndofCalibration,99,
344.9278,Tutorial,,99,
825.3727,,EndofTutorial,99,
825.3727,Rest,,99,
1125.374,,EndofRest,99,
1125.416,Feedback,,99,
1134.738,Experimental,,99,
1169.921,Experimental,,0,_A1_CI_NSI_R180x
1218.801,Experimental,,1,_B1_CI_NSI_R0
1251.898,Experimental,,2,_A2_AC_SI_R180z
1292.242,Experimental,,3,_B2_AC_SI_R180x
1334.972,Feedback,,99,
1344.454,Experimental,,99,
1344.454,Experimental,,4,_A3_CI_NSI_R120z
1373.876,Experimental,,5,_B3_AC_SI_R180y
1400.919,Experimental,,6,_A4_AC_SI_R180x
1419.244,Experimental,,7,_B4_C_SI_R180y
1448.859,Feedback,,99,
1454.028,Experimental,,99,
1454.028,Experimental,,8,_A5_AC_SI_R180y
1494.098,Experimental,,9,_B5_C_SI_R120z
1537.534,Experimental,,10,_A6_AC_SI_R180z
1556.278,Experimental,,11,_B6_CI_NSI_R180x
1575.528,Feedback,,99,
1583.241,Experimental,,99,
1583.241,Experimental,,12,_A7_C_NSI_R180z
1610.296,Experimental,,13,_B7_AC_SI_R90z
1634.807,Experimental,,14,_A8_C_SI_R180y
1657.43,Experimental,,15,_B8_AC_SI_R60z
1682.287,Feedback,,99,
1688.185,Experimental,,99,
1688.185,Experimental,,16,_A9_C_NSI_R180y
1710.677,Experimental,,17,_B9_C_NSI_R90z
1738.193,Experimental,,18,_A10_C_SI_R180x
1750.888,Experimental,,19,_B10_C_NSI_R180x
1791.291,Feedback,,99,
1796.637,Experimental,,99,
1796.637,Experimental,,20,_A11_AC_SI_R180y
1821.956,Experimental,,21,_B11_CI_NSI_R120z
1854.755,Experimental,,22,_A12_C_NSI_R180x
1893.312,Experimental,,23,_B12_C_SI_R180x
1930.662,Feedback,,99,
1937.425,Experimental,,99,
1937.425,Experimental,,24,_A13_CI_NSI_R180x
1960.717,Experimental,,25,_B13_AC_SI_R180x
1983.536,Experimental,,26,_A14_AC_SI_R180x
2028.062,Experimental,,27,_B14_AC_SI_R180y
2062.866,Feedback,,99,
2067.4,Experimental,,99,
2067.4,Experimental,,28,_A15_C_SI_R120z
2101.143,Experimental,,29,_B15_CI_NSI_R180y
2125.882,Experimental,,30,_A16_CI_NSI_R0
2139.047,Experimental,,31,_B16_C_NSI_R180y
2150.626,Feedback,,99,
2154.129,,EndofExperiment,99,
